page,candidate,office,district,party,county,precinct,votes,winner
2,Phil Bryant,Governor,,R,Quitman,Crenshaw,0,
2,Mitch Young,Governor,,R,Quitman,Crenshaw,0,
2,Phil Bryant,Governor,,R,Quitman,Crowder,1,
2,Mitch Young,Governor,,R,Quitman,Crowder,0,
2,Phil Bryant,Governor,,R,Quitman,Darling,0,
2,Mitch Young,Governor,,R,Quitman,Darling,0,
2,Phil Bryant,Governor,,R,Quitman,District 3 North,0,
2,Mitch Young,Governor,,R,Quitman,District 3 North,0,
2,Phil Bryant,Governor,,R,Quitman,District 3 South,0,
2,Mitch Young,Governor,,R,Quitman,District 3 South,0,
2,Phil Bryant,Governor,,R,Quitman,Lambert,0,
2,Mitch Young,Governor,,R,Quitman,Lambert,0,
2,Phil Bryant,Governor,,R,Quitman,North West Marks,3,
2,Mitch Young,Governor,,R,Quitman,North West Marks,0,
2,Phil Bryant,Governor,,R,Quitman,Sledge,0,
2,Mitch Young,Governor,,R,Quitman,Sledge,0,
2,Phil Bryant,Governor,,R,Quitman,South West Marks,3,
2,Mitch Young,Governor,,R,Quitman,South West Marks,0,
2,Phil Bryant,Governor,,R,Quitman,West Lambert,0,
2,Mitch Young,Governor,,R,Quitman,West Lambert,0,
2,Phil Bryant,Governor,,R,Quitman,TOTAL,7,
2,Mitch Young,Governor,,R,Quitman,TOTAL,0,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,Crenshaw,0,
2,Tate Reeves,Lieutenant Governor,,R,Quitman,Crenshaw,0,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,Crowder,0,
2,Tate Reeves,Lieutenant Governor,,R,Quitman,Crowder,1,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,Darling,0,
2,Tate Reeves,Lieutenant Governor,,R,Quitman,Darling,0,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,District 3 North,0,
2,Tate Reeves,Lieutenant Governor,,R,Quitman,District 3 North,0,
2,Alisha Nelson McElhenney,Lieutenant Governor,,R,Quitman,District 3 South,0,
