county,precinct,office,district,candidate,party,votes
Issaquena,Addie Voting Precinct,U.S. House,2,Bennie G. Thompson,DEM,29
Issaquena,Addie Voting Precinct,U.S. House,2,Evan Littleton Turnage,DEM,2
Issaquena,Addie Voting Precinct,U.S. House,2,Pertis Herman Williams III,DEM,0
Issaquena,Addie Voting Precinct,U.S. House,2,Kevin Wilson,REP,4
Issaquena,Addie Voting Precinct,U.S. House,2,Ron Eller,REP,14
Issaquena,Addie Voting Precinct,U.S. Senate,,Albert R. Littell,DEM,4
Issaquena,Addie Voting Precinct,U.S. Senate,,Priscilla W. Till,DEM,4
Issaquena,Addie Voting Precinct,U.S. Senate,,Scott Colom,DEM,22
Issaquena,Addie Voting Precinct,U.S. Senate,,Cindy Hyde-Smith,REP,19
Issaquena,Addie Voting Precinct,U.S. Senate,,Sarah Adlakha,REP,0
Issaquena,Grace Voting Precinct,U.S. House,2,Bennie G. Thompson,DEM,19
Issaquena,Grace Voting Precinct,U.S. House,2,Evan Littleton Turnage,DEM,3
Issaquena,Grace Voting Precinct,U.S. House,2,Pertis Herman Williams III,DEM,2
Issaquena,Grace Voting Precinct,U.S. House,2,Kevin Wilson,REP,8
Issaquena,Grace Voting Precinct,U.S. House,2,Ron Eller,REP,15
Issaquena,Grace Voting Precinct,U.S. Senate,,Albert R. Littell,DEM,2
Issaquena,Grace Voting Precinct,U.S. Senate,,Priscilla W. Till,DEM,3
Issaquena,Grace Voting Precinct,U.S. Senate,,Scott Colom,DEM,16
Issaquena,Grace Voting Precinct,U.S. Senate,,Cindy Hyde-Smith,REP,21
Issaquena,Grace Voting Precinct,U.S. Senate,,Sarah Adlakha,REP,3
Issaquena,Mayersville Courthouse,U.S. House,2,Bennie G. Thompson,DEM,58
Issaquena,Mayersville Courthouse,U.S. House,2,Evan Littleton Turnage,DEM,6
Issaquena,Mayersville Courthouse,U.S. House,2,Pertis Herman Williams III,DEM,0
Issaquena,Mayersville Courthouse,U.S. House,2,Kevin Wilson,REP,0
Issaquena,Mayersville Courthouse,U.S. House,2,Ron Eller,REP,0
Issaquena,Mayersville Courthouse,U.S. Senate,,Albert R. Littell,DEM,4
Issaquena,Mayersville Courthouse,U.S. Senate,,Priscilla W. Till,DEM,16
Issaquena,Mayersville Courthouse,U.S. Senate,,Scott Colom,DEM,37
Issaquena,Mayersville Courthouse,U.S. Senate,,Cindy Hyde-Smith,REP,0
Issaquena,Mayersville Courthouse,U.S. Senate,,Sarah Adlakha,REP,0
Issaquena,Tallula Community Center,U.S. House,2,Bennie G. Thompson,DEM,27
Issaquena,Tallula Community Center,U.S. House,2,Evan Littleton Turnage,DEM,5
Issaquena,Tallula Community Center,U.S. House,2,Pertis Herman Williams III,DEM,0
Issaquena,Tallula Community Center,U.S. House,2,Kevin Wilson,REP,11
Issaquena,Tallula Community Center,U.S. House,2,Ron Eller,REP,14
Issaquena,Tallula Community Center,U.S. Senate,,Albert R. Littell,DEM,3
Issaquena,Tallula Community Center,U.S. Senate,,Priscilla W. Till,DEM,4
Issaquena,Tallula Community Center,U.S. Senate,,Scott Colom,DEM,21
Issaquena,Tallula Community Center,U.S. Senate,,Cindy Hyde-Smith,REP,26
Issaquena,Tallula Community Center,U.S. Senate,,Sarah Adlakha,REP,1
Issaquena,Valley Park Community Center,U.S. House,2,Bennie G. Thompson,DEM,5
Issaquena,Valley Park Community Center,U.S. House,2,Evan Littleton Turnage,DEM,12
Issaquena,Valley Park Community Center,U.S. House,2,Pertis Herman Williams III,DEM,1
Issaquena,Valley Park Community Center,U.S. House,2,Kevin Wilson,REP,2
Issaquena,Valley Park Community Center,U.S. House,2,Ron Eller,REP,19
Issaquena,Valley Park Community Center,U.S. Senate,,Albert R. Littell,DEM,1
Issaquena,Valley Park Community Center,U.S. Senate,,Priscilla W. Till,DEM,3
Issaquena,Valley Park Community Center,U.S. Senate,,Scott Colom,DEM,10
Issaquena,Valley Park Community Center,U.S. Senate,,Cindy Hyde-Smith,REP,23
Issaquena,Valley Park Community Center,U.S. Senate,,Sarah Adlakha,REP,0
