county,precinct,office,district,candidate,party,votes
Lafayette,Abbeville,U.S. House,1,Cliff Johnson,DEM,77
Lafayette,Abbeville,U.S. House,1,Kelvin Buck,DEM,106
Lafayette,Abbeville,U.S. House,1,Trent Kelly,REP,36
Lafayette,Abbeville,U.S. Senate,,Albert R. Littell,DEM,16
Lafayette,Abbeville,U.S. Senate,,Priscilla W. Till,DEM,31
Lafayette,Abbeville,U.S. Senate,,Scott Colom,DEM,136
Lafayette,Abbeville,U.S. Senate,,Cindy Hyde-Smith,REP,33
Lafayette,Abbeville,U.S. Senate,,Sarah Adlakha,REP,4
Lafayette,Airport Grocery,U.S. House,1,Cliff Johnson,DEM,29
Lafayette,Airport Grocery,U.S. House,1,Kelvin Buck,DEM,7
Lafayette,Airport Grocery,U.S. House,1,Trent Kelly,REP,71
Lafayette,Airport Grocery,U.S. Senate,,Albert R. Littell,DEM,4
Lafayette,Airport Grocery,U.S. Senate,,Priscilla W. Till,DEM,11
Lafayette,Airport Grocery,U.S. Senate,,Scott Colom,DEM,21
Lafayette,Airport Grocery,U.S. Senate,,Cindy Hyde-Smith,REP,57
Lafayette,Airport Grocery,U.S. Senate,,Sarah Adlakha,REP,20
Lafayette,Anchor-Taylor 4,U.S. House,1,Cliff Johnson,DEM,16
Lafayette,Anchor-Taylor 4,U.S. House,1,Kelvin Buck,DEM,4
Lafayette,Anchor-Taylor 4,U.S. House,1,Trent Kelly,REP,73
Lafayette,Anchor-Taylor 4,U.S. Senate,,Albert R. Littell,DEM,0
Lafayette,Anchor-Taylor 4,U.S. Senate,,Priscilla W. Till,DEM,2
Lafayette,Anchor-Taylor 4,U.S. Senate,,Scott Colom,DEM,18
Lafayette,Anchor-Taylor 4,U.S. Senate,,Cindy Hyde-Smith,REP,71
Lafayette,Anchor-Taylor 4,U.S. Senate,,Sarah Adlakha,REP,5
Lafayette,Burgess,U.S. House,1,Cliff Johnson,DEM,25
Lafayette,Burgess,U.S. House,1,Kelvin Buck,DEM,7
Lafayette,Burgess,U.S. House,1,Trent Kelly,REP,64
Lafayette,Burgess,U.S. Senate,,Albert R. Littell,DEM,5
Lafayette,Burgess,U.S. Senate,,Priscilla W. Till,DEM,6
Lafayette,Burgess,U.S. Senate,,Scott Colom,DEM,21
Lafayette,Burgess,U.S. Senate,,Cindy Hyde-Smith,REP,61
Lafayette,Burgess,U.S. Senate,,Sarah Adlakha,REP,10
Lafayette,College Hill,U.S. House,1,Cliff Johnson,DEM,145
Lafayette,College Hill,U.S. House,1,Kelvin Buck,DEM,32
Lafayette,College Hill,U.S. House,1,Trent Kelly,REP,144
Lafayette,College Hill,U.S. Senate,,Albert R. Littell,DEM,10
Lafayette,College Hill,U.S. Senate,,Priscilla W. Till,DEM,32
Lafayette,College Hill,U.S. Senate,,Scott Colom,DEM,131
Lafayette,College Hill,U.S. Senate,,Cindy Hyde-Smith,REP,120
Lafayette,College Hill,U.S. Senate,,Sarah Adlakha,REP,33
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. House,1,Cliff Johnson,DEM,11
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. House,1,Kelvin Buck,DEM,11
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. House,1,Trent Kelly,REP,60
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. Senate,,Albert R. Littell,DEM,2
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. Senate,,Priscilla W. Till,DEM,6
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. Senate,,Scott Colom,DEM,14
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. Senate,,Cindy Hyde-Smith,REP,51
Lafayette,Denmark-Laf Springs-Pine Bluff,U.S. Senate,,Sarah Adlakha,REP,13
Lafayette,Harmontown,U.S. House,1,Trent Kelly,REP,56
Lafayette,Harmontown,U.S. Senate,,Cindy Hyde-Smith,REP,46
Lafayette,Harmontown,U.S. Senate,,Sarah Adlakha,REP,12
Lafayette,Harmonytown,U.S. House,1,Cliff Johnson,DEM,3
Lafayette,Harmonytown,U.S. House,1,Kelvin Buck,DEM,3
Lafayette,Harmonytown,U.S. Senate,,Albert R. Littell,DEM,1
Lafayette,Harmonytown,U.S. Senate,,Priscilla W. Till,DEM,4
Lafayette,Harmonytown,U.S. Senate,,Scott Colom,DEM,1
Lafayette,Oxford 1,U.S. House,1,Cliff Johnson,DEM,177
Lafayette,Oxford 1,U.S. House,1,Kelvin Buck,DEM,47
Lafayette,Oxford 1,U.S. House,1,Trent Kelly,REP,171
Lafayette,Oxford 1,U.S. Senate,,Albert R. Littell,DEM,15
Lafayette,Oxford 1,U.S. Senate,,Priscilla W. Till,DEM,45
Lafayette,Oxford 1,U.S. Senate,,Scott Colom,DEM,163
Lafayette,Oxford 1,U.S. Senate,,Cindy Hyde-Smith,REP,152
Lafayette,Oxford 1,U.S. Senate,,Sarah Adlakha,REP,37
Lafayette,Oxford 2,U.S. House,1,Cliff Johnson,DEM,477
Lafayette,Oxford 2,U.S. House,1,Kelvin Buck,DEM,108
Lafayette,Oxford 2,U.S. House,1,Trent Kelly,REP,304
Lafayette,Oxford 2,U.S. Senate,,Albert R. Littell,DEM,36
Lafayette,Oxford 2,U.S. Senate,,Priscilla W. Till,DEM,125
Lafayette,Oxford 2,U.S. Senate,,Scott Colom,DEM,406
Lafayette,Oxford 2,U.S. Senate,,Cindy Hyde-Smith,REP,259
Lafayette,Oxford 2,U.S. Senate,,Sarah Adlakha,REP,74
Lafayette,Oxford 3,U.S. House,1,Cliff Johnson,DEM,182
Lafayette,Oxford 3,U.S. House,1,Kelvin Buck,DEM,89
Lafayette,Oxford 3,U.S. House,1,Trent Kelly,REP,85
Lafayette,Oxford 3,U.S. Senate,,Albert R. Littell,DEM,30
Lafayette,Oxford 3,U.S. Senate,,Priscilla W. Till,DEM,40
Lafayette,Oxford 3,U.S. Senate,,Scott Colom,DEM,201
Lafayette,Oxford 3,U.S. Senate,,Cindy Hyde-Smith,REP,69
Lafayette,Oxford 3,U.S. Senate,,Sarah Adlakha,REP,22
Lafayette,Oxford 4,U.S. House,1,Cliff Johnson,DEM,218
Lafayette,Oxford 4,U.S. House,1,Kelvin Buck,DEM,49
Lafayette,Oxford 4,U.S. House,1,Trent Kelly,REP,124
Lafayette,Oxford 4,U.S. Senate,,Albert R. Littell,DEM,20
Lafayette,Oxford 4,U.S. Senate,,Priscilla W. Till,DEM,62
Lafayette,Oxford 4,U.S. Senate,,Scott Colom,DEM,182
Lafayette,Oxford 4,U.S. Senate,,Cindy Hyde-Smith,REP,103
Lafayette,Oxford 4,U.S. Senate,,Sarah Adlakha,REP,41
Lafayette,Oxford 5,U.S. House,1,Cliff Johnson,DEM,103
Lafayette,Oxford 5,U.S. House,1,Kelvin Buck,DEM,12
Lafayette,Oxford 5,U.S. House,1,Trent Kelly,REP,89
Lafayette,Oxford 5,U.S. Senate,,Albert R. Littell,DEM,11
Lafayette,Oxford 5,U.S. Senate,,Priscilla W. Till,DEM,26
Lafayette,Oxford 5,U.S. Senate,,Scott Colom,DEM,78
Lafayette,Oxford 5,U.S. Senate,,Cindy Hyde-Smith,REP,70
Lafayette,Oxford 5,U.S. Senate,,Sarah Adlakha,REP,25
Lafayette,Paris,U.S. House,1,Cliff Johnson,DEM,4
Lafayette,Paris,U.S. House,1,Kelvin Buck,DEM,0
Lafayette,Paris,U.S. House,1,Trent Kelly,REP,76
Lafayette,Paris,U.S. Senate,,Albert R. Littell,DEM,1
Lafayette,Paris,U.S. Senate,,Priscilla W. Till,DEM,1
Lafayette,Paris,U.S. Senate,,Scott Colom,DEM,2
Lafayette,Paris,U.S. Senate,,Cindy Hyde-Smith,REP,71
Lafayette,Paris,U.S. Senate,,Sarah Adlakha,REP,10
Lafayette,Philadelphia,U.S. House,1,Cliff Johnson,DEM,20
Lafayette,Philadelphia,U.S. House,1,Kelvin Buck,DEM,19
Lafayette,Philadelphia,U.S. House,1,Trent Kelly,REP,28
Lafayette,Philadelphia,U.S. Senate,,Albert R. Littell,DEM,3
Lafayette,Philadelphia,U.S. Senate,,Priscilla W. Till,DEM,9
Lafayette,Philadelphia,U.S. Senate,,Scott Colom,DEM,26
Lafayette,Philadelphia,U.S. Senate,,Cindy Hyde-Smith,REP,20
Lafayette,Philadelphia,U.S. Senate,,Sarah Adlakha,REP,10
Lafayette,Taylor 3,U.S. House,1,Cliff Johnson,DEM,75
Lafayette,Taylor 3,U.S. House,1,Kelvin Buck,DEM,84
Lafayette,Taylor 3,U.S. House,1,Trent Kelly,REP,20
Lafayette,Taylor 3,U.S. Senate,,Albert R. Littell,DEM,16
Lafayette,Taylor 3,U.S. Senate,,Priscilla W. Till,DEM,42
Lafayette,Taylor 3,U.S. Senate,,Scott Colom,DEM,98
Lafayette,Taylor 3,U.S. Senate,,Cindy Hyde-Smith,REP,15
Lafayette,Taylor 3,U.S. Senate,,Sarah Adlakha,REP,7
Lafayette,Tula,U.S. House,1,Cliff Johnson,DEM,10
Lafayette,Tula,U.S. House,1,Kelvin Buck,DEM,2
Lafayette,Tula,U.S. House,1,Trent Kelly,REP,45
Lafayette,Tula,U.S. Senate,,Albert R. Littell,DEM,1
Lafayette,Tula,U.S. Senate,,Priscilla W. Till,DEM,2
Lafayette,Tula,U.S. Senate,,Scott Colom,DEM,9
Lafayette,Tula,U.S. Senate,,Cindy Hyde-Smith,REP,44
Lafayette,Tula,U.S. Senate,,Sarah Adlakha,REP,2
Lafayette,Union West 4,U.S. House,1,Cliff Johnson,DEM,19
Lafayette,Union West 4,U.S. House,1,Kelvin Buck,DEM,10
Lafayette,Union West 4,U.S. House,1,Trent Kelly,REP,35
Lafayette,Union West 4,U.S. Senate,,Albert R. Littell,DEM,1
Lafayette,Union West 4,U.S. Senate,,Priscilla W. Till,DEM,10
Lafayette,Union West 4,U.S. Senate,,Scott Colom,DEM,17
Lafayette,Union West 4,U.S. Senate,,Cindy Hyde-Smith,REP,30
Lafayette,Union West 4,U.S. Senate,,Sarah Adlakha,REP,10
Lafayette,Yocona Community Center,U.S. House,1,Cliff Johnson,DEM,19
Lafayette,Yocona Community Center,U.S. House,1,Kelvin Buck,DEM,2
Lafayette,Yocona Community Center,U.S. House,1,Trent Kelly,REP,66
Lafayette,Yocona Community Center,U.S. Senate,,Albert R. Littell,DEM,3
Lafayette,Yocona Community Center,U.S. Senate,,Priscilla W. Till,DEM,4
Lafayette,Yocona Community Center,U.S. Senate,,Scott Colom,DEM,14
Lafayette,Yocona Community Center,U.S. Senate,,Cindy Hyde-Smith,REP,62
Lafayette,Yocona Community Center,U.S. Senate,,Sarah Adlakha,REP,9
