page,candidate,office,district,party,county,precinct,votes,winner
2,Greg Davis,U.S. House,1,R,Monroe,Amory First 1f1,39,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Amory First 1f1,112,
2,Greg Davis,U.S. House,1,R,Monroe,Parham 1f5,7,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Parham 1f5,21,
2,Greg Davis,U.S. House,1,R,Monroe,Smithville 1f6,23,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Smithville 1f6,50,
2,Greg Davis,U.S. House,1,R,Monroe,Bigbee 1f2,2,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Bigbee 1f2,9,
2,Greg Davis,U.S. House,1,R,Monroe,Boyds 1f3,6,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Boyds 1f3,10,
2,Greg Davis,U.S. House,1,R,Monroe,Hatley 1f4,33,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Hatley 1f4,77,
2,Greg Davis,U.S. House,1,R,Monroe,Amory Second 2f1,37,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Amory Second 2f1,113,
2,Greg Davis,U.S. House,1,R,Monroe,Becker 2f2,30,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Becker 2f2,58,
2,Greg Davis,U.S. House,1,R,Monroe,Greenwood Springs 2f3,14,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Greenwood Springs 2f3,13,
2,Greg Davis,U.S. House,1,R,Monroe,Williams 2f4,0,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Williams 2f4,2,
2,Greg Davis,U.S. House,1,R,Monroe,Lackey 3f5,23,
2,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Lackey 3f5,30,
3,Greg Davis,U.S. House,1,R,Monroe,Aberdeen Third 3f1,51,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Aberdeen Third 3f1,128,
3,Greg Davis,U.S. House,1,R,Monroe,Athens 3f2,9,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Athens 3f2,24,
3,Greg Davis,U.S. House,1,R,Monroe,Bartahatchie 3f3,3,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Bartahatchie 3f3,7,
3,Greg Davis,U.S. House,1,R,Monroe,Hamilton 3f4,21,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Hamilton 3f4,49,
3,Greg Davis,U.S. House,1,R,Monroe,North Aberdeen 4f1,40,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,North Aberdeen 4f1,75,
3,Greg Davis,U.S. House,1,R,Monroe,South Aberdeen 4f2,14,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,South Aberdeen 4f2,13,
3,Greg Davis,U.S. House,1,R,Monroe,Darracott 4f3,9,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Darracott 4f3,16,
3,Greg Davis,U.S. House,1,R,Monroe,Gibson 4f4,12,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Gibson 4f4,3,
3,Greg Davis,U.S. House,1,R,Monroe,Prairie 4f5,0,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Prairie 4f5,6,
3,Greg Davis,U.S. House,1,R,Monroe,Amory Fifth 5f1,0,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Amory Fifth 5f1,0,
3,Greg Davis,U.S. House,1,R,Monroe,Willis 5f4,6,
3,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Willis 5f4,11,
4,Greg Davis,U.S. House,1,R,Monroe,Wren 5f5,45,
4,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Wren 5f5,67,
4,Greg Davis,U.S. House,1,R,Monroe,Central Grove 5f2,1,
4,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Central Grove 5f2,8,
4,Greg Davis,U.S. House,1,R,Monroe,Nettleton 5f3,11,
4,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,Nettleton 5f3,17,
4,Greg Davis,U.S. House,1,R,Monroe,TOTAL,436,
4,"Glenn L. McCullough, Jr. ",U.S. House,1,R,Monroe,TOTAL,937,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
