page,candidate,office,district,party,county,precinct,votes,winner
2,John McCain,President,,Republican,Yazoo,Mechanicsburg ,483,
2,Barack Obama,President,,Democrat,Yazoo,Mechanicsburg ,81,
2,Chuck Baldwin,President,,Constitution,Yazoo,Mechanicsburg ,1,
2,Bob Barr,President,,Libertarian,Yazoo,Mechanicsburg ,0,
2,Cynthia A. McKinney,President,,Green,Yazoo,Mechanicsburg ,0,
2,Ralph Nader,President,,Independent,Yazoo,Mechanicsburg ,1,
2,Ted C. Weill,President,,Reform,Yazoo,Mechanicsburg ,0,
2,Thad Cochran,U.S. Senate,,Republican,Yazoo,Mechanicsburg ,498,
2,Erik R. Fleming,U.S. Senate,,Democrat,Yazoo,Mechanicsburg ,62,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Yazoo,Mechanicsburg ,105,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Yazoo,Mechanicsburg ,454,
2,Richard Cook,U.S. House,2,Republican,Yazoo,Mechanicsburg ,456,
2,Bennie G. Thompson,U.S. House,1,Democrat,Yazoo,Mechanicsburg ,116,
2,John McCain,President,,Republican,Yazoo,East Bentonia,207,
2,Barack Obama,President,,Democrat,Yazoo,East Bentonia,122,
2,Chuck Baldwin,President,,Constitution,Yazoo,East Bentonia,0,
2,Bob Barr,President,,Libertarian,Yazoo,East Bentonia,0,
2,Cynthia A. McKinney,President,,Green,Yazoo,East Bentonia,1,
2,Ralph Nader,President,,Independent,Yazoo,East Bentonia,0,
2,Ted C. Weill,President,,Reform,Yazoo,East Bentonia,0,
2,Thad Cochran,U.S. Senate,,Republican,Yazoo,East Bentonia,211,
2,Erik R. Fleming,U.S. Senate,,Democrat,Yazoo,East Bentonia,102,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Yazoo,East Bentonia,123,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Yazoo,East Bentonia,189,
2,Richard Cook,U.S. House,2,Republican,Yazoo,East Bentonia,183,
2,Bennie G. Thompson,U.S. House,1,Democrat,Yazoo,East Bentonia,136,
2,John McCain,President,,Republican,Yazoo,West Bentonia,219,
2,Barack Obama,President,,Democrat,Yazoo,West Bentonia,326,
2,Chuck Baldwin,President,,Constitution,Yazoo,West Bentonia,1,
2,Bob Barr,President,,Libertarian,Yazoo,West Bentonia,1,
2,Cynthia A. McKinney,President,,Green,Yazoo,West Bentonia,0,
2,Ralph Nader,President,,Independent,Yazoo,West Bentonia,1,
2,Ted C. Weill,President,,Reform,Yazoo,West Bentonia,0,
2,Thad Cochran,U.S. Senate,,Republican,Yazoo,West Bentonia,223,
2,Erik R. Fleming,U.S. Senate,,Democrat,Yazoo,West Bentonia,301,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Yazoo,West Bentonia,308,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Yazoo,West Bentonia,216,
2,Richard Cook,U.S. House,2,Republican,Yazoo,West Bentonia,205,
2,Bennie G. Thompson,U.S. House,1,Democrat,Yazoo,West Bentonia,335,
2,John McCain,President,,Republican,Yazoo,Center Ridge ,410,
2,Barack Obama,President,,Democrat,Yazoo,Center Ridge ,35,
2,Chuck Baldwin,President,,Constitution,Yazoo,Center Ridge ,0,
2,Bob Barr,President,,Libertarian,Yazoo,Center Ridge ,1,
2,Cynthia A. McKinney,President,,Green,Yazoo,Center Ridge ,0,
2,Ralph Nader,President,,Independent,Yazoo,Center Ridge ,0,
2,Ted C. Weill,President,,Reform,Yazoo,Center Ridge ,0,
2,Thad Cochran,U.S. Senate,,Republican,Yazoo,Center Ridge ,412,
2,Erik R. Fleming,U.S. Senate,,Democrat,Yazoo,Center Ridge ,26,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Yazoo,Center Ridge ,58,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Yazoo,Center Ridge ,384,
2,Richard Cook,U.S. House,2,Republican,Yazoo,Center Ridge ,354,
2,Bennie G. Thompson,U.S. House,1,Democrat,Yazoo,Center Ridge ,81,
2,John McCain,President,,Republican,Yazoo,Dover,266,
2,Barack Obama,President,,Democrat,Yazoo,Dover,63,
2,Chuck Baldwin,President,,Constitution,Yazoo,Dover,2,
2,Bob Barr,President,,Libertarian,Yazoo,Dover,0,
2,Cynthia A. McKinney,President,,Green,Yazoo,Dover,0,
2,Ralph Nader,President,,Independent,Yazoo,Dover,3,
2,Ted C. Weill,President,,Reform,Yazoo,Dover,0,
2,Thad Cochran,U.S. Senate,,Republican,Yazoo,Dover,265,
2,Erik R. Fleming,U.S. Senate,,Democrat,Yazoo,Dover,53,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Yazoo,Dover,69,
