candidate,office,district,party,county,precinct,votes
Greg Davis,U.S. House,1,Republican,Alcorn,2nd District Central Precinct,661
Greg Davis,U.S. House,1,Republican,Alcorn,Bethel,28
Greg Davis,U.S. House,1,Republican,Alcorn,Biggersville,246
Greg Davis,U.S. House,1,Republican,Alcorn,College Holl ,637
Greg Davis,U.S. House,1,Republican,Alcorn,East Corinth,592
Greg Davis,U.S. House,1,Republican,Alcorn,East Third Street,191
Greg Davis,U.S. House,1,Republican,Alcorn,Five Points 1st Dist.,737
Greg Davis,U.S. House,1,Republican,Alcorn,Glen,357
Greg Davis,U.S. House,1,Republican,Alcorn,Jericho,107
Greg Davis,U.S. House,1,Republican,Alcorn,Kossuth,678
Greg Davis,U.S. House,1,Republican,Alcorn,North Corinth,470
Greg Davis,U.S. House,1,Republican,Alcorn,Rienzi,276
Greg Davis,U.S. House,1,Republican,Alcorn,South Corinth,235
Greg Davis,U.S. House,1,Republican,Alcorn,,6171
Greg Davis,U.S. House,1,Republican,Alcorn,Union Center,378
Greg Davis,U.S. House,1,Republican,Alcorn,Wenasoga,311
Greg Davis,U.S. House,1,Republican,Alcorn,West Corinth,267
John M. Wages,U.S. House,1,Green,Alcorn,2nd District Central Precinct,10
John M. Wages,U.S. House,1,Green,Alcorn,Bethel,1
John M. Wages,U.S. House,1,Green,Alcorn,Biggersville,0
John M. Wages,U.S. House,1,Green,Alcorn,College Holl ,4
John M. Wages,U.S. House,1,Green,Alcorn,East Corinth,7
John M. Wages,U.S. House,1,Green,Alcorn,East Third Street,1
John M. Wages,U.S. House,1,Green,Alcorn,Five Points 1st Dist.,10
John M. Wages,U.S. House,1,Green,Alcorn,Glen,5
John M. Wages,U.S. House,1,Green,Alcorn,Jericho,2
John M. Wages,U.S. House,1,Green,Alcorn,Kossuth,5
John M. Wages,U.S. House,1,Green,Alcorn,North Corinth,3
John M. Wages,U.S. House,1,Green,Alcorn,Rienzi,4
John M. Wages,U.S. House,1,Green,Alcorn,South Corinth,3
John M. Wages,U.S. House,1,Green,Alcorn,,68
John M. Wages,U.S. House,1,Green,Alcorn,Union Center,4
John M. Wages,U.S. House,1,Green,Alcorn,Wenasoga,5
John M. Wages,U.S. House,1,Green,Alcorn,West Corinth,4
Travis W. Childers,U.S. House,1,Democrat,Alcorn,2nd District Central Precinct,637
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Bethel,66
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Biggersville,397
Travis W. Childers,U.S. House,1,Democrat,Alcorn,College Holl ,911
Travis W. Childers,U.S. House,1,Democrat,Alcorn,East Corinth,822
Travis W. Childers,U.S. House,1,Democrat,Alcorn,East Third Street,258
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Five Points 1st Dist.,728
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Glen,542
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Jericho,222
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Kossuth,699
Travis W. Childers,U.S. House,1,Democrat,Alcorn,North Corinth,374
Travis W. Childers,U.S. House,1,Democrat,Alcorn,Rienzi,592
