page,candidate,office,district,party,county,precinct,votes,winner
2,Greg Davis,US House,1,R,Lee,Pratts,16,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Pratts,27,
2,Greg Davis,US House,1,R,Lee,Baldwyn,14,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Baldwyn,34,
2,Greg Davis,US House,1,R,Lee,Guntown,9,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Guntown,15,
2,Greg Davis,US House,1,R,Lee,Friendship,8,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Friendship,5,
2,Greg Davis,US House,1,R,Lee,Unity,17,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Unity,19,
2,Greg Davis,US House,1,R,Lee,Hebron,10,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Hebron,32,
2,Greg Davis,US House,1,R,Lee,Fellowship,15,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Fellowship,37,
2,Greg Davis,US House,1,R,Lee,Oak Hill,66,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Oak Hill,140,
2,Greg Davis,US House,1,R,Lee,Tupelo 1,25,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 1,256,
2,Greg Davis,US House,1,R,Lee,Eggville,12,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Eggville,46,
2,Greg Davis,US House,1,R,Lee,Gilvo - 1,9,
2,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Gilvo - 1,5,
3,Greg Davis,US House,1,R,Lee,Moorville - 1,21,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Moorville - 1,34,
3,Greg Davis,US House,1,R,Lee,Auburn,35,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Auburn,85,
3,Greg Davis,US House,1,R,Lee,East Heights,27,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,East Heights,56,
3,Greg Davis,US House,1,R,Lee,Corrona,12,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Corrona,21,
3,Greg Davis,US House,1,R,Lee,Blair,23,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Blair,26,
3,Greg Davis,US House,1,R,Lee,Davis Box,2,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Davis Box,9,
3,Greg Davis,US House,1,R,Lee,Birmingham Ridge,43,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Birmingham Ridge,135,
3,Greg Davis,US House,1,R,Lee,Euclatubba,12,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Euclatubba,26,
3,Greg Davis,US House,1,R,Lee,Saltillo,72,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Saltillo,141,
3,Greg Davis,US House,1,R,Lee,Beech Springs,20,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Beech Springs,36,
3,Greg Davis,US House,1,R,Lee,Flowerdale,28,
3,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Flowerdale,151,
4,Greg Davis,US House,1,R,Lee,Tupelo 2,115,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 2,448,
4,Greg Davis,US House,1,R,Lee,Belden,64,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Belden,200,
4,Greg Davis,US House,1,R,Lee,Bissell,151,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Bissell,503,
4,Greg Davis,US House,1,R,Lee,Tupelo 3,215,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 3,550,
4,Greg Davis,US House,1,R,Lee,Palmetto,45,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Palmetto,110,
4,Greg Davis,US House,1,R,Lee,Pleasant Grove,8,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Pleasant Grove,21,
4,Greg Davis,US House,1,R,Lee,Old Union,8,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Old Union,14,
4,Greg Davis,US House,1,R,Lee,Tupelo 4 North ,3,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 4 North ,18,
4,Greg Davis,US House,1,R,Lee,Tupelo 4 South,14,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 4 South,70,
4,Greg Davis,US House,1,R,Lee,Brewer,8,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Brewer,27,
4,Greg Davis,US House,1,R,Lee,Shannon,12,
4,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Shannon,25,
5,Greg Davis,US House,1,R,Lee,Richmond,10,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Richmond,21,
5,Greg Davis,US House,1,R,Lee,Plantersville,22,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Plantersville,24,
5,Greg Davis,US House,1,R,Lee,Tupelo 5,26,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Tupelo 5,48,
5,Greg Davis,US House,1,R,Lee,Petersburg,4,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Petersburg,15,
5,Greg Davis,US House,1,R,Lee,Nettleton,9,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Nettleton,27,
5,Greg Davis,US House,1,R,Lee,Kedron,6,
5,"Glenn L. McCullough, Jr. ",US House,1,R,Lee,Kedron,29,
5,Greg Davis,US House,1,R,Lee,Gilvo - 5,2,
