page,candidate,office,district,party,county,precinct,votes,winner
2,Gregg Harper ,U.S. House,3,R,Lawrence,Courthouse A-Z,82,
2,Charlie Ross,U.S. House,3,R,Lawrence,Courthouse A-Z,42,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Tilton,8,
2,Charlie Ross,U.S. House,3,R,Lawrence,Tilton,3,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Topeka,27,
2,Charlie Ross,U.S. House,3,R,Lawrence,Topeka,11,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Armory,9,
2,Charlie Ross,U.S. House,3,R,Lawrence,Armory,5,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Grange,5,
2,Charlie Ross,U.S. House,3,R,Lawrence,Grange,8,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Hooker,3,
2,Charlie Ross,U.S. House,3,R,Lawrence,Hooker,3,
2,Gregg Harper ,U.S. House,3,R,Lawrence,New Hebron,52,
2,Charlie Ross,U.S. House,3,R,Lawrence,New Hebron,14,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Stringer,12,
2,Charlie Ross,U.S. House,3,R,Lawrence,Stringer,10,
2,Gregg Harper ,U.S. House,3,R,Lawrence,East Arm,2,
2,Charlie Ross,U.S. House,3,R,Lawrence,East Arm,4,
2,Gregg Harper ,U.S. House,3,R,Lawrence,Monticello -Beat 5,0,
2,Charlie Ross,U.S. House,3,R,Lawrence,Monticello -Beat 5,1,
2,Gregg Harper ,U.S. House,3,R,Lawrence,North Silver Creek,10,
2,Charlie Ross,U.S. House,3,R,Lawrence,North Silver Creek,11,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Nola,1,
3,Charlie Ross,U.S. House,3,R,Lawrence,Nola,2,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Oakvale,14,
3,Charlie Ross,U.S. House,3,R,Lawrence,Oakvale,4,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Peyton Town,3,
3,Charlie Ross,U.S. House,3,R,Lawrence,Peyton Town,0,
3,Gregg Harper ,U.S. House,3,R,Lawrence,South Silver Creek,8,
3,Charlie Ross,U.S. House,3,R,Lawrence,South Silver Creek,6,
3,Gregg Harper ,U.S. House,3,R,Lawrence,West Arm,7,
3,Charlie Ross,U.S. House,3,R,Lawrence,West Arm,7,
3,Gregg Harper ,U.S. House,3,R,Lawrence,West Monticello-53,2,
3,Charlie Ross,U.S. House,3,R,Lawrence,West Monticello-53,0,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Oakvale - 91,2,
3,Charlie Ross,U.S. House,3,R,Lawrence,Oakvale - 91,0,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Oma,13,
3,Charlie Ross,U.S. House,3,R,Lawrence,Oma,2,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Sontag,12,
3,Charlie Ross,U.S. House,3,R,Lawrence,Sontag,11,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Wanilla,11,
3,Charlie Ross,U.S. House,3,R,Lawrence,Wanilla,8,
3,Gregg Harper ,U.S. House,3,R,Lawrence,Precinct 53,18,
3,Charlie Ross,U.S. House,3,R,Lawrence,Precinct 53,2,
4,Gregg Harper ,U.S. House,3,R,Lawrence,West Monticello-(A-Z),25,
4,Charlie Ross,U.S. House,3,R,Lawrence,West Monticello-(A-Z),4,
4,Gregg Harper ,U.S. House,3,R,Lawrence,Center,19,
4,Charlie Ross,U.S. House,3,R,Lawrence,Center,9,
4,Gregg Harper ,U.S. House,3,R,Lawrence,Coopers Creek (A-Z),63,
4,Charlie Ross,U.S. House,3,R,Lawrence,Coopers Creek (A-Z),13,
4,Gregg Harper ,U.S. House,3,R,Lawrence,Jayess,28,
4,Charlie Ross,U.S. House,3,R,Lawrence,Jayess,14,
4,Gregg Harper ,U.S. House,3,R,Lawrence,Courthouse ,X,
4,Charlie Ross,U.S. House,3,R,Lawrence,Courthouse ,X,
4,Gregg Harper ,U.S. House,3,R,Lawrence,Nola,X,
4,Charlie Ross,U.S. House,3,R,Lawrence,Nola,X,
4,Gregg Harper ,U.S. House,3,R,Lawrence,TOTAL ,436,
4,Charlie Ross,U.S. House,3,R,Lawrence,TOTAL ,194,
