page,candidate,office,district,party,county,precinct,votes,winner
2,John McCain,President,,Republican,Franklin,Knoxville,84,
2,Barack Obama,President,,Democrat,Franklin,Knoxville,78,
2,Chuck Baldwin,President,,Constitution,Franklin,Knoxville,0,
2,Bob Barr,President,,Libertarian,Franklin,Knoxville,0,
2,Cynthia A. McKinney,President,,Green,Franklin,Knoxville,1,
2,Ralph Nader,President,,Independent,Franklin,Knoxville,1,
2,Ted C. Weill,President,,Reform,Franklin,Knoxville,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Knoxville,82,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Knoxville,79,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Knoxville,89,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Knoxville,71,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Knoxville,85,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Knoxville,75,
2,John McCain,President,,Republican,Franklin,Roxie,178,
2,Barack Obama,President,,Democrat,Franklin,Roxie,315,
2,Chuck Baldwin,President,,Constitution,Franklin,Roxie,0,
2,Bob Barr,President,,Libertarian,Franklin,Roxie,1,
2,Cynthia A. McKinney,President,,Green,Franklin,Roxie,0,
2,Ralph Nader,President,,Independent,Franklin,Roxie,1,
2,Ted C. Weill,President,,Reform,Franklin,Roxie,1,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Roxie,186,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Roxie,304,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Roxie,332,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Roxie,150,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Roxie,305,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Roxie,170,
2,John McCain,President,,Republican,Franklin,Antioch,194,
2,Barack Obama,President,,Democrat,Franklin,Antioch,219,
2,Chuck Baldwin,President,,Constitution,Franklin,Antioch,1,
2,Bob Barr,President,,Libertarian,Franklin,Antioch,0,
2,Cynthia A. McKinney,President,,Green,Franklin,Antioch,1,
2,Ralph Nader,President,,Independent,Franklin,Antioch,0,
2,Ted C. Weill,President,,Reform,Franklin,Antioch,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Antioch,197,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Antioch,197,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Antioch,223,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Antioch,180,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Antioch,207,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Antioch,185,
2,John McCain,President,,Republican,Franklin,Hamburg,67,
2,Barack Obama,President,,Democrat,Franklin,Hamburg,212,
2,Chuck Baldwin,President,,Constitution,Franklin,Hamburg,2,
2,Bob Barr,President,,Libertarian,Franklin,Hamburg,1,
2,Cynthia A. McKinney,President,,Green,Franklin,Hamburg,0,
2,Ralph Nader,President,,Independent,Franklin,Hamburg,1,
2,Ted C. Weill,President,,Reform,Franklin,Hamburg,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Hamburg,82,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Hamburg,198,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Hamburg,210,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Hamburg,68,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Hamburg,197,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Hamburg,76,
2,John McCain,President,,Republican,Franklin,Meadville,361,
2,Barack Obama,President,,Democrat,Franklin,Meadville,79,
2,Chuck Baldwin,President,,Constitution,Franklin,Meadville,2,
2,Bob Barr,President,,Libertarian,Franklin,Meadville,0,
2,Cynthia A. McKinney,President,,Green,Franklin,Meadville,1,
2,Ralph Nader,President,,Independent,Franklin,Meadville,1,
2,Ted C. Weill,President,,Reform,Franklin,Meadville,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Meadville,361,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Meadville,74,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Meadville,128,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Meadville,304,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Meadville,89,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Meadville,341,
2,John McCain,President,,Republican,Franklin,Bude,310,
2,Barack Obama,President,,Democrat,Franklin,Bude,464,
2,Chuck Baldwin,President,,Constitution,Franklin,Bude,2,
2,Bob Barr,President,,Libertarian,Franklin,Bude,4,
2,Cynthia A. McKinney,President,,Green,Franklin,Bude,1,
2,Ralph Nader,President,,Independent,Franklin,Bude,3,
2,Ted C. Weill,President,,Reform,Franklin,Bude,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Bude,323,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Bude,429,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Bude,455,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Franklin,Bude,304,
2,Joel L. Gill,U.S. House,3,Democrat,Franklin,Bude,415,
2,Gregg Harper,U.S. House,3,Republican,Franklin,Bude,327,
2,John McCain,President,,Republican,Franklin,Pine Grove,107,
2,Barack Obama,President,,Democrat,Franklin,Pine Grove,12,
2,Chuck Baldwin,President,,Constitution,Franklin,Pine Grove,0,
2,Bob Barr,President,,Libertarian,Franklin,Pine Grove,0,
2,Cynthia A. McKinney,President,,Green,Franklin,Pine Grove,0,
2,Ralph Nader,President,,Independent,Franklin,Pine Grove,3,
2,Ted C. Weill,President,,Reform,Franklin,Pine Grove,0,
2,Thad Cochran,U.S. Senate,,Republican,Franklin,Pine Grove,112,
2,Erik R. Fleming,U.S. Senate,,Democrat,Franklin,Pine Grove,10,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Franklin,Pine Grove,29,
