page,candidate,office,district,party,county,precinct,votes,winner
2,John McCain,President,,Republican,Smith,Ag-Complex,473,
2,Barack Obama,President,,Democrat,Smith,Ag-Complex,65,
2,Chuck Baldwin,President,,Constitution,Smith,Ag-Complex,3,
2,Bob Barr,President,,Libertarian,Smith,Ag-Complex,0,
2,Cynthia A. McKinney,President,,Green,Smith,Ag-Complex,0,
2,Ralph Nader,President,,Independent,Smith,Ag-Complex,2,
2,Ted C. Weill,President,,Reform,Smith,Ag-Complex,0,
2,Thad Cochran,U.S. Senate,,Republican,Smith,Ag-Complex,484,
2,Erik R. Fleming,U.S. Senate,,Democrat,Smith,Ag-Complex,51,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Smith,Ag-Complex,125,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Smith,Ag-Complex,397,
2,Joel L. Gill,U.S. House,3,Democrat,Smith,Ag-Complex,76,
2,Gregg Harper,U.S. House,3,Republican,Smith,Ag-Complex,462,
2,John McCain,President,,Republican,Smith,Center Ridge,373,
2,Barack Obama,President,,Democrat,Smith,Center Ridge,28,
2,Chuck Baldwin,President,,Constitution,Smith,Center Ridge,3,
2,Bob Barr,President,,Libertarian,Smith,Center Ridge,0,
2,Cynthia A. McKinney,President,,Green,Smith,Center Ridge,0,
2,Ralph Nader,President,,Independent,Smith,Center Ridge,1,
2,Ted C. Weill,President,,Reform,Smith,Center Ridge,0,
2,Thad Cochran,U.S. Senate,,Republican,Smith,Center Ridge,371,
2,Erik R. Fleming,U.S. Senate,,Democrat,Smith,Center Ridge,28,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Smith,Center Ridge,80,
2,Roger Wicker,U.S. Senate,Unexpired Term,,Smith,Center Ridge,317,
2,Joel L. Gill,U.S. House,3,Democrat,Smith,Center Ridge,38,
2,Gregg Harper,U.S. House,3,Republican,Smith,Center Ridge,362,
2,John McCain,President,,Republican,Smith,Mize,392,
2,Barack Obama,President,,Democrat,Smith,Mize,40,
2,Chuck Baldwin,President,,Constitution,Smith,Mize,3,
2,Bob Barr,President,,Libertarian,Smith,Mize,1,
2,Cynthia A. McKinney,President,,Green,Smith,Mize,0,
2,Ralph Nader,President,,Independent,Smith,Mize,4,
2,Ted C. Weill,President,,Reform,Smith,Mize,0,
2,Thad Cochran,U.S. Senate,,Republican,Smith,Mize,402,
2,Erik R. Fleming,U.S. Senate,,Democrat,Smith,Mize,29,
2,Ronnie Musgrove,U.S. Senate,Unexpired Term,,Smith,Mize,95,
