candidate,office,district,party,county,precinct,votes,winner
Marshand Crisler,State Senate,28,,Hinds,2,9,
Sollie B. Norwood,State Senate,28,,Hinds,2,16,
Marshand Crisler,State Senate,28,,Hinds,19,23,
Sollie B. Norwood,State Senate,28,,Hinds,19,44,
Marshand Crisler,State Senate,28,,Hinds,20,27,
Sollie B. Norwood,State Senate,28,,Hinds,20,33,
Marshand Crisler,State Senate,28,,Hinds,25,63,
Sollie B. Norwood,State Senate,28,,Hinds,25,63,
Marshand Crisler,State Senate,28,,Hinds,26,35,
Sollie B. Norwood,State Senate,28,,Hinds,26,42,
Marshand Crisler,State Senate,28,,Hinds,49,28,
Sollie B. Norwood,State Senate,28,,Hinds,49,30,
Marshand Crisler,State Senate,28,,Hinds,50,15,
Sollie B. Norwood,State Senate,28,,Hinds,50,31,
Marshand Crisler,State Senate,28,,Hinds,51,24,
Sollie B. Norwood,State Senate,28,,Hinds,51,49,
Marshand Crisler,State Senate,28,,Hinds,52,43,
Sollie B. Norwood,State Senate,28,,Hinds,52,61,
Marshand Crisler,State Senate,28,,Hinds,58,80,
Sollie B. Norwood,State Senate,28,,Hinds,58,159,
Marshand Crisler,State Senate,28,,Hinds,59,59,
Sollie B. Norwood,State Senate,28,,Hinds,59,133,
Marshand Crisler,State Senate,28,,Hinds,63,36,
Sollie B. Norwood,State Senate,28,,Hinds,63,62,
Marshand Crisler,State Senate,28,,Hinds,64,23,
Sollie B. Norwood,State Senate,28,,Hinds,64,73,
Marshand Crisler,State Senate,28,,Hinds,67,29,
Sollie B. Norwood,State Senate,28,,Hinds,67,16,
Marshand Crisler,State Senate,28,,Hinds,68,176,
Sollie B. Norwood,State Senate,28,,Hinds,68,100,
Marshand Crisler,State Senate,28,,Hinds,69,30,
Sollie B. Norwood,State Senate,28,,Hinds,69,43,
Marshand Crisler,State Senate,28,,Hinds,70,28,
Sollie B. Norwood,State Senate,28,,Hinds,70,13,
Marshand Crisler,State Senate,28,,Hinds,71,46,
Sollie B. Norwood,State Senate,28,,Hinds,71,39,
Marshand Crisler,State Senate,28,,Hinds,72,29,
Sollie B. Norwood,State Senate,28,,Hinds,72,18,
Marshand Crisler,State Senate,28,,Hinds,73,19,
Sollie B. Norwood,State Senate,28,,Hinds,73,31,
Marshand Crisler,State Senate,28,,Hinds,74,36,
Sollie B. Norwood,State Senate,28,,Hinds,74,20,
Marshand Crisler,State Senate,28,,Hinds,75,27,
Sollie B. Norwood,State Senate,28,,Hinds,75,14,
Marshand Crisler,State Senate,28,,Hinds,76,28,
Sollie B. Norwood,State Senate,28,,Hinds,76,31,
Marshand Crisler,State Senate,28,,Hinds,77,32,
Sollie B. Norwood,State Senate,28,,Hinds,77,12,
Marshand Crisler,State Senate,28,,Hinds,87,38,
Sollie B. Norwood,State Senate,28,,Hinds,87,70,
Marshand Crisler,State Senate,28,,Hinds,88,100,
Sollie B. Norwood,State Senate,28,,Hinds,88,118,
Marshand Crisler,State Senate,28,,Hinds,89,25,
Sollie B. Norwood,State Senate,28,,Hinds,89,22,
Marshand Crisler,State Senate,28,,Hinds,90,36,
Sollie B. Norwood,State Senate,28,,Hinds,90,20,
Marshand Crisler,State Senate,28,,Hinds,93,21,
Sollie B. Norwood,State Senate,28,,Hinds,93,16,
Marshand Crisler,State Senate,28,,Hinds,,1165,
Sollie B. Norwood,State Senate,28,,Hinds,,1379,TRUE
