candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Amite,East Gloster,88,
Mitt Romney,President,,Republican,Amite,East Gloster,209,
Virgil Goode,President,,Constitution,Amite,East Gloster,3,
Gary Johnson,President,,Libertarian,Amite,East Gloster,1,
Jill Stein,President,,Green,Amite,East Gloster,1,
Barbara Dale Washer,President,,Reform,Amite,East Gloster,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Amite,East Gloster,86,
Roger F. Wicker,U.S. Senate,,Republican,Amite,East Gloster,199,
Thomas Cramer,U.S. Senate,,Constitution,Amite,East Gloster,3,
Shawn O'Hara,U.S. Senate,,Reform,Amite,East Gloster,4,
Gregg Harper,U.S. House,3,Republican,Amite,East Gloster,224,
"John ""Luke"" Pannell",U.S. House,3,Reform,Amite,East Gloster,46,
Barack Obama,President,,Democrat,Amite,Liberty,135,
Mitt Romney,President,,Republican,Amite,Liberty,400,
Virgil Goode,President,,Constitution,Amite,Liberty,0,
Gary Johnson,President,,Libertarian,Amite,Liberty,4,
Jill Stein,President,,Green,Amite,Liberty,0,
Barbara Dale Washer,President,,Reform,Amite,Liberty,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Amite,Liberty,137,
Roger F. Wicker,U.S. Senate,,Republican,Amite,Liberty,388,
Thomas Cramer,U.S. Senate,,Constitution,Amite,Liberty,5,
Shawn O'Hara,U.S. Senate,,Reform,Amite,Liberty,4,
Gregg Harper,U.S. House,3,Republican,Amite,Liberty,415,
"John ""Luke"" Pannell",U.S. House,3,Reform,Amite,Liberty,57,
Barack Obama,President,,Democrat,Amite,New Zion,100,
Mitt Romney,President,,Republican,Amite,New Zion,287,
Virgil Goode,President,,Constitution,Amite,New Zion,1,
Gary Johnson,President,,Libertarian,Amite,New Zion,4,
Jill Stein,President,,Green,Amite,New Zion,2,
Barbara Dale Washer,President,,Reform,Amite,New Zion,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Amite,New Zion,102,
Roger F. Wicker,U.S. Senate,,Republican,Amite,New Zion,279,
Thomas Cramer,U.S. Senate,,Constitution,Amite,New Zion,0,
Shawn O'Hara,U.S. Senate,,Reform,Amite,New Zion,10,
Gregg Harper,U.S. House,3,Republican,Amite,New Zion,295,
"John ""Luke"" Pannell",U.S. House,3,Reform,Amite,New Zion,65,
Barack Obama,President,,Democrat,Amite,Zion Hill,31,
Mitt Romney,President,,Republican,Amite,Zion Hill,275,
Virgil Goode,President,,Constitution,Amite,Zion Hill,0,
Gary Johnson,President,,Libertarian,Amite,Zion Hill,1,
Jill Stein,President,,Green,Amite,Zion Hill,1,
Barbara Dale Washer,President,,Reform,Amite,Zion Hill,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Amite,Zion Hill,35,
Roger F. Wicker,U.S. Senate,,Republican,Amite,Zion Hill,257,
Thomas Cramer,U.S. Senate,,Constitution,Amite,Zion Hill,1,
Shawn O'Hara,U.S. Senate,,Reform,Amite,Zion Hill,6,
Gregg Harper,U.S. House,3,Republican,Amite,Zion Hill,282,
"John ""Luke"" Pannell",U.S. House,3,Reform,Amite,Zion Hill,13,
Barack Obama,President,,Democrat,Amite,Amite River,266,
Mitt Romney,President,,Republican,Amite,Amite River,67,
Virgil Goode,President,,Constitution,Amite,Amite River,0,
Gary Johnson,President,,Libertarian,Amite,Amite River,1,
Jill Stein,President,,Green,Amite,Amite River,0,
Barbara Dale Washer,President,,Reform,Amite,Amite River,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Amite,Amite River,231,
Roger F. Wicker,U.S. Senate,,Republican,Amite,Amite River,78,
Thomas Cramer,U.S. Senate,,Constitution,Amite,Amite River,6,
Shawn O'Hara,U.S. Senate,,Reform,Amite,Amite River,10,
Gregg Harper,U.S. House,3,Republican,Amite,Amite River,128,
"John ""Luke"" Pannell",U.S. House,3,Reform,Amite,Amite River,131,
Barack Obama,President,,Democrat,Amite,Ariel,129,
Mitt Romney,President,,Republican,Amite,Ariel,60,
Virgil Goode,President,,Constitution,Amite,Ariel,0,
Gary Johnson,President,,Libertarian,Amite,Ariel,0,
Jill Stein,President,,Green,Amite,Ariel,0,
Barbara Dale Washer,President,,Reform,Amite,Ariel,0,
