candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Jones,North Laurel,717,
Mitt Romney,President,,Republican,Jones,North Laurel,1460,
Virgil Goode,President,,Constitution,Jones,North Laurel,3,
Gary Johnson,President,,Libertarian,Jones,North Laurel,14,
Jill Stein,President,,Green,Jones,North Laurel,4,
Barbara Dale Washer,President,,Reform,Jones,North Laurel,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,North Laurel,643,
Roger F. Wicker,U.S. Senate,,Republican,Jones,North Laurel,1467,
Thomas Cramer,U.S. Senate,,Constitution,Jones,North Laurel,21,
Shawn O'Hara,U.S. Senate,,Reform,Jones,North Laurel,20,
Matt Moore,U.S. House,4,Democrat,Jones,North Laurel,607,
Steven M. Palazzo,U.S. House,4,Republican,Jones,North Laurel,1403,
Robert W. Claunch,U.S. House,4,Reform,Jones,North Laurel,16,
Ron Williams,U.S. House,4,Libertarian,Jones,North Laurel,88,
Barack Obama,President,,Democrat,Jones,Shady Grove,616,
Mitt Romney,President,,Republican,Jones,Shady Grove,1499,
Virgil Goode,President,,Constitution,Jones,Shady Grove,5,
Gary Johnson,President,,Libertarian,Jones,Shady Grove,11,
Jill Stein,President,,Green,Jones,Shady Grove,3,
Barbara Dale Washer,President,,Reform,Jones,Shady Grove,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,Shady Grove,582,
Roger F. Wicker,U.S. Senate,,Republican,Jones,Shady Grove,1457,
Thomas Cramer,U.S. Senate,,Constitution,Jones,Shady Grove,27,
Shawn O'Hara,U.S. Senate,,Reform,Jones,Shady Grove,27,
Matt Moore,U.S. House,4,Democrat,Jones,Shady Grove,533,
Steven M. Palazzo,U.S. House,4,Republican,Jones,Shady Grove,1424,
Robert W. Claunch,U.S. House,4,Reform,Jones,Shady Grove,11,
Ron Williams,U.S. House,4,Libertarian,Jones,Shady Grove,92,
Barack Obama,President,,Democrat,Jones,Sharon,160,
Mitt Romney,President,,Republican,Jones,Sharon,963,
Virgil Goode,President,,Constitution,Jones,Sharon,0,
Gary Johnson,President,,Libertarian,Jones,Sharon,1,
Jill Stein,President,,Green,Jones,Sharon,1,
Barbara Dale Washer,President,,Reform,Jones,Sharon,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,Sharon,168,
Roger F. Wicker,U.S. Senate,,Republican,Jones,Sharon,922,
Thomas Cramer,U.S. Senate,,Constitution,Jones,Sharon,9,
Shawn O'Hara,U.S. Senate,,Reform,Jones,Sharon,13,
Matt Moore,U.S. House,4,Democrat,Jones,Sharon,153,
Steven M. Palazzo,U.S. House,4,Republican,Jones,Sharon,904,
Robert W. Claunch,U.S. House,4,Reform,Jones,Sharon,8,
Ron Williams,U.S. House,4,Libertarian,Jones,Sharon,36,
Barack Obama,President,,Democrat,Jones,Bruce,33,
Mitt Romney,President,,Republican,Jones,Bruce,380,
Virgil Goode,President,,Constitution,Jones,Bruce,1,
Gary Johnson,President,,Libertarian,Jones,Bruce,0,
Jill Stein,President,,Green,Jones,Bruce,0,
Barbara Dale Washer,President,,Reform,Jones,Bruce,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,Bruce,39,
Roger F. Wicker,U.S. Senate,,Republican,Jones,Bruce,369,
Thomas Cramer,U.S. Senate,,Constitution,Jones,Bruce,1,
Shawn O'Hara,U.S. Senate,,Reform,Jones,Bruce,4,
Matt Moore,U.S. House,4,Democrat,Jones,Bruce,32,
Steven M. Palazzo,U.S. House,4,Republican,Jones,Bruce,353,
Robert W. Claunch,U.S. House,4,Reform,Jones,Bruce,1,
Ron Williams,U.S. House,4,Libertarian,Jones,Bruce,22,
Barack Obama,President,,Democrat,Jones,Calhoun,86,
Mitt Romney,President,,Republican,Jones,Calhoun,1402,
Virgil Goode,President,,Constitution,Jones,Calhoun,1,
Gary Johnson,President,,Libertarian,Jones,Calhoun,11,
Jill Stein,President,,Green,Jones,Calhoun,2,
Barbara Dale Washer,President,,Reform,Jones,Calhoun,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,Calhoun,86,
Roger F. Wicker,U.S. Senate,,Republican,Jones,Calhoun,1367,
Thomas Cramer,U.S. Senate,,Constitution,Jones,Calhoun,24,
Shawn O'Hara,U.S. Senate,,Reform,Jones,Calhoun,12,
Matt Moore,U.S. House,4,Democrat,Jones,Calhoun,80,
Steven M. Palazzo,U.S. House,4,Republican,Jones,Calhoun,1307,
Robert W. Claunch,U.S. House,4,Reform,Jones,Calhoun,8,
Ron Williams,U.S. House,4,Libertarian,Jones,Calhoun,64,
Barack Obama,President,,Democrat,Jones,Centerville,11,
Mitt Romney,President,,Republican,Jones,Centerville,137,
Virgil Goode,President,,Constitution,Jones,Centerville,0,
Gary Johnson,President,,Libertarian,Jones,Centerville,1,
Jill Stein,President,,Green,Jones,Centerville,0,
Barbara Dale Washer,President,,Reform,Jones,Centerville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jones,Centerville,9,
Roger F. Wicker,U.S. Senate,,Republican,Jones,Centerville,128,
Thomas Cramer,U.S. Senate,,Constitution,Jones,Centerville,4,
Shawn O'Hara,U.S. Senate,,Reform,Jones,Centerville,6,
Matt Moore,U.S. House,4,Democrat,Jones,Centerville,13,
Steven M. Palazzo,U.S. House,4,Republican,Jones,Centerville,127,
Robert W. Claunch,U.S. House,4,Reform,Jones,Centerville,0,
Ron Williams,U.S. House,4,Libertarian,Jones,Centerville,8,
Barack Obama,President,,Democrat,Jones,Laurel Courthouse,285,
