candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Lafayette,Oxford 1,964,
Mitt Romney,President,,Republican,Lafayette,Oxford 1,1455,
Virgil Goode,President,,Constitution,Lafayette,Oxford 1,2,
Gary Johnson,President,,Libertarian,Lafayette,Oxford 1,35,
Jill Stein,President,,Green,Lafayette,Oxford 1,7,
Barbara Dale Washer,President,,Reform,Lafayette,Oxford 1,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Oxford 1,872,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Oxford 1,1500,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Oxford 1,23,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Oxford 1,19,
Brad Morris,U.S. House,1,Democrat,Lafayette,Oxford 1,957,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Oxford 1,1384,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Oxford 1,42,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Oxford 1,12,
Chris Potts,U.S. House,1,Reform,Lafayette,Oxford 1,14,
Barack Obama,President,,Democrat,Lafayette,Denmark-Laf Springs-Pine Bluff,61,
Mitt Romney,President,,Republican,Lafayette,Denmark-Laf Springs-Pine Bluff,368,
Virgil Goode,President,,Constitution,Lafayette,Denmark-Laf Springs-Pine Bluff,4,
Gary Johnson,President,,Libertarian,Lafayette,Denmark-Laf Springs-Pine Bluff,2,
Jill Stein,President,,Green,Lafayette,Denmark-Laf Springs-Pine Bluff,2,
Barbara Dale Washer,President,,Reform,Lafayette,Denmark-Laf Springs-Pine Bluff,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Denmark-Laf Springs-Pine Bluff,68,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Denmark-Laf Springs-Pine Bluff,355,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Denmark-Laf Springs-Pine Bluff,6,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Denmark-Laf Springs-Pine Bluff,3,
Brad Morris,U.S. House,1,Democrat,Lafayette,Denmark-Laf Springs-Pine Bluff,75,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Denmark-Laf Springs-Pine Bluff,350,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Denmark-Laf Springs-Pine Bluff,4,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Denmark-Laf Springs-Pine Bluff,0,
Chris Potts,U.S. House,1,Reform,Lafayette,Denmark-Laf Springs-Pine Bluff,2,
Barack Obama,President,,Democrat,Lafayette,Yocona Community Center,75,
Mitt Romney,President,,Republican,Lafayette,Yocona Community Center,422,
Virgil Goode,President,,Constitution,Lafayette,Yocona Community Center,1,
Gary Johnson,President,,Libertarian,Lafayette,Yocona Community Center,7,
Jill Stein,President,,Green,Lafayette,Yocona Community Center,2,
Barbara Dale Washer,President,,Reform,Lafayette,Yocona Community Center,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Yocona Community Center,81,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Yocona Community Center,414,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Yocona Community Center,4,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Yocona Community Center,3,
Brad Morris,U.S. House,1,Democrat,Lafayette,Yocona Community Center,88,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Yocona Community Center,398,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Yocona Community Center,11,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Yocona Community Center,2,
Chris Potts,U.S. House,1,Reform,Lafayette,Yocona Community Center,1,
Barack Obama,President,,Democrat,Lafayette,Oxford 2,1681,
Mitt Romney,President,,Republican,Lafayette,Oxford 2,1995,
Virgil Goode,President,,Constitution,Lafayette,Oxford 2,6,
Gary Johnson,President,,Libertarian,Lafayette,Oxford 2,44,
Jill Stein,President,,Green,Lafayette,Oxford 2,14,
Barbara Dale Washer,President,,Reform,Lafayette,Oxford 2,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Oxford 2,1505,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Oxford 2,2076,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Oxford 2,35,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Oxford 2,24,
Brad Morris,U.S. House,1,Democrat,Lafayette,Oxford 2,1621,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Oxford 2,1911,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Oxford 2,63,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Oxford 2,10,
Chris Potts,U.S. House,1,Reform,Lafayette,Oxford 2,19,
Barack Obama,President,,Democrat,Lafayette,Philadelphia,100,
Mitt Romney,President,,Republican,Lafayette,Philadelphia,122,
Virgil Goode,President,,Constitution,Lafayette,Philadelphia,2,
Gary Johnson,President,,Libertarian,Lafayette,Philadelphia,1,
Jill Stein,President,,Green,Lafayette,Philadelphia,0,
Barbara Dale Washer,President,,Reform,Lafayette,Philadelphia,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Philadelphia,98,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Philadelphia,118,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Philadelphia,2,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Philadelphia,2,
Brad Morris,U.S. House,1,Democrat,Lafayette,Philadelphia,102,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Philadelphia,111,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Philadelphia,1,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Philadelphia,2,
Chris Potts,U.S. House,1,Reform,Lafayette,Philadelphia,2,
Barack Obama,President,,Democrat,Lafayette,Oxford 3,1082,
Mitt Romney,President,,Republican,Lafayette,Oxford 3,795,
Virgil Goode,President,,Constitution,Lafayette,Oxford 3,2,
Gary Johnson,President,,Libertarian,Lafayette,Oxford 3,23,
Jill Stein,President,,Green,Lafayette,Oxford 3,1,
Barbara Dale Washer,President,,Reform,Lafayette,Oxford 3,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Oxford 3,1002,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Oxford 3,849,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Oxford 3,14,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Oxford 3,8,
Brad Morris,U.S. House,1,Democrat,Lafayette,Oxford 3,1030,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Oxford 3,791,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Oxford 3,27,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Oxford 3,8,
Chris Potts,U.S. House,1,Reform,Lafayette,Oxford 3,6,
Barack Obama,President,,Democrat,Lafayette,Abbeville,644,
Mitt Romney,President,,Republican,Lafayette,Abbeville,377,
Virgil Goode,President,,Constitution,Lafayette,Abbeville,1,
Gary Johnson,President,,Libertarian,Lafayette,Abbeville,4,
Jill Stein,President,,Green,Lafayette,Abbeville,1,
Barbara Dale Washer,President,,Reform,Lafayette,Abbeville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lafayette,Abbeville,606,
Roger F. Wicker,U.S. Senate,,Republican,Lafayette,Abbeville,385,
Thomas Cramer,U.S. Senate,,Constitution,Lafayette,Abbeville,11,
Shawn O'Hara,U.S. Senate,,Reform,Lafayette,Abbeville,4,
Brad Morris,U.S. House,1,Democrat,Lafayette,Abbeville,584,
Alan Nunnelee,U.S. House,1,Republican,Lafayette,Abbeville,377,
Danny Bedwell,U.S. House,1,Libertarian,Lafayette,Abbeville,9,
Jim R. Bourland,U.S. House,1,Constitution,Lafayette,Abbeville,3,
Chris Potts,U.S. House,1,Reform,Lafayette,Abbeville,4,
Barack Obama,President,,Democrat,Lafayette,College Hill,585,
Mitt Romney,President,,Republican,Lafayette,College Hill,889,
Virgil Goode,President,,Constitution,Lafayette,College Hill,0,
Gary Johnson,President,,Libertarian,Lafayette,College Hill,19,
Jill Stein,President,,Green,Lafayette,College Hill,5,
