candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Coahoma,Lula,172,
Mitt Romney,President,,Republican,Coahoma,Lula,129,
Virgil Goode,President,,Constitution,Coahoma,Lula,0,
Gary Johnson,President,,Libertarian,Coahoma,Lula,1,
Jill Stein,President,,Green,Coahoma,Lula,0,
Barbara Dale Washer,President,,Reform,Coahoma,Lula,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Coahoma,Lula,156,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Lula,121,
Thomas Cramer,U.S. Senate,,Constitution,Coahoma,Lula,2,
Shawn O'Hara,U.S. Senate,,Reform,Coahoma,Lula,4,
Bill Marcy,U.S. House,2,Republican,Coahoma,Lula,109,
Benne G. Thompson,U.S. House,2,Democrat,Coahoma,Lula,163,
Cobby Mondale Williams,U.S. House,2,Independent,Coahoma,Lula,7,
Lajena Williams,U.S. House,2,Reform,Coahoma,Lula,2,
Barack Obama,President,,Democrat,Coahoma,Coahoma,256,
Mitt Romney,President,,Republican,Coahoma,Coahoma,18,
Virgil Goode,President,,Constitution,Coahoma,Coahoma,1,
Gary Johnson,President,,Libertarian,Coahoma,Coahoma,0,
Jill Stein,President,,Green,Coahoma,Coahoma,0,
Barbara Dale Washer,President,,Reform,Coahoma,Coahoma,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Coahoma,Coahoma,187,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Coahoma,27,
Thomas Cramer,U.S. Senate,,Constitution,Coahoma,Coahoma,4,
Shawn O'Hara,U.S. Senate,,Reform,Coahoma,Coahoma,4,
Bill Marcy,U.S. House,2,Republican,Coahoma,Coahoma,13,
Benne G. Thompson,U.S. House,2,Democrat,Coahoma,Coahoma,244,
Cobby Mondale Williams,U.S. House,2,Independent,Coahoma,Coahoma,2,
Lajena Williams,U.S. House,2,Reform,Coahoma,Coahoma,0,
Barack Obama,President,,Democrat,Coahoma,Lyon,368,
Mitt Romney,President,,Republican,Coahoma,Lyon,632,
Virgil Goode,President,,Constitution,Coahoma,Lyon,1,
Gary Johnson,President,,Libertarian,Coahoma,Lyon,4,
Jill Stein,President,,Green,Coahoma,Lyon,0,
Barbara Dale Washer,President,,Reform,Coahoma,Lyon,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Coahoma,Lyon,336,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Lyon,614,
Thomas Cramer,U.S. Senate,,Constitution,Coahoma,Lyon,3,
Shawn O'Hara,U.S. Senate,,Reform,Coahoma,Lyon,9,
Bill Marcy,U.S. House,2,Republican,Coahoma,Lyon,570,
Benne G. Thompson,U.S. House,2,Democrat,Coahoma,Lyon,372,
Cobby Mondale Williams,U.S. House,2,Independent,Coahoma,Lyon,11,
Lajena Williams,U.S. House,2,Reform,Coahoma,Lyon,3,
Barack Obama,President,,Democrat,Coahoma,Clarksdale Courthouse,498,
Mitt Romney,President,,Republican,Coahoma,Clarksdale Courthouse,277,
Virgil Goode,President,,Constitution,Coahoma,Clarksdale Courthouse,2,
Gary Johnson,President,,Libertarian,Coahoma,Clarksdale Courthouse,7,
Jill Stein,President,,Green,Coahoma,Clarksdale Courthouse,2,
Barbara Dale Washer,President,,Reform,Coahoma,Clarksdale Courthouse,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Coahoma,Clarksdale Courthouse,434,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Clarksdale Courthouse,276,
Thomas Cramer,U.S. Senate,,Constitution,Coahoma,Clarksdale Courthouse,7,
Shawn O'Hara,U.S. Senate,,Reform,Coahoma,Clarksdale Courthouse,11,
Bill Marcy,U.S. House,2,Republican,Coahoma,Clarksdale Courthouse,249,
Benne G. Thompson,U.S. House,2,Democrat,Coahoma,Clarksdale Courthouse,490,
Cobby Mondale Williams,U.S. House,2,Independent,Coahoma,Clarksdale Courthouse,9,
Lajena Williams,U.S. House,2,Reform,Coahoma,Clarksdale Courthouse,7,
Barack Obama,President,,Democrat,Coahoma,Friars Point,577,
Mitt Romney,President,,Republican,Coahoma,Friars Point,41,
Virgil Goode,President,,Constitution,Coahoma,Friars Point,1,
Gary Johnson,President,,Libertarian,Coahoma,Friars Point,0,
Jill Stein,President,,Green,Coahoma,Friars Point,1,
Barbara Dale Washer,President,,Reform,Coahoma,Friars Point,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Coahoma,Friars Point,512,
Roger F. Wicker,U.S. Senate,,Republican,Coahoma,Friars Point,45,
Thomas Cramer,U.S. Senate,,Constitution,Coahoma,Friars Point,7,
Shawn O'Hara,U.S. Senate,,Reform,Coahoma,Friars Point,11,
Bill Marcy,U.S. House,2,Republican,Coahoma,Friars Point,38,
Benne G. Thompson,U.S. House,2,Democrat,Coahoma,Friars Point,558,
Cobby Mondale Williams,U.S. House,2,Independent,Coahoma,Friars Point,2,
Lajena Williams,U.S. House,2,Reform,Coahoma,Friars Point,4,
Barack Obama,President,,Democrat,Coahoma,Farrell,151,
Mitt Romney,President,,Republican,Coahoma,Farrell,18,
Virgil Goode,President,,Constitution,Coahoma,Farrell,0,
Gary Johnson,President,,Libertarian,Coahoma,Farrell,0,
Jill Stein,President,,Green,Coahoma,Farrell,0,
