candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Attala,South Central,382,
Mitt Romney,President,,Republican,Attala,South Central,452,
Virgil Goode,President,,Constitution,Attala,South Central,2,
Gary Johnson,President,,Libertarian,Attala,South Central,4,
Jill Stein,President,,Green,Attala,South Central,0,
Barbara Dale Washer,President,,Reform,Attala,South Central,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Attala,South Central,356,
Roger F. Wicker,U.S. Senate,,Republican,Attala,South Central,445,
Thomas Cramer,U.S. Senate,,Constitution,Attala,South Central,10,
Shawn O'Hara,U.S. Senate,,Reform,Attala,South Central,3,
Bill Marcy,U.S. House,2,Republican,Attala,South Central,396,
Benne G. Thompson,U.S. House,2,Democrat,Attala,South Central,399,
Cobby Mondale Williams,U.S. House,2,Independent,Attala,South Central,11,
Lajena Williams,U.S. House,2,Reform,Attala,South Central,1,
Barack Obama,President,,Democrat,Attala,Williamsville,375,
Mitt Romney,President,,Republican,Attala,Williamsville,720,
Virgil Goode,President,,Constitution,Attala,Williamsville,1,
Gary Johnson,President,,Libertarian,Attala,Williamsville,2,
Jill Stein,President,,Green,Attala,Williamsville,0,
Barbara Dale Washer,President,,Reform,Attala,Williamsville,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Attala,Williamsville,331,
Roger F. Wicker,U.S. Senate,,Republican,Attala,Williamsville,693,
Thomas Cramer,U.S. Senate,,Constitution,Attala,Williamsville,10,
Shawn O'Hara,U.S. Senate,,Reform,Attala,Williamsville,11,
Bill Marcy,U.S. House,2,Republican,Attala,Williamsville,622,
Benne G. Thompson,U.S. House,2,Democrat,Attala,Williamsville,399,
Cobby Mondale Williams,U.S. House,2,Independent,Attala,Williamsville,11,
Lajena Williams,U.S. House,2,Reform,Attala,Williamsville,7,
Barack Obama,President,,Democrat,Attala,North East,898,
Mitt Romney,President,,Republican,Attala,North East,272,
Virgil Goode,President,,Constitution,Attala,North East,2,
Gary Johnson,President,,Libertarian,Attala,North East,2,
Jill Stein,President,,Green,Attala,North East,0,
Barbara Dale Washer,President,,Reform,Attala,North East,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Attala,North East,776,
Roger F. Wicker,U.S. Senate,,Republican,Attala,North East,293,
Thomas Cramer,U.S. Senate,,Constitution,Attala,North East,8,
Shawn O'Hara,U.S. Senate,,Reform,Attala,North East,5,
Bill Marcy,U.S. House,2,Republican,Attala,North East,256,
Benne G. Thompson,U.S. House,2,Democrat,Attala,North East,877,
Cobby Mondale Williams,U.S. House,2,Independent,Attala,North East,5,
Lajena Williams,U.S. House,2,Reform,Attala,North East,5,
Barack Obama,President,,Democrat,Attala,Mccool,130,
Mitt Romney,President,,Republican,Attala,Mccool,171,
Virgil Goode,President,,Constitution,Attala,Mccool,0,
Gary Johnson,President,,Libertarian,Attala,Mccool,1,
Jill Stein,President,,Green,Attala,Mccool,0,
Barbara Dale Washer,President,,Reform,Attala,Mccool,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Attala,Mccool,122,
Roger F. Wicker,U.S. Senate,,Republican,Attala,Mccool,160,
Thomas Cramer,U.S. Senate,,Constitution,Attala,Mccool,5,
Shawn O'Hara,U.S. Senate,,Reform,Attala,Mccool,2,
Bill Marcy,U.S. House,2,Republican,Attala,Mccool,138,
