candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,R,Covington,Collins,126,
Chris McDaniel,U.S. Senate,,R,Covington,Collins,293,
Thad Cochran,U.S. Senate,,R,Covington,Dry Creek,13,
Chris McDaniel,U.S. Senate,,R,Covington,Dry Creek,19,
Thad Cochran,U.S. Senate,,R,Covington,Killmer,15,
Chris McDaniel,U.S. Senate,,R,Covington,Killmer,14,
Thad Cochran,U.S. Senate,,R,Covington,Lone Star/Black Jack,22,
Chris McDaniel,U.S. Senate,,R,Covington,Lone Star/Black Jack,68,
Thad Cochran,U.S. Senate,,R,Covington,Mitchell,19,
Chris McDaniel,U.S. Senate,,R,Covington,Mitchell,96,
Thad Cochran,U.S. Senate,,R,Covington,Mt. Olive,101,
Chris McDaniel,U.S. Senate,,R,Covington,Mt. Olive,148,
Thad Cochran,U.S. Senate,,R,Covington,Okahay,25,
Chris McDaniel,U.S. Senate,,R,Covington,Okahay,54,
Thad Cochran,U.S. Senate,,R,Covington,Richmond,61,
Chris McDaniel,U.S. Senate,,R,Covington,Richmond,232,
Thad Cochran,U.S. Senate,,R,Covington,Rock Hill,17,
Chris McDaniel,U.S. Senate,,R,Covington,Rock Hill,49,
Thad Cochran,U.S. Senate,,R,Covington,Sanford,87,
Chris McDaniel,U.S. Senate,,R,Covington,Sanford,283,
Thad Cochran,U.S. Senate,,R,Covington,Seminary,143,
Chris McDaniel,U.S. Senate,,R,Covington,Seminary,461,
Thad Cochran,U.S. Senate,,R,Covington,South Collins,45,
Chris McDaniel,U.S. Senate,,R,Covington,South Collins,124,
Thad Cochran,U.S. Senate,,R,Covington,Station Creek,47,
Chris McDaniel,U.S. Senate,,R,Covington,Station Creek,47,
Thad Cochran,U.S. Senate,,R,Covington,Strahan,19,
Chris McDaniel,U.S. Senate,,R,Covington,Strahan,24,
Thad Cochran,U.S. Senate,,R,Covington,West Collins,8,
Chris McDaniel,U.S. Senate,,R,Covington,West Collins,35,
Thad Cochran,U.S. Senate,,R,Covington,Williamsburg,45,
Chris McDaniel,U.S. Senate,,R,Covington,Williamsburg,96,
Thad Cochran,U.S. Senate,,R,Covington,Yawn,23,
Chris McDaniel,U.S. Senate,,R,Covington,Yawn,77,
Thad Cochran,U.S. Senate,,R,Covington,,816,
Chris McDaniel,U.S. Senate,,R,Covington,,2120,TRUE
