candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Belmont,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Belmont,48,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Belmont,61,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Belmont,95,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Burnsville,1,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Burnsville,68,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Burnsville,74,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Burnsville,121,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Coles Mill,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Coles Mill,35,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Coles Mill,72,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Coles Mill,77,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Cotton Springs,1,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Cotton Springs,28,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Cotton Springs,26,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Cotton Springs,52,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Dennis,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Dennis,27,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Dennis,25,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Dennis,43,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,East Belmont,0,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,East Belmont,41,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,East Belmont,45,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,East Belmont,77,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,East Iuka,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,East Iuka,106,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,East Iuka,122,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,East Iuka,197,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Golden,0,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Golden,85,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Golden,48,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Golden,108,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Hubbard Salem,0,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Hubbard Salem,9,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Hubbard Salem,24,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Hubbard Salem,26,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Iuka,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Iuka,93,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Iuka,77,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Iuka,152,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,North Belmont,1,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,North Belmont,40,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,North Belmont,34,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,North Belmont,69,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,North Burnsville,0,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,North Burnsville,31,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,North Burnsville,50,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,North Burnsville,66,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,North Iuka,3,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,North Iuka,75,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,North Iuka,85,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,North Iuka,138,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Paden,2,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Paden,29,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Paden,21,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Paden,50,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Springhill,3,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Springhill,30,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Springhill,38,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Springhill,63,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,Tishomingo,6,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,Tishomingo,86,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,Tishomingo,103,
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,Tishomingo,163,
Thomas L. Carey,U.S. Senate,,Republican,Tishomingo,,27,
Thad Cochran,U.S. Senate,,Republican,Tishomingo,,831,
Chris McDaniel,U.S. Senate,,Republican,Tishomingo,,905,TRUE
Alan Nunnelee,U.S. House,1,Republican,Tishomingo,,1497,TRUE
