candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Walthall,3rd District Tylertown,1,
Thad Cochran,U.S. Senate,,Republican,Walthall,3rd District Tylertown,58,
Chris McDaniel,U.S. Senate,,Republican,Walthall,3rd District Tylertown,27,
Hardy Caraway,U.S. House,3,Republican,Walthall,3rd District Tylertown,3,
Gregg Harper,U.S. House,3,Republican,Walthall,3rd District Tylertown,80,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,4th District Tylertown,2,
Thad Cochran,U.S. Senate,,Republican,Walthall,4th District Tylertown,33,
Chris McDaniel,U.S. Senate,,Republican,Walthall,4th District Tylertown,43,
Hardy Caraway,U.S. House,3,Republican,Walthall,4th District Tylertown,5,
Gregg Harper,U.S. House,3,Republican,Walthall,4th District Tylertown,70,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,4th District West,2,
Thad Cochran,U.S. Senate,,Republican,Walthall,4th District West,81,
Chris McDaniel,U.S. Senate,,Republican,Walthall,4th District West,57,
Hardy Caraway,U.S. House,3,Republican,Walthall,4th District West,5,
Gregg Harper,U.S. House,3,Republican,Walthall,4th District West,125,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,Darbun,1,
Thad Cochran,U.S. Senate,,Republican,Walthall,Darbun,18,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Darbun,37,
Hardy Caraway,U.S. House,3,Republican,Walthall,Darbun,6,
Gregg Harper,U.S. House,3,Republican,Walthall,Darbun,46,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,Dexter,0,
Thad Cochran,U.S. Senate,,Republican,Walthall,Dexter,75,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Dexter,68,
Hardy Caraway,U.S. House,3,Republican,Walthall,Dexter,11,
Gregg Harper,U.S. House,3,Republican,Walthall,Dexter,127,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,Dinan,0,
Thad Cochran,U.S. Senate,,Republican,Walthall,Dinan,12,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Dinan,28,
Hardy Caraway,U.S. House,3,Republican,Walthall,Dinan,1,
Gregg Harper,U.S. House,3,Republican,Walthall,Dinan,35,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,East Tylertown,0,
Thad Cochran,U.S. Senate,,Republican,Walthall,East Tylertown,15,
Chris McDaniel,U.S. Senate,,Republican,Walthall,East Tylertown,19,
Hardy Caraway,U.S. House,3,Republican,Walthall,East Tylertown,2,
Gregg Harper,U.S. House,3,Republican,Walthall,East Tylertown,30,
Thomas L. Carey,U.S. Senate,,Republican,Walthall,Enon,0,
