candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Arlington,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Arlington,2,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Arlington,1,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Arlington,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Arlington,3,
Matt Moore,U.S. House,4,Democrat,Hancock,Arlington,5,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Bayou Phillip,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Bayou Phillip,0,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Bayou Phillip,1,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Bayou Phillip,1,
Trish Causey,U.S. House,4,Democrat,Hancock,Bayou Phillip,2,
Matt Moore,U.S. House,4,Democrat,Hancock,Bayou Phillip,3,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Catahoula,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Catahoula,0,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Catahoula,0,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Catahoula,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Catahoula,0,
Matt Moore,U.S. House,4,Democrat,Hancock,Catahoula,0,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,City Hall,57,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,City Hall,7,
Bill Marcy,U.S. Senate,,Democrat,Hancock,City Hall,7,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,City Hall,4,
Trish Causey,U.S. House,4,Democrat,Hancock,City Hall,21,
Matt Moore,U.S. House,4,Democrat,Hancock,City Hall,53,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Courthouse,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Courthouse,0,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Courthouse,1,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Courthouse,1,
Trish Causey,U.S. House,4,Democrat,Hancock,Courthouse,1,
Matt Moore,U.S. House,4,Democrat,Hancock,Courthouse,4,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Crane Creek,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Crane Creek,0,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Crane Creek,0,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Crane Creek,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Crane Creek,0,
Matt Moore,U.S. House,4,Democrat,Hancock,Crane Creek,5,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Dedeaux,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Dedeaux,2,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Dedeaux,1,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Dedeaux,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Dedeaux,3,
Matt Moore,U.S. House,4,Democrat,Hancock,Dedeaux,3,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Diamondhead East,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Diamondhead East,3,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Diamondhead East,4,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Diamondhead East,4,
Trish Causey,U.S. House,4,Democrat,Hancock,Diamondhead East,16,
Matt Moore,U.S. House,4,Democrat,Hancock,Diamondhead East,17,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Diamondhead West,9,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Diamondhead West,6,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Diamondhead West,3,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Diamondhead West,4,
Trish Causey,U.S. House,4,Democrat,Hancock,Diamondhead West,7,
Matt Moore,U.S. House,4,Democrat,Hancock,Diamondhead West,15,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Edwardsville,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Edwardsville,2,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Edwardsville,3,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Edwardsville,1,
Trish Causey,U.S. House,4,Democrat,Hancock,Edwardsville,4,
Matt Moore,U.S. House,4,Democrat,Hancock,Edwardsville,5,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Fenton,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Fenton,1,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Fenton,0,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Fenton,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Fenton,7,
Matt Moore,U.S. House,4,Democrat,Hancock,Fenton,0,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Flat Top,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Flat Top,3,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Flat Top,0,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Flat Top,1,
Trish Causey,U.S. House,4,Democrat,Hancock,Flat Top,1,
Matt Moore,U.S. House,4,Democrat,Hancock,Flat Top,5,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Garden Isle,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Garden Isle,0,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Garden Isle,2,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Garden Isle,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Garden Isle,0,
Matt Moore,U.S. House,4,Democrat,Hancock,Garden Isle,2,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Kiln East,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Kiln East,1,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Kiln East,0,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Kiln East,0,
Trish Causey,U.S. House,4,Democrat,Hancock,Kiln East,1,
Matt Moore,U.S. House,4,Democrat,Hancock,Kiln East,0,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Kiln West,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Hancock,Kiln West,4,
Bill Marcy,U.S. Senate,,Democrat,Hancock,Kiln West,1,
Jonathan Rawl,U.S. Senate,,Democrat,Hancock,Kiln West,6,
Trish Causey,U.S. House,4,Democrat,Hancock,Kiln West,9,
Matt Moore,U.S. House,4,Democrat,Hancock,Kiln West,5,
Travis W. Childers,U.S. Senate,,Democrat,Hancock,Lakeshore,2,
