candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Smith,Ag-Complex,2,
Thad Cochran,U.S. Senate,,Republican,Smith,Ag-Complex,63,
Chris McDaniel,U.S. Senate,,Republican,Smith,Ag-Complex,136,
Hardy Caraway,U.S. House,3,Republican,Smith,Ag-Complex,23,
Gregg Harper,U.S. House,3,Republican,Smith,Ag-Complex,169,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Burns,0,
Thad Cochran,U.S. Senate,,Republican,Smith,Burns,35,
Chris McDaniel,U.S. Senate,,Republican,Smith,Burns,34,
Hardy Caraway,U.S. House,3,Republican,Smith,Burns,1,
Gregg Harper,U.S. House,3,Republican,Smith,Burns,67,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Cedar Grove,0,
Thad Cochran,U.S. Senate,,Republican,Smith,Cedar Grove,15,
Chris McDaniel,U.S. Senate,,Republican,Smith,Cedar Grove,28,
Hardy Caraway,U.S. House,3,Republican,Smith,Cedar Grove,2,
Gregg Harper,U.S. House,3,Republican,Smith,Cedar Grove,37,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Center Ridge,1,
Thad Cochran,U.S. Senate,,Republican,Smith,Center Ridge,40,
Chris McDaniel,U.S. Senate,,Republican,Smith,Center Ridge,112,
Hardy Caraway,U.S. House,3,Republican,Smith,Center Ridge,14,
Gregg Harper,U.S. House,3,Republican,Smith,Center Ridge,124,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Clear Springs-Pineville,0,
Thad Cochran,U.S. Senate,,Republican,Smith,Clear Springs-Pineville,37,
Chris McDaniel,U.S. Senate,,Republican,Smith,Clear Springs-Pineville,75,
Hardy Caraway,U.S. House,3,Republican,Smith,Clear Springs-Pineville,8,
Gregg Harper,U.S. House,3,Republican,Smith,Clear Springs-Pineville,93,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Lorena - Spinola,2,
Thad Cochran,U.S. Senate,,Republican,Smith,Lorena - Spinola,39,
Chris McDaniel,U.S. Senate,,Republican,Smith,Lorena - Spinola,52,
Hardy Caraway,U.S. House,3,Republican,Smith,Lorena - Spinola,5,
Gregg Harper,U.S. House,3,Republican,Smith,Lorena - Spinola,83,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Mize,2,
Thad Cochran,U.S. Senate,,Republican,Smith,Mize,46,
Chris McDaniel,U.S. Senate,,Republican,Smith,Mize,144,
Hardy Caraway,U.S. House,3,Republican,Smith,Mize,25,
Gregg Harper,U.S. House,3,Republican,Smith,Mize,155,
Thomas L. Carey,U.S. Senate,,Republican,Smith,North Raleigh,3,
Thad Cochran,U.S. Senate,,Republican,Smith,North Raleigh,63,
Chris McDaniel,U.S. Senate,,Republican,Smith,North Raleigh,84,
Hardy Caraway,U.S. House,3,Republican,Smith,North Raleigh,10,
Gregg Harper,U.S. House,3,Republican,Smith,North Raleigh,131,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Polkville - 77,4,
Thad Cochran,U.S. Senate,,Republican,Smith,Polkville - 77,56,
Chris McDaniel,U.S. Senate,,Republican,Smith,Polkville - 77,85,
Hardy Caraway,U.S. House,3,Republican,Smith,Polkville - 77,9,
Gregg Harper,U.S. House,3,Republican,Smith,Polkville - 77,125,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Polkville - 79,0,
Thad Cochran,U.S. Senate,,Republican,Smith,Polkville - 79,17,
Chris McDaniel,U.S. Senate,,Republican,Smith,Polkville - 79,27,
Hardy Caraway,U.S. House,3,Republican,Smith,Polkville - 79,4,
Gregg Harper,U.S. House,3,Republican,Smith,Polkville - 79,38,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Shady Grove,1,
Thad Cochran,U.S. Senate,,Republican,Smith,Shady Grove,56,
Chris McDaniel,U.S. Senate,,Republican,Smith,Shady Grove,124,
Hardy Caraway,U.S. House,3,Republican,Smith,Shady Grove,11,
Gregg Harper,U.S. House,3,Republican,Smith,Shady Grove,158,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Summerland,1,
Thad Cochran,U.S. Senate,,Republican,Smith,Summerland,29,
Chris McDaniel,U.S. Senate,,Republican,Smith,Summerland,94,
Hardy Caraway,U.S. House,3,Republican,Smith,Summerland,10,
Gregg Harper,U.S. House,3,Republican,Smith,Summerland,110,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Sylvarena,1,
Thad Cochran,U.S. Senate,,Republican,Smith,Sylvarena,22,
Chris McDaniel,U.S. Senate,,Republican,Smith,Sylvarena,66,
Hardy Caraway,U.S. House,3,Republican,Smith,Sylvarena,2,
Gregg Harper,U.S. House,3,Republican,Smith,Sylvarena,83,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Taylorsville,1,
Thad Cochran,U.S. Senate,,Republican,Smith,Taylorsville,102,
Chris McDaniel,U.S. Senate,,Republican,Smith,Taylorsville,291,
Hardy Caraway,U.S. House,3,Republican,Smith,Taylorsville,31,
Gregg Harper,U.S. House,3,Republican,Smith,Taylorsville,342,
Thomas L. Carey,U.S. Senate,,Republican,Smith,Union-New Home,0,
Thad Cochran,U.S. Senate,,Republican,Smith,Union-New Home,21,
