candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Anchor Lake/West Union Beat 5,7,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Anchor Lake/West Union Beat 5,3,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Anchor Lake/West Union Beat 5,2,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Anchor Lake/West Union Beat 5,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Anchor Lake/West Union Beat 5,4,
Matt Moore,U.S. House,4,Democrat,Pearl River,Anchor Lake/West Union Beat 5,9,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Buck Branch Beat 2,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Buck Branch Beat 2,1,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Buck Branch Beat 2,1,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Buck Branch Beat 2,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Buck Branch Beat 2,2,
Matt Moore,U.S. House,4,Democrat,Pearl River,Buck Branch Beat 2,2,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Byrdline Beat 2,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Byrdline Beat 2,1,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Byrdline Beat 2,0,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Byrdline Beat 2,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Byrdline Beat 2,1,
Matt Moore,U.S. House,4,Democrat,Pearl River,Byrdline Beat 2,0,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Carriere Beat 5,11,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Carriere Beat 5,2,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Carriere Beat 5,3,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Carriere Beat 5,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Carriere Beat 5,1,
Matt Moore,U.S. House,4,Democrat,Pearl River,Carriere Beat 5,14,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Ceasar Beat 3,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Ceasar Beat 3,1,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Ceasar Beat 3,1,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Ceasar Beat 3,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Ceasar Beat 3,3,
Matt Moore,U.S. House,4,Democrat,Pearl River,Ceasar Beat 3,1,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Derby Bt. 1,10,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Derby Bt. 1,3,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Derby Bt. 1,4,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Derby Bt. 1,5,
Trish Causey,U.S. House,4,Democrat,Pearl River,Derby Bt. 1,7,
Matt Moore,U.S. House,4,Democrat,Pearl River,Derby Bt. 1,14,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Ford's Creek Beat 2,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Ford's Creek Beat 2,3,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Ford's Creek Beat 2,0,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Ford's Creek Beat 2,1,
Trish Causey,U.S. House,4,Democrat,Pearl River,Ford's Creek Beat 2,3,
Matt Moore,U.S. House,4,Democrat,Pearl River,Ford's Creek Beat 2,5,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Gumpond Beat 3,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Gumpond Beat 3,3,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Gumpond Beat 3,0,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Gumpond Beat 3,2,
Trish Causey,U.S. House,4,Democrat,Pearl River,Gumpond Beat 3,3,
Matt Moore,U.S. House,4,Democrat,Pearl River,Gumpond Beat 3,3,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Henleyfield Beat 2,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Henleyfield Beat 2,1,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Henleyfield Beat 2,1,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Henleyfield Beat 2,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Henleyfield Beat 2,5,
Matt Moore,U.S. House,4,Democrat,Pearl River,Henleyfield Beat 2,2,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Hickory Grove Beat 3,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Hickory Grove Beat 3,0,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Hickory Grove Beat 3,1,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Hickory Grove Beat 3,0,
Trish Causey,U.S. House,4,Democrat,Pearl River,Hickory Grove Beat 3,1,
Matt Moore,U.S. House,4,Democrat,Pearl River,Hickory Grove Beat 3,0,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,22,
William Bond Compton Jr.,U.S. Senate,,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,3,
Bill Marcy,U.S. Senate,,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,1,
Jonathan Rawl,U.S. Senate,,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,1,
Trish Causey,U.S. House,4,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,6,
Matt Moore,U.S. House,4,Democrat,Pearl River,Hide-A-Way/North Hill Bt. 5,22,
Travis W. Childers,U.S. Senate,,Democrat,Pearl River,Mcneill Beat 3,5,
