candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Perry,Arlington 4100,3,
Thad Cochran,U.S. Senate,,Republican,Perry,Arlington 4100,69,
Chris McDaniel,U.S. Senate,,Republican,Perry,Arlington 4100,98,
Tom Carter,U.S. House,4,Republican,Perry,Arlington 4100,4,
Tavish C. Kelly,U.S. House,4,Republican,Perry,Arlington 4100,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Perry,Arlington 4100,87,
Gene Taylor,U.S. House,4,Republican,Perry,Arlington 4100,75,
Ron Vincent,U.S. House,4,Republican,Perry,Arlington 4100,2,
Thomas L. Carey,U.S. Senate,,Republican,Perry,Beaumont District 1 1030,0,
Thad Cochran,U.S. Senate,,Republican,Perry,Beaumont District 1 1030,21,
Chris McDaniel,U.S. Senate,,Republican,Perry,Beaumont District 1 1030,29,
Tom Carter,U.S. House,4,Republican,Perry,Beaumont District 1 1030,2,
Tavish C. Kelly,U.S. House,4,Republican,Perry,Beaumont District 1 1030,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Perry,Beaumont District 1 1030,30,
Gene Taylor,U.S. House,4,Republican,Perry,Beaumont District 1 1030,18,
Ron Vincent,U.S. House,4,Republican,Perry,Beaumont District 1 1030,0,
Thomas L. Carey,U.S. Senate,,Republican,Perry,Beaumont Senior Citizens 5120,6,
Thad Cochran,U.S. Senate,,Republican,Perry,Beaumont Senior Citizens 5120,45,
Chris McDaniel,U.S. Senate,,Republican,Perry,Beaumont Senior Citizens 5120,41,
Tom Carter,U.S. House,4,Republican,Perry,Beaumont Senior Citizens 5120,4,
Tavish C. Kelly,U.S. House,4,Republican,Perry,Beaumont Senior Citizens 5120,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Perry,Beaumont Senior Citizens 5120,41,
Gene Taylor,U.S. House,4,Republican,Perry,Beaumont Senior Citizens 5120,47,
Ron Vincent,U.S. House,4,Republican,Perry,Beaumont Senior Citizens 5120,1,
Thomas L. Carey,U.S. Senate,,Republican,Perry,Courthouse 5110,3,
Thad Cochran,U.S. Senate,,Republican,Perry,Courthouse 5110,38,
