page,candidate,office,district,party,county,precinct,votes,winner
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni North - 1bnh34 1021,11,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni North - 1bnh34 1021,43,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni North - 1bnh34 1021,,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni North - 1bnh51 1021,242,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni North - 1bnh51 1021,84,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni North - 1bnh51 1021,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni North - 2bn 2020,106,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni North - 2bn 2020,13,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni North - 2bn 2020,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni North - 4bn 4010,123,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni North - 4bn 4010,162,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni North - 4bn 4010,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni South - 3bs 3010,92,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni South - 3bs 3010,23,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni South - 3bs 3010,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni South - 4bs 4020,98,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni South - 4bs 4020,133,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni South - 4bs 4020,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Belzoni South - 5bs 5010,101,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Belzoni South - 5bs 5010,7,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Belzoni South - 5bs 5010,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Fourmile North - 1fn 1010,1,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Fourmile North - 1fn 1010,18,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Fourmile North - 1fn 1010,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Gooden Lake North - 2gn 2030,3,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Gooden Lake North - 2gn 2030,31,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Gooden Lake North - 2gn 2030,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Isola North - 2in 2010 ,195,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Isola North - 2in 2010 ,136,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Isola North - 2in 2010 ,5,
2,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Lake City South - 3ls 3030,10,
2,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Lake City South - 3ls 3030,53,
2,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Lake City South - 3ls 3030,0,
3,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Louise South - 5ls 5030,145,
3,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Louise South - 5ls 5030,81,
3,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Louise South - 5ls 5030,2,
3,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Midnight South - 5ms 5020,28,
3,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Midnight South - 5ms 5020,39,
3,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Midnight South - 5ms 5020,1,
3,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Putnam South - 4ps 4030,20,
3,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Putnam South - 4ps 4030,89,
3,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Putnam South - 4ps 4030,0,
3,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,Silver City South - 3ss 3020,87,
3,Thad Cochran ,United States Senate,,Republican ,Humphreys ,Silver City South - 3ss 3020,78,
3,Shawn O'Hara,United States Senate,,Reform,Humphreys ,Silver City South - 3ss 3020,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Humphreys ,TOTAL ,1262,
