candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Central Gwd,126,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Central Gwd,43,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Central Gwd,3,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Central Gwd,150,,2
Troy Ray,U.S. House,2,Independent,Leflore,Central Gwd,21,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Central Gwd,4,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,East Gwd,542,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,East Gwd,65,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,East Gwd,3,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,East Gwd,651,,2
Troy Ray,U.S. House,2,Independent,Leflore,East Gwd,8,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,East Gwd,4,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Minter City,33,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Minter City,76,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Minter City,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Minter City,50,,2
Troy Ray,U.S. House,2,Independent,Leflore,Minter City,40,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Minter City,9,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Money,24,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Money,59,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Money,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Money,31,,2
Troy Ray,U.S. House,2,Independent,Leflore,Money,35,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Money,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Morgan City,52,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Morgan City,42,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Morgan City,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Morgan City,77,,2
Troy Ray,U.S. House,2,Independent,Leflore,Morgan City,10,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Morgan City,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Mysu,66,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Mysu,14,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Mysu,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Mysu,71,,2
Troy Ray,U.S. House,2,Independent,Leflore,Mysu,8,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Mysu,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Ne Gwd,233,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Ne Gwd,53,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Ne Gwd,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Ne Gwd,252,,2
Troy Ray,U.S. House,2,Independent,Leflore,Ne Gwd,30,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Ne Gwd,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,North Gwd,249,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,North Gwd,1480,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,North Gwd,8,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,North Gwd,395,,2
Troy Ray,U.S. House,2,Independent,Leflore,North Gwd,862,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,North Gwd,225,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,North Itta Bena,407,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,North Itta Bena,101,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,North Itta Bena,4,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,North Itta Bena,486,,2
Troy Ray,U.S. House,2,Independent,Leflore,North Itta Bena,37,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,North Itta Bena,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Precinct 65,0,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Precinct 65,0,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Precinct 65,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Precinct 65,0,,2
Troy Ray,U.S. House,2,Independent,Leflore,Precinct 65,0,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Precinct 65,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Rising Sun,238,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Rising Sun,26,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Rising Sun,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Rising Sun,272,,2
Troy Ray,U.S. House,2,Independent,Leflore,Rising Sun,1,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Rising Sun,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Schalter,43,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Schalter,65,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Schalter,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Schalter,64,,2
Troy Ray,U.S. House,2,Independent,Leflore,Schalter,35,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Schalter,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Sidon,80,,2
Thad Cochran,U.S. Senate,,Republican,Leflore,Sidon,54,,2
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Sidon,3,,2
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Sidon,112,,2
Troy Ray,U.S. House,2,Independent,Leflore,Sidon,24,,2
Shelley Shoemake,U.S. House,2,Reform,Leflore,Sidon,11,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,South Gwd,147,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,South Gwd,21,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,South Gwd,2,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,South Gwd,182,,3
Troy Ray,U.S. House,2,Independent,Leflore,South Gwd,1,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,South Gwd,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,South Itta Bena,113,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,South Itta Bena,42,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,South Itta Bena,0,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,South Itta Bena,145,,3
Troy Ray,U.S. House,2,Independent,Leflore,South Itta Bena,13,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,South Itta Bena,6,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Southeast Gwd,396,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,Southeast Gwd,166,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Southeast Gwd,2,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Southeast Gwd,470,,3
Troy Ray,U.S. House,2,Independent,Leflore,Southeast Gwd,70,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,Southeast Gwd,25,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Southwest Gwd,163,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,Southwest Gwd,26,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Southwest Gwd,1,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Southwest Gwd,210,,3
Troy Ray,U.S. House,2,Independent,Leflore,Southwest Gwd,5,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,Southwest Gwd,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Swifttown,17,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,Swifttown,16,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Swifttown,1,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Swifttown,27,,3
Troy Ray,U.S. House,2,Independent,Leflore,Swifttown,5,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,Swifttown,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,West Gwd,403,,3
Thad Cochran,U.S. Senate,,Republican,Leflore,West Gwd,123,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,West Gwd,4,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,West Gwd,489,,3
Troy Ray,U.S. House,2,Independent,Leflore,West Gwd,48,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,West Gwd,15,,3
Travis W. Childers,U.S. Senate,,Democrat,Leflore,Total,3332,WINNER,3
Thad Cochran,U.S. Senate,,Republican,Leflore,Total,2472,,3
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Total,35,,3
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Total,4134,WINNER,3
Troy Ray,U.S. House,2,Independent,Leflore,Total,1253,,3
Shelley Shoemake,U.S. House,2,Reform,Leflore,Total,344,,3
