candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Arlington,1,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Arlington,53,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Arlington,53,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Arlington,3,
Gregg Harper,U.S. House,3,Republican,Neshoba,Arlington,96,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Bogue Chitto,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Bogue Chitto,10,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Bogue Chitto,4,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Bogue Chitto,4,
Gregg Harper,U.S. House,3,Republican,Neshoba,Bogue Chitto,10,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Burnside,2,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Burnside,27,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Burnside,26,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Burnside,2,
Gregg Harper,U.S. House,3,Republican,Neshoba,Burnside,51,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Center,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Center,44,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Center,45,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Center,1,
Gregg Harper,U.S. House,3,Republican,Neshoba,Center,85,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,County Line,3,
Thad Cochran,U.S. Senate,,Republican,Neshoba,County Line,53,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,County Line,68,
Hardy Caraway,U.S. House,3,Republican,Neshoba,County Line,8,
Gregg Harper,U.S. House,3,Republican,Neshoba,County Line,110,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Deemer,2,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Deemer,32,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Deemer,22,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Deemer,2,
Gregg Harper,U.S. House,3,Republican,Neshoba,Deemer,46,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Dixon,2,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Dixon,51,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Dixon,58,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Dixon,9,
Gregg Harper,U.S. House,3,Republican,Neshoba,Dixon,99,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,East Neshoba,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,East Neshoba,14,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,East Neshoba,15,
Hardy Caraway,U.S. House,3,Republican,Neshoba,East Neshoba,1,
Gregg Harper,U.S. House,3,Republican,Neshoba,East Neshoba,28,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Fairview,2,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fairview,23,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fairview,22,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Fairview,6,
Gregg Harper,U.S. House,3,Republican,Neshoba,Fairview,39,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Forestdale,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Forestdale,59,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Forestdale,40,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Forestdale,4,
Gregg Harper,U.S. House,3,Republican,Neshoba,Forestdale,93,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Fork,2,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fork,35,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fork,48,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Fork,7,
Gregg Harper,U.S. House,3,Republican,Neshoba,Fork,75,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Fusky,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fusky,34,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fusky,54,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Fusky,7,
Gregg Harper,U.S. House,3,Republican,Neshoba,Fusky,76,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Hays,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Hays,63,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Hays,46,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Hays,7,
Gregg Harper,U.S. House,3,Republican,Neshoba,Hays,97,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Herbert,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Herbert,49,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Herbert,59,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Herbert,3,
Gregg Harper,U.S. House,3,Republican,Neshoba,Herbert,101,
Thomas L. Carey,U.S. Senate,,Republican,Neshoba,Hope,0,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Hope,39,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Hope,34,
Hardy Caraway,U.S. House,3,Republican,Neshoba,Hope,3,
Gregg Harper,U.S. House,3,Republican,Neshoba,Hope,65,
