candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Armory,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Armory,18,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Armory,24,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Armory,0,
Gregg Harper,U.S. House,3,Republican,Lawrence,Armory,43,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Center,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Center,26,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Center,27,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Center,7,
Gregg Harper,U.S. House,3,Republican,Lawrence,Center,43,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Coopers Creek (A-Z),1,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Coopers Creek (A-Z),66,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Coopers Creek (A-Z),61,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Coopers Creek (A-Z),11,
Gregg Harper,U.S. House,3,Republican,Lawrence,Coopers Creek (A-Z),107,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Courthouse A-Z,2,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Courthouse A-Z,171,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Courthouse A-Z,132,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Courthouse A-Z,13,
Gregg Harper,U.S. House,3,Republican,Lawrence,Courthouse A-Z,274,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,East Arm,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,East Arm,15,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,East Arm,23,
Hardy Caraway,U.S. House,3,Republican,Lawrence,East Arm,5,
Gregg Harper,U.S. House,3,Republican,Lawrence,East Arm,32,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Grange,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Grange,19,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Grange,40,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Grange,5,
Gregg Harper,U.S. House,3,Republican,Lawrence,Grange,53,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Hooker,1,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Hooker,18,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Hooker,6,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Hooker,0,
Gregg Harper,U.S. House,3,Republican,Lawrence,Hooker,25,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Jayess,4,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Jayess,54,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Jayess,57,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Jayess,18,
Gregg Harper,U.S. House,3,Republican,Lawrence,Jayess,91,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Monticello-Beat 5,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Monticello-Beat 5,1,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Monticello-Beat 5,0,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Monticello-Beat 5,0,
Gregg Harper,U.S. House,3,Republican,Lawrence,Monticello-Beat 5,1,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,New Hebron,0,
Thad Cochran,U.S. Senate,,Republican,Lawrence,New Hebron,72,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,New Hebron,73,
Hardy Caraway,U.S. House,3,Republican,Lawrence,New Hebron,7,
Gregg Harper,U.S. House,3,Republican,Lawrence,New Hebron,128,
Thomas L. Carey,U.S. Senate,,Republican,Lawrence,Nola,1,
Thad Cochran,U.S. Senate,,Republican,Lawrence,Nola,20,
Chris McDaniel,U.S. Senate,,Republican,Lawrence,Nola,13,
Hardy Caraway,U.S. House,3,Republican,Lawrence,Nola,2,
Gregg Harper,U.S. House,3,Republican,Lawrence,Nola,28,
