candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Walthall,3rd District Tylertown,68,
Chris McDaniel,U.S. Senate,,Republican,Walthall,3rd District Tylertown,34,
Thad Cochran,U.S. Senate,,Republican,Walthall,4th District Tylertown,95,
Chris McDaniel,U.S. Senate,,Republican,Walthall,4th District Tylertown,93,
Thad Cochran,U.S. Senate,,Republican,Walthall,4th District West,45,
Chris McDaniel,U.S. Senate,,Republican,Walthall,4th District West,49,
Thad Cochran,U.S. Senate,,Republican,Walthall,Darbun,15,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Darbun,45,
Thad Cochran,U.S. Senate,,Republican,Walthall,Dexter,87,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Dexter,89,
Thad Cochran,U.S. Senate,,Republican,Walthall,Dinan,34,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Dinan,36,
Thad Cochran,U.S. Senate,,Republican,Walthall,East Tylertown,14,
Chris McDaniel,U.S. Senate,,Republican,Walthall,East Tylertown,25,
Thad Cochran,U.S. Senate,,Republican,Walthall,Enon,57,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Enon,42,
Thad Cochran,U.S. Senate,,Republican,Walthall,Hope,9,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Hope,1,
Thad Cochran,U.S. Senate,,Republican,Walthall,Improve,29,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Improve,103,
Thad Cochran,U.S. Senate,,Republican,Walthall,Lexie,94,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Lexie,110,
Thad Cochran,U.S. Senate,,Republican,Walthall,Mesa,11,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Mesa,9,
Thad Cochran,U.S. Senate,,Republican,Walthall,Midway,20,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Midway,36,
Thad Cochran,U.S. Senate,,Republican,Walthall,North Kirklin,49,
Chris McDaniel,U.S. Senate,,Republican,Walthall,North Kirklin,45,
Thad Cochran,U.S. Senate,,Republican,Walthall,North Knoxo,23,
Chris McDaniel,U.S. Senate,,Republican,Walthall,North Knoxo,15,
Thad Cochran,U.S. Senate,,Republican,Walthall,Sartinsville,30,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Sartinsville,41,
Thad Cochran,U.S. Senate,,Republican,Walthall,South Kirklin,24,
Chris McDaniel,U.S. Senate,,Republican,Walthall,South Kirklin,21,
Thad Cochran,U.S. Senate,,Republican,Walthall,South Knoxo,18,
Chris McDaniel,U.S. Senate,,Republican,Walthall,South Knoxo,15,
Thad Cochran,U.S. Senate,,Republican,Walthall,St. Paul,13,
Chris McDaniel,U.S. Senate,,Republican,Walthall,St. Paul,19,
Thad Cochran,U.S. Senate,,Republican,Walthall,Varnel,72,
Chris McDaniel,U.S. Senate,,Republican,Walthall,Varnel,89,
Thad Cochran,U.S. Senate,,Republican,Walthall,West Tylertown,26,
Chris McDaniel,U.S. Senate,,Republican,Walthall,West Tylertown,28,
Thad Cochran,U.S. Senate,,Republican,Walthall,,833,
Chris McDaniel,U.S. Senate,,Republican,Walthall,,945,TRUE
