page,candidate,office,district,party,county,precinct,votes,winner
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Airbase ,248,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Airbase ,235,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Airbase ,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Artesia ,145,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Artesia ,38,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Artesia ,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Brandon ,353,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Brandon ,572,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Brandon ,10,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Caledonia ,231,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Caledonia ,1124,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Caledonia ,18,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Coleman,100,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Coleman,8,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Coleman,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Columbus High School,439,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Columbus High School,392,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Columbus High School,7,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Crawford,382,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Crawford,83,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Crawford,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,First Assembly,380,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,First Assembly,1357,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,First Assembly,13,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Hunt,573,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Hunt,20,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Hunt,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Immanuel School ,142,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Immanuel School ,263,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Immanuel School ,9,
2,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,National Guard Armory ,870,
2,Thad Cochran ,United States Senate,,Republican ,Lowndes ,National Guard Armory ,237,
2,Shawn O'Hara,United States Senate,,Reform,Lowndes ,National Guard Armory ,5,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,New Hope ,367,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,New Hope ,1734,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,New Hope ,26,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Plum Grove,164,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Plum Grove,20,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Plum Grove,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Propst Park Community Hut ,132,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Propst Park Community Hut ,11,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Propst Park Community Hut ,1,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Rural Hill,257,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Rural Hill,736,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Rural Hill,19,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Sale ,127,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Sale ,111,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Sale ,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Steens ,46,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Steens ,241,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Steens ,5,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Townsend Park ,438,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Townsend Park ,44,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Townsend Park ,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Trinity ,279,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Trinity ,211,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Trinity ,7,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,Union Academy ,283,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,Union Academy ,76,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,Union Academy ,2,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,University ,129,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,University ,279,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,University ,6,
3,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,West Lowndes ,144,
3,Thad Cochran ,United States Senate,,Republican ,Lowndes ,West Lowndes ,453,
3,Shawn O'Hara,United States Senate,,Reform,Lowndes ,West Lowndes ,7,
4,Travis W. Childers  ,United States Senate,,Democrat,Lowndes ,TOTAL ,6229,
4,Thad Cochran ,United States Senate,,Republican ,Lowndes ,TOTAL ,8245,
4,Shawn O'Hara,United States Senate,,Reform,Lowndes ,TOTAL ,152,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Airbase ,11,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Airbase ,206,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Airbase ,251,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Airbase ,4,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Artesia ,7,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Artesia ,123,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Artesia ,38,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Artesia ,1,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Brandon ,15,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Brandon ,287,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Brandon ,604,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Brandon ,1,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Caledonia ,31,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Caledonia ,163,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Caledonia ,1156,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Caledonia ,6,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Coleman,2,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Coleman,92,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Coleman,7,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Coleman,1,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Columbus High School,28,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Columbus High School,375,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Columbus High School,396,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Columbus High School,5,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Crawford,6,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Crawford,333,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Crawford,96,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Crawford,1,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,First Assembly,69,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,First Assembly,321,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,First Assembly,1361,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,First Assembly,4,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Hunt,10,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Hunt,499,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Hunt,33,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Hunt,6,
2,Danny Bedwell ,US House ,1,Libertarian ,Lowndes ,Immanuel School ,11,
2,Ron E. Dickey ,US House ,1,Democrat,Lowndes ,Immanuel School ,118,
2,Alan Nunnelee,US House ,1,Republican ,Lowndes ,Immanuel School ,281,
2,Lajena Walley ,US House ,1,Reform,Lowndes ,Immanuel School ,0,
