candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Quitman,Crenshaw,27,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,Crenshaw,6,
Bill Marcy,U.S. Senate,,Democrat,Quitman,Crenshaw,4,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,Crenshaw,2,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,Crenshaw,2,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,Crenshaw,43,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,Crowder,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,Crowder,0,
Bill Marcy,U.S. Senate,,Democrat,Quitman,Crowder,0,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,Crowder,2,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,Crowder,2,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,Crowder,6,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,Darling,26,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,Darling,10,
Bill Marcy,U.S. Senate,,Democrat,Quitman,Darling,3,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,Darling,2,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,Darling,5,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,Darling,44,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,District 3 North,108,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,District 3 North,5,
Bill Marcy,U.S. Senate,,Democrat,Quitman,District 3 North,7,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,District 3 North,3,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,District 3 North,18,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,District 3 North,123,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,District 3 South,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,District 3 South,1,
Bill Marcy,U.S. Senate,,Democrat,Quitman,District 3 South,0,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,District 3 South,0,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,District 3 South,1,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,District 3 South,3,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,Lambert,49,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,Lambert,6,
Bill Marcy,U.S. Senate,,Democrat,Quitman,Lambert,7,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,Lambert,3,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,Lambert,5,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,Lambert,73,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,North West Marks,92,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,North West Marks,6,
Bill Marcy,U.S. Senate,,Democrat,Quitman,North West Marks,6,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,North West Marks,4,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,North West Marks,10,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,North West Marks,111,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,Sledge,60,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,Sledge,15,
Bill Marcy,U.S. Senate,,Democrat,Quitman,Sledge,6,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,Sledge,6,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,Sledge,2,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,Sledge,115,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,South West Marks,56,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,South West Marks,7,
Bill Marcy,U.S. Senate,,Democrat,Quitman,South West Marks,5,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,South West Marks,4,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,South West Marks,2,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,South West Marks,91,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,West Lambert,47,
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,West Lambert,7,
Bill Marcy,U.S. Senate,,Democrat,Quitman,West Lambert,5,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,West Lambert,2,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,West Lambert,1,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,West Lambert,73,
Travis W. Childers,U.S. Senate,,Democrat,Quitman,,473,TRUE
William Bond Compton Jr.,U.S. Senate,,Democrat,Quitman,,63,
Bill Marcy,U.S. Senate,,Democrat,Quitman,,43,
Jonathan Rawl,U.S. Senate,,Democrat,Quitman,,28,
Damien Fairconetue,U.S. House,2,Democrat,Quitman,,48,
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,,682,TRUE
