candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Alphaba-Cockrum,5,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Alphaba-Cockrum,80,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Alphaba-Cockrum,159,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Alphaba-Cockrum,206,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Bridgetown,5,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Bridgetown,158,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Bridgetown,385,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Bridgetown,488,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Colonial Hills,4,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Colonial Hills,73,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Colonial Hills,144,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Colonial Hills,192,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Cumberland,2,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Cumberland,103,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Cumberland,154,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Cumberland,233,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Desoto Central,2,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Desoto Central,240,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Desoto Central,443,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Desoto Central,603,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Elmore,3,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Elmore,90,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Elmore,126,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Elmore,192,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Eudora,2,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Eudora,79,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Eudora,189,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Eudora,243,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Fairhaven,2,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Fairhaven,73,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Fairhaven,200,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Fairhaven,244,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Greenbrook North,8,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Greenbrook North,126,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Greenbrook North,234,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Greenbrook North,311,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Greenbrook South,11,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Greenbrook South,241,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Greenbrook South,424,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Greenbrook South,591,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Hacks Cross Road,3,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Hacks Cross Road,81,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Hacks Cross Road,194,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Hacks Cross Road,244,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Hernando Central,6,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Hernando Central,248,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Hernando Central,348,TRUE
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Hernando Central,503,TRUE
Thomas L. Carey,U.S. Senate,,Republican,DeSoto,Hernando East,11,
Thad Cochran,U.S. Senate,,Republican,DeSoto,Hernando East,448,
Chris McDaniel,U.S. Senate,,Republican,DeSoto,Hernando East,773,TRUE
