candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Winston,American Legion,0,
Thad Cochran,U.S. Senate,,Republican,Winston,American Legion,26,
Chris McDaniel,U.S. Senate,,Republican,Winston,American Legion,15,
Alan Nunnelee,U.S. House,1,Republican,Winston,American Legion,38,
Thomas L. Carey,U.S. Senate,,Republican,Winston,County Agent,1,
Thad Cochran,U.S. Senate,,Republican,Winston,County Agent,19,
Chris McDaniel,U.S. Senate,,Republican,Winston,County Agent,16,
Alan Nunnelee,U.S. House,1,Republican,Winston,County Agent,30,
Thomas L. Carey,U.S. Senate,,Republican,Winston,East Winston,0,
Thad Cochran,U.S. Senate,,Republican,Winston,East Winston,84,
Chris McDaniel,U.S. Senate,,Republican,Winston,East Winston,61,
Alan Nunnelee,U.S. House,1,Republican,Winston,East Winston,131,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Fairground,2,
Thad Cochran,U.S. Senate,,Republican,Winston,Fairground,286,
Chris McDaniel,U.S. Senate,,Republican,Winston,Fairground,191,
Alan Nunnelee,U.S. House,1,Republican,Winston,Fairground,436,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Lovorn Tractor,1,
Thad Cochran,U.S. Senate,,Republican,Winston,Lovorn Tractor,51,
Chris McDaniel,U.S. Senate,,Republican,Winston,Lovorn Tractor,38,
Alan Nunnelee,U.S. House,1,Republican,Winston,Lovorn Tractor,80,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Mars Hill,0,
Thad Cochran,U.S. Senate,,Republican,Winston,Mars Hill,36,
Chris McDaniel,U.S. Senate,,Republican,Winston,Mars Hill,49,
Alan Nunnelee,U.S. House,1,Republican,Winston,Mars Hill,60,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Mill Creek,0,
Thad Cochran,U.S. Senate,,Republican,Winston,Mill Creek,125,
Chris McDaniel,U.S. Senate,,Republican,Winston,Mill Creek,85,
Alan Nunnelee,U.S. House,1,Republican,Winston,Mill Creek,185,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Nanih Waiya,2,
Thad Cochran,U.S. Senate,,Republican,Winston,Nanih Waiya,142,
Chris McDaniel,U.S. Senate,,Republican,Winston,Nanih Waiya,93,
Alan Nunnelee,U.S. House,1,Republican,Winston,Nanih Waiya,213,
Thomas L. Carey,U.S. Senate,,Republican,Winston,New National Guard,3,
Thad Cochran,U.S. Senate,,Republican,Winston,New National Guard,61,
Chris McDaniel,U.S. Senate,,Republican,Winston,New National Guard,46,
Alan Nunnelee,U.S. House,1,Republican,Winston,New National Guard,99,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Noxapater,3,
Thad Cochran,U.S. Senate,,Republican,Winston,Noxapater,84,
Chris McDaniel,U.S. Senate,,Republican,Winston,Noxapater,126,
Alan Nunnelee,U.S. House,1,Republican,Winston,Noxapater,172,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Shiloh,1,
Thad Cochran,U.S. Senate,,Republican,Winston,Shiloh,56,
Chris McDaniel,U.S. Senate,,Republican,Winston,Shiloh,43,
Alan Nunnelee,U.S. House,1,Republican,Winston,Shiloh,92,
Thomas L. Carey,U.S. Senate,,Republican,Winston,Zion Ridge,0,
Thad Cochran,U.S. Senate,,Republican,Winston,Zion Ridge,15,
Chris McDaniel,U.S. Senate,,Republican,Winston,Zion Ridge,3,
Alan Nunnelee,U.S. House,1,Republican,Winston,Zion Ridge,17,
Thomas L. Carey,U.S. Senate,,Republican,Winston,,13,
Thad Cochran,U.S. Senate,,Republican,Winston,,985,TRUE
Chris McDaniel,U.S. Senate,,Republican,Winston,,766,
Alan Nunnelee,U.S. House,1,Republican,Winston,,1553,TRUE
