candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Newton,Chunky,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Chunky,0,
Bill Marcy,U.S. Senate,,Democrat,Newton,Chunky,0,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Chunky,0,
Jim Lilijeberg,U.S. House,3,Democrat,Newton,Chunky,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Newton,Chunky,2,
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Chunky,1,
Travis W. Childers,U.S. Senate,,Democrat,Newton,Conehatta,11,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Conehatta,4,
Bill Marcy,U.S. Senate,,Democrat,Newton,Conehatta,0,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Conehatta,0,
Jim Lilijeberg,U.S. House,3,Democrat,Newton,Conehatta,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Newton,Conehatta,6,
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Conehatta,4,
Travis W. Childers,U.S. Senate,,Democrat,Newton,Decatur #1,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Decatur #1,8,
Bill Marcy,U.S. Senate,,Democrat,Newton,Decatur #1,8,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Decatur #1,3,
Jim Lilijeberg,U.S. House,3,Democrat,Newton,Decatur #1,6,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Newton,Decatur #1,21,
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Decatur #1,9,
Travis W. Childers,U.S. Senate,,Democrat,Newton,Decatur 2,10,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Decatur 2,2,
Bill Marcy,U.S. Senate,,Democrat,Newton,Decatur 2,1,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Decatur 2,0,
Jim Lilijeberg,U.S. House,3,Democrat,Newton,Decatur 2,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Newton,Decatur 2,5,
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Decatur 2,6,
Travis W. Childers,U.S. Senate,,Democrat,Newton,Duffee,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Duffee,2,
Bill Marcy,U.S. Senate,,Democrat,Newton,Duffee,6,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Duffee,0,
Jim Lilijeberg,U.S. House,3,Democrat,Newton,Duffee,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Newton,Duffee,4,
Dennis C. Quinn,U.S. House,3,Democrat,Newton,Duffee,4,
Travis W. Childers,U.S. Senate,,Democrat,Newton,Hickory,42,
William Bond Compton Jr.,U.S. Senate,,Democrat,Newton,Hickory,8,
Bill Marcy,U.S. Senate,,Democrat,Newton,Hickory,3,
Jonathan Rawl,U.S. Senate,,Democrat,Newton,Hickory,1,
