candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Algoma Al,98,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Algoma Al,73,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Bankhead Ba,73,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Bankhead Ba,73,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Beckham Bec,80,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Beckham Bec,87,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Bethel/Endville Be,92,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Bethel/Endville Be,88,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Buchanan Bu,59,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Buchanan Bu,71,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Cherry Creek Cc,71,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Cherry Creek Cc,70,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Ecru Ec,71,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Ecru Ec,88,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Friendship Fr,34,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Friendship Fr,36,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Hoyle Ho,92,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Hoyle Ho,88,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Hurricane Hu,90,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Hurricane Hu,56,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Judah Ju,67,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Judah Ju,36,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Longview Lo,29,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Longview Lo,40,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Randolph,87,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Randolph,92,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Oakhill Oh,42,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Oakhill Oh,43,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Pontotoc 1 P1,97,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Pontotoc 1 P1,58,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Pontotoc 2 P2,102,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Pontotoc 2 P2,67,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Pontotoc 3 P3,186,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Pontotoc 3 P3,92,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Pontotoc 4 P4,45,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Pontotoc 4 P4,79,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Pontotoc 5 P5,227,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Pontotoc 5 P5,182,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Robbs Ro,6,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Robbs Ro,8,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Sherman Sh,71,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Sherman Sh,53,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Springville Sp,89,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Springville Sp,92,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Thaxton Th,122,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Thaxton Th,68,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Toccopola To,38,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Toccopola To,32,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Troy Tr,76,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Troy Tr,98,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Turnpike Tu,69,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Turnpike Tu,72,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Woodland Wo,37,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Woodland Wo,27,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,Zion Z,70,
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,Zion Z,41,
Thad Cochran,U.S. Senate,,Republican,Pontotoc,,2220,TRUE
Chris McDaniel,U.S. Senate,,Republican,Pontotoc,,1910,
