candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Webster,Bellefontaine,42,
Chris McDaniel,U.S. Senate,,Republican,Webster,Bellefontaine,37,
Thad Cochran,U.S. Senate,,Republican,Webster,Big Black,50,
Chris McDaniel,U.S. Senate,,Republican,Webster,Big Black,68,
Thad Cochran,U.S. Senate,,Republican,Webster,Bluff Springs,14,
Chris McDaniel,U.S. Senate,,Republican,Webster,Bluff Springs,17,
Thad Cochran,U.S. Senate,,Republican,Webster,Cadaretta,32,
Chris McDaniel,U.S. Senate,,Republican,Webster,Cadaretta,21,
Thad Cochran,U.S. Senate,,Republican,Webster,Clarkson,52,
Chris McDaniel,U.S. Senate,,Republican,Webster,Clarkson,52,
Thad Cochran,U.S. Senate,,Republican,Webster,Cumberland,53,
Chris McDaniel,U.S. Senate,,Republican,Webster,Cumberland,55,
Thad Cochran,U.S. Senate,,Republican,Webster,Eupora No. 1,122,
Chris McDaniel,U.S. Senate,,Republican,Webster,Eupora No. 1,97,
Thad Cochran,U.S. Senate,,Republican,Webster,Eupora No. 2,47,
Chris McDaniel,U.S. Senate,,Republican,Webster,Eupora No. 2,46,
Thad Cochran,U.S. Senate,,Republican,Webster,Eupora No. 3,54,
Chris McDaniel,U.S. Senate,,Republican,Webster,Eupora No. 3,35,
Thad Cochran,U.S. Senate,,Republican,Webster,Fame,42,
Chris McDaniel,U.S. Senate,,Republican,Webster,Fame,58,
Thad Cochran,U.S. Senate,,Republican,Webster,Fay,15,
Chris McDaniel,U.S. Senate,,Republican,Webster,Fay,37,
Thad Cochran,U.S. Senate,,Republican,Webster,Grady,33,
Chris McDaniel,U.S. Senate,,Republican,Webster,Grady,42,
Thad Cochran,U.S. Senate,,Republican,Webster,Maben,64,
Chris McDaniel,U.S. Senate,,Republican,Webster,Maben,67,
Thad Cochran,U.S. Senate,,Republican,Webster,Mantee,77,
Chris McDaniel,U.S. Senate,,Republican,Webster,Mantee,66,
Thad Cochran,U.S. Senate,,Republican,Webster,Mathiston,78,
Chris McDaniel,U.S. Senate,,Republican,Webster,Mathiston,101,
Thad Cochran,U.S. Senate,,Republican,Webster,Tomnolen,44,
Chris McDaniel,U.S. Senate,,Republican,Webster,Tomnolen,57,
Thad Cochran,U.S. Senate,,Republican,Webster,Walthall,56,
Chris McDaniel,U.S. Senate,,Republican,Webster,Walthall,69,
Thad Cochran,U.S. Senate,,Republican,Webster,,875,
Chris McDaniel,U.S. Senate,,Republican,Webster,,925,TRUE
