candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Leake,Conway,32,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Conway,10,
Bill Marcy,U.S. Senate,,Democrat,Leake,Conway,18,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Conway,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Conway,3,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Conway,60,
Travis W. Childers,U.S. Senate,,Democrat,Leake,East Carthage,23,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,East Carthage,9,
Bill Marcy,U.S. Senate,,Democrat,Leake,East Carthage,3,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,East Carthage,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,East Carthage,6,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,East Carthage,30,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Edinburg,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Edinburg,0,
Bill Marcy,U.S. Senate,,Democrat,Leake,Edinburg,1,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Edinburg,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Edinburg,4,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Edinburg,0,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Freeny,11,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Freeny,3,
Bill Marcy,U.S. Senate,,Democrat,Leake,Freeny,1,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Freeny,1,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Freeny,4,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Freeny,12,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Good Hope,11,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Good Hope,1,
Bill Marcy,U.S. Senate,,Democrat,Leake,Good Hope,3,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Good Hope,2,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Good Hope,3,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Good Hope,20,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Harmony,45,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Harmony,13,
Bill Marcy,U.S. Senate,,Democrat,Leake,Harmony,2,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Harmony,3,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Harmony,0,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Harmony,70,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Lena,33,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Lena,2,
Bill Marcy,U.S. Senate,,Democrat,Leake,Lena,5,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Lena,2,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Lena,3,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Lena,45,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Madden,17,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Madden,5,
Bill Marcy,U.S. Senate,,Democrat,Leake,Madden,0,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Madden,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Madden,4,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Madden,18,
Travis W. Childers,U.S. Senate,,Democrat,Leake,North Carthage,26,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,North Carthage,3,
Bill Marcy,U.S. Senate,,Democrat,Leake,North Carthage,5,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,North Carthage,2,
Damien Fairconetue,U.S. House,2,Democrat,Leake,North Carthage,3,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,North Carthage,37,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Ofahoma,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Ofahoma,7,
Bill Marcy,U.S. Senate,,Democrat,Leake,Ofahoma,8,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Ofahoma,1,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Ofahoma,1,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Ofahoma,58,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Renfroe,5,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Renfroe,2,
Bill Marcy,U.S. Senate,,Democrat,Leake,Renfroe,1,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Renfroe,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Renfroe,0,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Renfroe,8,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Salem,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Salem,1,
Bill Marcy,U.S. Senate,,Democrat,Leake,Salem,0,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Salem,0,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Salem,4,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Salem,1,
Travis W. Childers,U.S. Senate,,Democrat,Leake,Singleton,44,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,Singleton,6,
Bill Marcy,U.S. Senate,,Democrat,Leake,Singleton,11,
Jonathan Rawl,U.S. Senate,,Democrat,Leake,Singleton,2,
Damien Fairconetue,U.S. House,2,Democrat,Leake,Singleton,5,
Bennie G. Thompson,U.S. House,2,Democrat,Leake,Singleton,59,
Travis W. Childers,U.S. Senate,,Democrat,Leake,South Carthage,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Leake,South Carthage,4,
Bill Marcy,U.S. Senate,,Democrat,Leake,South Carthage,4,
