candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Hancock,Arlington,50,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Arlington,50,
Thad Cochran,U.S. Senate,,Republican,Hancock,Bayou Phillip,27,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Bayou Phillip,21,
Thad Cochran,U.S. Senate,,Republican,Hancock,Catahoula,22,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Catahoula,30,
Thad Cochran,U.S. Senate,,Republican,Hancock,City Hall,68,
Chris McDaniel,U.S. Senate,,Republican,Hancock,City Hall,35,
Thad Cochran,U.S. Senate,,Republican,Hancock,Courthouse,83,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Courthouse,29,
Thad Cochran,U.S. Senate,,Republican,Hancock,Crane Creek,103,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Crane Creek,165,
Thad Cochran,U.S. Senate,,Republican,Hancock,Dedeaux,56,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Dedeaux,87,
Thad Cochran,U.S. Senate,,Republican,Hancock,Diamondhead East,750,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Diamondhead East,751,
Thad Cochran,U.S. Senate,,Republican,Hancock,Diamondhead West,233,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Diamondhead West,282,
Thad Cochran,U.S. Senate,,Republican,Hancock,Edwardsville,30,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Edwardsville,88,
Thad Cochran,U.S. Senate,,Republican,Hancock,Fenton,88,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Fenton,158,
Thad Cochran,U.S. Senate,,Republican,Hancock,Flat Top,66,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Flat Top,155,
Thad Cochran,U.S. Senate,,Republican,Hancock,Garden Isle,85,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Garden Isle,89,
Thad Cochran,U.S. Senate,,Republican,Hancock,Kiln East,83,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Kiln East,89,
Thad Cochran,U.S. Senate,,Republican,Hancock,Kiln West,84,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Kiln West,106,
Thad Cochran,U.S. Senate,,Republican,Hancock,Lakeshore,98,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Lakeshore,138,
Thad Cochran,U.S. Senate,,Republican,Hancock,Lee Town,40,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Lee Town,176,
Thad Cochran,U.S. Senate,,Republican,Hancock,North Bay East,156,
Chris McDaniel,U.S. Senate,,Republican,Hancock,North Bay East,78,
Thad Cochran,U.S. Senate,,Republican,Hancock,North Bay West,258,
Chris McDaniel,U.S. Senate,,Republican,Hancock,North Bay West,120,
Thad Cochran,U.S. Senate,,Republican,Hancock,Pearlington,60,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Pearlington,72,
Thad Cochran,U.S. Senate,,Republican,Hancock,South Bay,252,
Chris McDaniel,U.S. Senate,,Republican,Hancock,South Bay,162,
Thad Cochran,U.S. Senate,,Republican,Hancock,Standard,70,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Standard,135,
Thad Cochran,U.S. Senate,,Republican,Hancock,Waveland East,127,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Waveland East,105,
Thad Cochran,U.S. Senate,,Republican,Hancock,Waveland West,184,
Chris McDaniel,U.S. Senate,,Republican,Hancock,Waveland West,136,
Thad Cochran,U.S. Senate,,Republican,Hancock,West Shoreline Park,30,
Chris McDaniel,U.S. Senate,,Republican,Hancock,West Shoreline Park,57,
Thad Cochran,U.S. Senate,,Republican,Hancock,,3103,
Chris McDaniel,U.S. Senate,,Republican,Hancock,,3314,TRUE
