candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Cato,109,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Cato,329,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Cato,16,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Cato,360,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Cato,71,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Cato,20,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Cato,4,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,City Hall,96,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,City Hall,383,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,City Hall,17,,2
Gregg Harper,U.S. House,3,Republican,Rankin,City Hall,418,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,City Hall,54,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,City Hall,21,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,City Hall,7,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Clear Branch,88,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Clear Branch,253,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Clear Branch,9,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Clear Branch,273,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Clear Branch,50,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Clear Branch,26,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Clear Branch,4,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Clearly,105,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Clearly,620,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Clearly,19,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Clearly,659,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Clearly,54,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Clearly,32,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Clearly,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Crest Park,115,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Crest Park,451,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Crest Park,24,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Crest Park,499,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Crest Park,68,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Crest Park,21,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Crest Park,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Crossroads,42,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Crossroads,236,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Crossroads,3,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Crossroads,254,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Crossroads,22,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Crossroads,10,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Crossroads,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Cunnignham Heights,74,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Cunnignham Heights,258,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Cunnignham Heights,13,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Cunnignham Heights,282,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Cunnignham Heights,51,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Cunnignham Heights,13,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Cunnignham Heights,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Dry Creek,259,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Dry Creek,270,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Dry Creek,9,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Dry Creek,284,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Dry Creek,232,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Dry Creek,8,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Dry Creek,10,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,East Brandon,120,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,East Brandon,773,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,East Brandon,10,,2
Gregg Harper,U.S. House,3,Republican,Rankin,East Brandon,802,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,East Brandon,73,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,East Brandon,39,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,East Brandon,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,East Crossgates,187,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,East Crossgates,1178,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,East Crossgates,27,,2
Gregg Harper,U.S. House,3,Republican,Rankin,East Crossgates,1223,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,East Crossgates,109,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,East Crossgates,79,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,East Crossgates,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,East Steen Creek,179,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,East Steen Creek,734,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,East Steen Creek,26,,2
Gregg Harper,U.S. House,3,Republican,Rankin,East Steen Creek,779,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,East Steen Creek,122,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,East Steen Creek,31,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,East Steen Creek,14,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Eldorado,188,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Eldorado,524,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Eldorado,19,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Eldorado,570,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Eldorado,137,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Eldorado,18,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Eldorado,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Fannin,170,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Fannin,568,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Fannin,17,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Fannin,582,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Fannin,147,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Fannin,22,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Fannin,10,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Flowood Library,193,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Flowood Library,783,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Flowood Library,15,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Flowood Library,816,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Flowood Library,149,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Flowood Library,28,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Flowood Library,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Grant's Ferry,206,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Grant's Ferry,845,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Grant's Ferry,22,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Grant's Ferry,886,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Grant's Ferry,147,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Grant's Ferry,42,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Grant's Ferry,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Greenfield,251,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Greenfield,481,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Greenfield,20,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Greenfield,517,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Greenfield,207,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Greenfield,28,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Greenfield,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Highlands/Patrick Farms,172,,2
Thad Cochran,U.S. Senate,,Republican,Rankin,Highlands/Patrick Farms,355,,2
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Highlands/Patrick Farms,27,,2
Gregg Harper,U.S. House,3,Republican,Rankin,Highlands/Patrick Farms,391,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Highlands/Patrick Farms,142,,2
Roger Gerrard,U.S. House,3,Independent,Rankin,Highlands/Patrick Farms,23,,2
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Highlands/Patrick Farms,6,,2
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Johns,68,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Johns,198,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Johns,3,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Johns,216,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Johns,47,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Johns,8,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Johns,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Leesburg,27,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Leesburg,222,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Leesburg,3,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Leesburg,237,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Leesburg,11,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Leesburg,9,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Leesburg,2,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Liberty,126,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Liberty,588,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Liberty,19,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Liberty,612,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Liberty,90,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Liberty,27,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Liberty,11,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Mayton,24,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Mayton,66,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Mayton,3,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Mayton,77,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Mayton,18,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Mayton,1,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Mayton,1,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Mountain Creek,45,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Mountain Creek,154,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Mountain Creek,6,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Mountain Creek,164,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Mountain Creek,30,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Mountain Creek,9,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Mountain Creek,3,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,North Brandon,301,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,North Brandon,725,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,North Brandon,13,,3
Gregg Harper,U.S. House,3,Republican,Rankin,North Brandon,768,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,North Brandon,228,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,North Brandon,40,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,North Brandon,13,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,North Mclaurin,59,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,North Mclaurin,294,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,North Mclaurin,13,,3
Gregg Harper,U.S. House,3,Republican,Rankin,North Mclaurin,324,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,North Mclaurin,21,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,North Mclaurin,20,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,North Mclaurin,4,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,North Richard,139,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,North Richard,392,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,North Richard,14,,3
Gregg Harper,U.S. House,3,Republican,Rankin,North Richard,420,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,North Richard,105,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,North Richard,22,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,North Richard,6,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Northeast Brandon,217,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Northeast Brandon,896,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Northeast Brandon,21,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Northeast Brandon,940,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Northeast Brandon,147,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Northeast Brandon,44,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Northeast Brandon,8,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Northshore,181,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Northshore,947,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Northshore,21,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Northshore,985,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Northshore,135,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Northshore,30,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Northshore,11,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Oakdale,268,,3
Thad Cochran,U.S. Senate,,Republican,Rankin,Oakdale,841,,3
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Oakdale,31,,3
Gregg Harper,U.S. House,3,Republican,Rankin,Oakdale,894,,3
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Oakdale,196,,3
Roger Gerrard,U.S. House,3,Independent,Rankin,Oakdale,50,,3
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Oakdale,12,,3
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Pelahatchie,227,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Pelahatchie,602,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Pelahatchie,17,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Pelahatchie,630,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Pelahatchie,161,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Pelahatchie,34,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Pelahatchie,19,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Pisgah,61,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Pisgah,147,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Pisgah,1,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Pisgah,148,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Pisgah,53,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Pisgah,7,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Pisgah,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Puckett,58,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Puckett,227,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Puckett,7,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Puckett,243,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Puckett,39,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Puckett,9,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Puckett,2,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Reservoir East,115,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Reservoir East,722,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Reservoir East,20,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Reservoir East,740,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Reservoir East,75,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Reservoir East,44,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Reservoir East,7,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Reservoir West,120,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Reservoir West,610,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Reservoir West,13,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Reservoir West,638,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Reservoir West,63,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Reservoir West,30,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Reservoir West,4,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Shiloh,52,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Shiloh,97,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Shiloh,7,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Shiloh,104,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Shiloh,44,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Shiloh,7,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Shiloh,3,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,South Brandon,53,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,South Brandon,267,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,South Brandon,11,,4
Gregg Harper,U.S. House,3,Republican,Rankin,South Brandon,283,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,South Brandon,31,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,South Brandon,16,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,South Brandon,5,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,South Mclaurin,64,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,South Mclaurin,373,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,South Mclaurin,15,,4
Gregg Harper,U.S. House,3,Republican,Rankin,South Mclaurin,399,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,South Mclaurin,30,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,South Mclaurin,17,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,South Mclaurin,7,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,South Pearson,277,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,South Pearson,76,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,South Pearson,6,,4
Gregg Harper,U.S. House,3,Republican,Rankin,South Pearson,109,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,South Pearson,232,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,South Pearson,7,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,South Pearson,6,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,South Richland,192,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,South Richland,668,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,South Richland,23,,4
Gregg Harper,U.S. House,3,Republican,Rankin,South Richland,718,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,South Richland,132,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,South Richland,31,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,South Richland,10,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Springhill,79,,4
Thad Cochran,U.S. Senate,,Republican,Rankin,Springhill,567,,4
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Springhill,8,,4
Gregg Harper,U.S. House,3,Republican,Rankin,Springhill,603,,4
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Springhill,36,,4
Roger Gerrard,U.S. House,3,Independent,Rankin,Springhill,20,,4
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Springhill,1,,4
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Star,143,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,Star,565,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Star,14,,5
Gregg Harper,U.S. House,3,Republican,Rankin,Star,575,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Star,113,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,Star,34,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Star,10,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,West Brandon,249,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,West Brandon,408,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,West Brandon,12,,5
Gregg Harper,U.S. House,3,Republican,Rankin,West Brandon,440,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,West Brandon,205,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,West Brandon,16,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,West Brandon,5,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,West Crossgates,169,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,West Crossgates,943,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,West Crossgates,27,,5
Gregg Harper,U.S. House,3,Republican,Rankin,West Crossgates,971,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,West Crossgates,92,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,West Crossgates,69,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,West Crossgates,17,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,West Pearl,143,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,West Pearl,268,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,West Pearl,12,,5
Gregg Harper,U.S. House,3,Republican,Rankin,West Pearl,299,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,West Pearl,108,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,West Pearl,12,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,West Pearl,4,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,West Steen Creek,153,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,West Steen Creek,622,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,West Steen Creek,20,,5
Gregg Harper,U.S. House,3,Republican,Rankin,West Steen Creek,659,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,West Steen Creek,102,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,West Steen Creek,45,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,West Steen Creek,4,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Y M C A,76,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,Y M C A,330,,5
Shawn O'Hara,U.S. Senate,,Reform,Rankin,Y M C A,12,,5
Gregg Harper,U.S. House,3,Republican,Rankin,Y M C A,366,,5
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Rankin,Y M C A,40,,5
Roger Gerrard,U.S. House,3,Independent,Rankin,Y M C A,15,,5
Barbara Dale Washer,U.S. House,3,Reform,Rankin,Y M C A,5,,5
Travis W. Childers,U.S. Senate,,Democrat,Rankin,Total,6840,,5
Thad Cochran,U.S. Senate,,Republican,Rankin,Total,24552,WINNER,5
