candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Band Building,94,,2
Thad Cochran,U.S. Senate,,Republican,Kemper,Band Building,80,,2
Shawn O'Hara,U.S. Senate,,Reform,Kemper,Band Building,4,,2
Roger Gerrard,U.S. House,3,Independent,Kemper,Band Building,3,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Band Building,74,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Band Building,89,,2
Barbara Dale Washer,U.S. House,3,Reform,Kemper,Band Building,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Courthouse,268,,2
Thad Cochran,U.S. Senate,,Republican,Kemper,Courthouse,143,,2
Shawn O'Hara,U.S. Senate,,Reform,Kemper,Courthouse,4,,2
Roger Gerrard,U.S. House,3,Independent,Kemper,Courthouse,15,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Courthouse,145,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Courthouse,230,,2
Barbara Dale Washer,U.S. House,3,Reform,Kemper,Courthouse,11,,2
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Farmers Market,6,,2
Thad Cochran,U.S. Senate,,Republican,Kemper,Farmers Market,12,,2
Shawn O'Hara,U.S. Senate,,Reform,Kemper,Farmers Market,0,,2
Roger Gerrard,U.S. House,3,Independent,Kemper,Farmers Market,0,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Farmers Market,11,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Farmers Market,6,,2
Barbara Dale Washer,U.S. House,3,Reform,Kemper,Farmers Market,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Fort Stevens,13,,2
Thad Cochran,U.S. Senate,,Republican,Kemper,Fort Stevens,70,,2
Shawn O'Hara,U.S. Senate,,Reform,Kemper,Fort Stevens,1,,2
Roger Gerrard,U.S. House,3,Independent,Kemper,Fort Stevens,4,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Fort Stevens,68,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Fort Stevens,11,,2
Barbara Dale Washer,U.S. House,3,Reform,Kemper,Fort Stevens,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Kellis Store,100,,2
Thad Cochran,U.S. Senate,,Republican,Kemper,Kellis Store,27,,2
Shawn O'Hara,U.S. Senate,,Reform,Kemper,Kellis Store,1,,2
Roger Gerrard,U.S. House,3,Independent,Kemper,Kellis Store,1,,2
Gregg Harper,U.S. House,3,Republican,Kemper,Kellis Store,13,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Kellis Store,57,,2
Barbara Dale Washer,U.S. House,3,Reform,Kemper,Kellis Store,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Kemper Strings,59,,2
