candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Band Building,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Band Building,29,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Band Building,24,
Hardy Caraway,U.S. House,3,Republican,Kemper,Band Building,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Band Building,50,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Courthouse,2,
Thad Cochran,U.S. Senate,,Republican,Kemper,Courthouse,46,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Courthouse,54,
Hardy Caraway,U.S. House,3,Republican,Kemper,Courthouse,6,
Gregg Harper,U.S. House,3,Republican,Kemper,Courthouse,93,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Farmers Market,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Farmers Market,7,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Farmers Market,2,
Hardy Caraway,U.S. House,3,Republican,Kemper,Farmers Market,0,
Gregg Harper,U.S. House,3,Republican,Kemper,Farmers Market,9,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Fort Stevens,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Fort Stevens,31,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Fort Stevens,29,
Hardy Caraway,U.S. House,3,Republican,Kemper,Fort Stevens,3,
Gregg Harper,U.S. House,3,Republican,Kemper,Fort Stevens,54,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Kellis Store,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Kellis Store,6,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Kellis Store,4,
Hardy Caraway,U.S. House,3,Republican,Kemper,Kellis Store,0,
Gregg Harper,U.S. House,3,Republican,Kemper,Kellis Store,10,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Kemper Springs,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Kemper Springs,4,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Kemper Springs,1,
Hardy Caraway,U.S. House,3,Republican,Kemper,Kemper Springs,0,
Gregg Harper,U.S. House,3,Republican,Kemper,Kemper Springs,4,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Lynville,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Lynville,51,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Lynville,31,
Hardy Caraway,U.S. House,3,Republican,Kemper,Lynville,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Lynville,76,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Lynwood,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Lynwood,47,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Lynwood,49,
Hardy Caraway,U.S. House,3,Republican,Kemper,Lynwood,4,
Gregg Harper,U.S. House,3,Republican,Kemper,Lynwood,88,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Mount Nebo,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Mount Nebo,27,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Mount Nebo,22,
Hardy Caraway,U.S. House,3,Republican,Kemper,Mount Nebo,6,
Gregg Harper,U.S. House,3,Republican,Kemper,Mount Nebo,40,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Porterville,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Porterville,26,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Porterville,19,
Hardy Caraway,U.S. House,3,Republican,Kemper,Porterville,6,
Gregg Harper,U.S. House,3,Republican,Kemper,Porterville,39,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Preston,1,
Thad Cochran,U.S. Senate,,Republican,Kemper,Preston,37,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Preston,20,
Hardy Caraway,U.S. House,3,Republican,Kemper,Preston,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Preston,52,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Satellite,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Satellite,50,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Satellite,32,
Hardy Caraway,U.S. House,3,Republican,Kemper,Satellite,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Satellite,75,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Scooba A-L,1,
Thad Cochran,U.S. Senate,,Republican,Kemper,Scooba A-L,14,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Scooba A-L,26,
Hardy Caraway,U.S. House,3,Republican,Kemper,Scooba A-L,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba A-L,38,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,Scooba M-Z,0,
Thad Cochran,U.S. Senate,,Republican,Kemper,Scooba M-Z,39,
Chris McDaniel,U.S. Senate,,Republican,Kemper,Scooba M-Z,21,
Hardy Caraway,U.S. House,3,Republican,Kemper,Scooba M-Z,3,
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba M-Z,55,
Thomas L. Carey,U.S. Senate,,Republican,Kemper,,4,
Thad Cochran,U.S. Senate,,Republican,Kemper,,414,TRUE
Chris McDaniel,U.S. Senate,,Republican,Kemper,,334,
Hardy Caraway,U.S. House,3,Republican,Kemper,,38,
Gregg Harper,U.S. House,3,Republican,Kemper,,683,TRUE
