candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Centreville 1st 1020,22,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Centreville 1st 1020,14,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Centreville 1st 1020,13,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Centreville 1st 1020,7,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Centreville 1st 1020,8,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Centreville 1st 1020,23,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Centreville 1st 1020,20,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Centreville 3rd 3010,27,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Centreville 3rd 3010,10,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Centreville 3rd 3010,10,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Centreville 3rd 3010,13,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Centreville 3rd 3010,7,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Centreville 3rd 3010,35,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Centreville 3rd 3010,16,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Cold Springs 4020,3,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Cold Springs 4020,9,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Cold Springs 4020,1,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Cold Springs 4020,0,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Cold Springs 4020,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Cold Springs 4020,5,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Cold Springs 4020,4,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Fort Adams 2020,6,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Fort Adams 2020,5,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Fort Adams 2020,1,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Fort Adams 2020,0,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Fort Adams 2020,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Fort Adams 2020,5,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Fort Adams 2020,7,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Longmire 5020,10,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Longmire 5020,8,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Longmire 5020,3,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Longmire 5020,3,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Longmire 5020,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Longmire 5020,9,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Longmire 5020,14,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Woodville 1010,13,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Woodville 1010,2,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Woodville 1010,1,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Woodville 1010,2,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Woodville 1010,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Woodville 1010,2,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Woodville 1010,12,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Woodville 2nd 2010,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Woodville 2nd 2010,11,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Woodville 2nd 2010,9,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Woodville 2nd 2010,7,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Woodville 2nd 2010,8,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Woodville 2nd 2010,27,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Woodville 2nd 2010,21,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Woodville 4th 4010,7,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Woodville 4th 4010,12,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Woodville 4th 4010,2,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Woodville 4th 4010,1,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Woodville 4th 4010,4,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Woodville 4th 4010,10,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Woodville 4th 4010,9,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,Woodville 5th 5010,20,
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,Woodville 5th 5010,7,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,Woodville 5th 5010,7,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,Woodville 5th 5010,0,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,Woodville 5th 5010,7,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,Woodville 5th 5010,16,
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,Woodville 5th 5010,13,
Travis W. Childers,U.S. Senate,,Democrat,Wilkinson,,139,TRUE
William Bond Compton Jr.,U.S. Senate,,Democrat,Wilkinson,,78,
Bill Marcy,U.S. Senate,,Democrat,Wilkinson,,47,
Jonathan Rawl,U.S. Senate,,Democrat,Wilkinson,,33,
Jim Lilijeberg,U.S. House,3,Democrat,Wilkinson,,39,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Wilkinson,,132,TRUE
Dennis C. Quinn,U.S. House,3,Democrat,Wilkinson,,116,
