candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Central Gwd,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Central Gwd,11,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Central Gwd,6,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,East Gwd,1,
Thad Cochran,U.S. Senate,,Republican,Leflore,East Gwd,0,
Chris McDaniel,U.S. Senate,,Republican,Leflore,East Gwd,0,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Minter City,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Minter City,36,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Minter City,21,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Money,1,
Thad Cochran,U.S. Senate,,Republican,Leflore,Money,29,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Money,8,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Morgan City,1,
Thad Cochran,U.S. Senate,,Republican,Leflore,Morgan City,27,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Morgan City,15,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Mvsu,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Mvsu,4,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Mvsu,0,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Ne Gwd,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Ne Gwd,25,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Ne Gwd,8,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,North Gwd,3,
Thad Cochran,U.S. Senate,,Republican,Leflore,North Gwd,897,
Chris McDaniel,U.S. Senate,,Republican,Leflore,North Gwd,263,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,North Itta Bena,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,North Itta Bena,17,
Chris McDaniel,U.S. Senate,,Republican,Leflore,North Itta Bena,10,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Precinct 65,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Precinct 65,0,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Precinct 65,0,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Rising Sun,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Rising Sun,3,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Rising Sun,1,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Schlater,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Schlater,26,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Schlater,12,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Sidon,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Sidon,14,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Sidon,4,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,South Gwd,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,South Gwd,0,
Chris McDaniel,U.S. Senate,,Republican,Leflore,South Gwd,0,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,South Itta Bena,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,South Itta Bena,17,
Chris McDaniel,U.S. Senate,,Republican,Leflore,South Itta Bena,4,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Southeast Gwd,1,
Thad Cochran,U.S. Senate,,Republican,Leflore,Southeast Gwd,55,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Southeast Gwd,27,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Southwest Gwd,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Southwest Gwd,0,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Southwest Gwd,0,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,Swiftown,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,Swiftown,0,
Chris McDaniel,U.S. Senate,,Republican,Leflore,Swiftown,3,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,West Gwd,0,
Thad Cochran,U.S. Senate,,Republican,Leflore,West Gwd,40,
Chris McDaniel,U.S. Senate,,Republican,Leflore,West Gwd,10,
Thomas L. Carey,U.S. Senate,,Republican,Leflore,,7,
Thad Cochran,U.S. Senate,,Republican,Leflore,,1201,TRUE
Chris McDaniel,U.S. Senate,,Republican,Leflore,,392,
