candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Marion,Balls Mill,44,
Chris McDaniel,U.S. Senate,,Republican,Marion,Balls Mill,135,
Thad Cochran,U.S. Senate,,Republican,Marion,Carley,97,
Chris McDaniel,U.S. Senate,,Republican,Marion,Carley,270,
Thad Cochran,U.S. Senate,,Republican,Marion,Cedar Grove,39,
Chris McDaniel,U.S. Senate,,Republican,Marion,Cedar Grove,98,
Thad Cochran,U.S. Senate,,Republican,Marion,City Hall,33,
Chris McDaniel,U.S. Senate,,Republican,Marion,City Hall,49,
Thad Cochran,U.S. Senate,,Republican,Marion,Court House,98,
Chris McDaniel,U.S. Senate,,Republican,Marion,Court House,109,
Thad Cochran,U.S. Senate,,Republican,Marion,Darbun,34,
Chris McDaniel,U.S. Senate,,Republican,Marion,Darbun,52,
Thad Cochran,U.S. Senate,,Republican,Marion,East Columbia,83,
Chris McDaniel,U.S. Senate,,Republican,Marion,East Columbia,102,
Thad Cochran,U.S. Senate,,Republican,Marion,Foxworth,77,
Chris McDaniel,U.S. Senate,,Republican,Marion,Foxworth,145,
Thad Cochran,U.S. Senate,,Republican,Marion,Goss,54,
Chris McDaniel,U.S. Senate,,Republican,Marion,Goss,135,
Thad Cochran,U.S. Senate,,Republican,Marion,Hub,34,
Chris McDaniel,U.S. Senate,,Republican,Marion,Hub,70,
Thad Cochran,U.S. Senate,,Republican,Marion,Jefferson School,8,
Chris McDaniel,U.S. Senate,,Republican,Marion,Jefferson School,0,
Thad Cochran,U.S. Senate,,Republican,Marion,Kokomo,38,
Chris McDaniel,U.S. Senate,,Republican,Marion,Kokomo,111,
Thad Cochran,U.S. Senate,,Republican,Marion,Little Rock,22,
Chris McDaniel,U.S. Senate,,Republican,Marion,Little Rock,47,
Thad Cochran,U.S. Senate,,Republican,Marion,Morgantown,41,
Chris McDaniel,U.S. Senate,,Republican,Marion,Morgantown,111,
Thad Cochran,U.S. Senate,,Republican,Marion,Morris,128,
Chris McDaniel,U.S. Senate,,Republican,Marion,Morris,320,
Thad Cochran,U.S. Senate,,Republican,Marion,National Guard,300,
Chris McDaniel,U.S. Senate,,Republican,Marion,National Guard,400,
Thad Cochran,U.S. Senate,,Republican,Marion,Pine Burr,20,
Chris McDaniel,U.S. Senate,,Republican,Marion,Pine Burr,110,
Thad Cochran,U.S. Senate,,Republican,Marion,Pittman,41,
Chris McDaniel,U.S. Senate,,Republican,Marion,Pittman,126,
Thad Cochran,U.S. Senate,,Republican,Marion,Popetown,81,
Chris McDaniel,U.S. Senate,,Republican,Marion,Popetown,132,
Thad Cochran,U.S. Senate,,Republican,Marion,Sandy Hook,29,
Chris McDaniel,U.S. Senate,,Republican,Marion,Sandy Hook,85,
Thad Cochran,U.S. Senate,,Republican,Marion,South Columbia,6,
Chris McDaniel,U.S. Senate,,Republican,Marion,South Columbia,1,
Thad Cochran,U.S. Senate,,Republican,Marion,Union,29,
Chris McDaniel,U.S. Senate,,Republican,Marion,Union,117,
Thad Cochran,U.S. Senate,,Republican,Marion,White Bluff,11,
Chris McDaniel,U.S. Senate,,Republican,Marion,White Bluff,25,
Thad Cochran,U.S. Senate,,Republican,Marion,,1347,
Chris McDaniel,U.S. Senate,,Republican,Marion,,2750,TRUE
