candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Winston,American Legion,75,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,American Legion,10,
Bill Marcy,U.S. Senate,,Democrat,Winston,American Legion,0,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,American Legion,3,
Ron E. Dickey,U.S. House,1,Democrat,Winston,American Legion,60,
Rex N. Weathers,U.S. House,1,Democrat,Winston,American Legion,16,
Travis W. Childers,U.S. Senate,,Democrat,Winston,County Agent,94,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,County Agent,8,
Bill Marcy,U.S. Senate,,Democrat,Winston,County Agent,2,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,County Agent,2,
Ron E. Dickey,U.S. House,1,Democrat,Winston,County Agent,73,
Rex N. Weathers,U.S. House,1,Democrat,Winston,County Agent,20,
Travis W. Childers,U.S. Senate,,Democrat,Winston,East Winston,28,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,East Winston,2,
Bill Marcy,U.S. Senate,,Democrat,Winston,East Winston,0,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,East Winston,0,
Ron E. Dickey,U.S. House,1,Democrat,Winston,East Winston,21,
Rex N. Weathers,U.S. House,1,Democrat,Winston,East Winston,7,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Fairground,56,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Fairground,3,
Bill Marcy,U.S. Senate,,Democrat,Winston,Fairground,1,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Fairground,2,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Fairground,42,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Fairground,14,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Lovorn Tractor,57,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Lovorn Tractor,1,
Bill Marcy,U.S. Senate,,Democrat,Winston,Lovorn Tractor,3,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Lovorn Tractor,0,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Lovorn Tractor,43,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Lovorn Tractor,14,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Mars Hill,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Mars Hill,3,
Bill Marcy,U.S. Senate,,Democrat,Winston,Mars Hill,3,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Mars Hill,1,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Mars Hill,13,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Mars Hill,14,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Mill Creek,93,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Mill Creek,8,
Bill Marcy,U.S. Senate,,Democrat,Winston,Mill Creek,3,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Mill Creek,4,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Mill Creek,65,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Mill Creek,29,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Nanih Waiya,38,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Nanih Waiya,3,
Bill Marcy,U.S. Senate,,Democrat,Winston,Nanih Waiya,1,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Nanih Waiya,1,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Nanih Waiya,29,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Nanih Waiya,8,
Travis W. Childers,U.S. Senate,,Democrat,Winston,New National Guard,21,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,New National Guard,1,
Bill Marcy,U.S. Senate,,Democrat,Winston,New National Guard,1,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,New National Guard,0,
Ron E. Dickey,U.S. House,1,Democrat,Winston,New National Guard,14,
Rex N. Weathers,U.S. House,1,Democrat,Winston,New National Guard,5,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Noxapater,34,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Noxapater,3,
Bill Marcy,U.S. Senate,,Democrat,Winston,Noxapater,1,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Noxapater,0,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Noxapater,31,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Noxapater,4,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Shiloh,16,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Shiloh,0,
Bill Marcy,U.S. Senate,,Democrat,Winston,Shiloh,1,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Shiloh,1,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Shiloh,13,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Shiloh,1,
Travis W. Childers,U.S. Senate,,Democrat,Winston,Zion Ridge,100,
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,Zion Ridge,13,
Bill Marcy,U.S. Senate,,Democrat,Winston,Zion Ridge,4,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,Zion Ridge,1,
Ron E. Dickey,U.S. House,1,Democrat,Winston,Zion Ridge,64,
Rex N. Weathers,U.S. House,1,Democrat,Winston,Zion Ridge,25,
Travis W. Childers,U.S. Senate,,Democrat,Winston,,637,TRUE
William Bond Compton Jr.,U.S. Senate,,Democrat,Winston,,55,
Bill Marcy,U.S. Senate,,Democrat,Winston,,20,
Jonathan Rawl,U.S. Senate,,Democrat,Winston,,15,
Ron E. Dickey,U.S. House,1,Democrat,Winston,,468,TRUE
Rex N. Weathers,U.S. House,1,Democrat,Winston,,157,
