candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Jefferson,Cannonsburg 4010,16,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Cannonsburg 4010,1,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Chambliss's Restaurant 5030,25,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Chambliss's Restaurant 5030,0,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Chancery Clerk 3010,30,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Chancery Clerk 3010,1,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Church Hill 4020,40,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Church Hill 4020,30,
Thad Cochran,U.S. Senate,,Republican,Jefferson,City Hall 3020,39,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,City Hall 3020,1,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Fayette Manor 5020,19,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Fayette Manor 5020,2,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Harriston 1020,10,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Harriston 1020,2,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Highway 33 2040,4,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Highway 33 2040,0,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Lorman 5010,24,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Lorman 5010,14,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Old Hollywood Church 4030,37,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Old Hollywood Church 4030,3,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Red Lick 1030,12,
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Red Lick 1030,15,TRUE
Thad Cochran,U.S. Senate,,Republican,Jefferson,Rose Hill #1 Church,15,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Rose Hill #1 Church,3,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Stampley 2010,10,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Stampley 2010,1,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Superintendent Office 2020,4,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Superintendent Office 2020,0,
Thad Cochran,U.S. Senate,,Republican,Jefferson,Union Church 1010,37,
Chris McDaniel,U.S. Senate,,Republican,Jefferson,Union Church 1010,38,TRUE
Thad Cochran,U.S. Senate,,Republican,Jefferson,,322,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jefferson,,111,
