candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Jones,ANTIOCH,67,,2
Thad Cochran,U.S. Senate,,Republican,Jones,ANTIOCH,148,,2
Shawn O'Hara,U.S. Senate,,Reform,Jones,ANTIOCH,13,,2
Matt Moore,U.S.House,4,Democrat,Jones,ANTIOCH,25,,2
Steven McCarthy Palazzo,U.S.House,4,Republican,Jones,ANTIOCH,210,,2
Cindey Burleson,U.S.House,4,Independent,Jones,ANTIOCH,5,,2
Eli Jackson,U.S.House,4,Reform,Jones,ANTIOCH,1,,2
Ed Reich,U.S.House,4,Independent,Jones,ANTIOCH,0,,2
Joey Robinson,U.S.House,4,Libertarian,Jones,ANTIOCH,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Jones,BIG CREEK,60,,2
Thad Cochran,U.S. Senate,,Republican,Jones,BIG CREEK,201,,2
Shawn O'Hara,U.S. Senate,,Reform,Jones,BIG CREEK,19,,2
Matt Moore,U.S.House,4,Democrat,Jones,BIG CREEK,23,,2
Steven McCarthy Palazzo,U.S.House,4,Republican,Jones,BIG CREEK,265,,2
Cindey Burleson,U.S.House,4,Independent,Jones,BIG CREEK,3,,2
Eli Jackson,U.S.House,4,Reform,Jones,BIG CREEK,2,,2
Ed Reich,U.S.House,4,Independent,Jones,BIG CREEK,1,,2
Joey Robinson,U.S.House,4,Libertarian,Jones,BIG CREEK,10,,2
Travis W. Childers,U.S. Senate,,Democrat,Jones,BLACKWELL,34,,2
Thad Cochran,U.S. Senate,,Republican,Jones,BLACKWELL,108,,2
Shawn O'Hara,U.S. Senate,,Reform,Jones,BLACKWELL,14,,2
Matt Moore,U.S.House,4,Democrat,Jones,BLACKWELL,5,,2
Steven McCarthy Palazzo,U.S.House,4,Republican,Jones,BLACKWELL,163,,2
Cindey Burleson,U.S.House,4,Independent,Jones,BLACKWELL,2,,2
Eli Jackson,U.S.House,4,Reform,Jones,BLACKWELL,1,,2
Ed Reich,U.S.House,4,Independent,Jones,BLACKWELL,0,,2
Joey Robinson,U.S.House,4,Libertarian,Jones,BLACKWELL,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Jones,CALHOUN,270,,2
Thad Cochran,U.S. Senate,,Republican,Jones,CALHOUN,587,,2
Shawn O'Hara,U.S. Senate,,Reform,Jones,CALHOUN,36,,2
Matt Moore,U.S.House,4,Democrat,Jones,CALHOUN,60,,2
Steven McCarthy Palazzo,U.S.House,4,Republican,Jones,CALHOUN,857,,2
Cindey Burleson,U.S.House,4,Independent,Jones,CALHOUN,15,,2
Eli Jackson,U.S.House,4,Reform,Jones,CALHOUN,4,,2
Ed Reich,U.S.House,4,Independent,Jones,CALHOUN,2,,2
Joey Robinson,U.S.House,4,Libertarian,Jones,CALHOUN,34,,2
Travis W. Childers,U.S. Senate,,Democrat,Jones,CENTERVILLE,25,,2
Thad Cochran,U.S. Senate,,Republican,Jones,CENTERVILLE,67,,2
Shawn O'Hara,U.S. Senate,,Reform,Jones,CENTERVILLE,5,,2
Matt Moore,U.S.House,4,Democrat,Jones,CENTERVILLE,6,,2
Steven McCarthy Palazzo,U.S.House,4,Republican,Jones,CENTERVILLE,86,,2
Cindey Burleson,U.S.House,4,Independent,Jones,CENTERVILLE,3,,2
Eli Jackson,U.S.House,4,Reform,Jones,CENTERVILLE,2,,2
Ed Reich,U.S.House,4,Independent,Jones,CENTERVILLE,2,,2
