candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh34 1021,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh34 1021,19,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh34 1021,5,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh51 1020,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh51 1020,22,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh51 1020,4,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni North - 2bn 2020,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni North - 2bn 2020,0,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni North - 2bn 2020,0,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni North - 4 bn 4010,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni North - 4 bn 4010,78,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni North - 4 bn 4010,28,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni South - 3bs 3010,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni South - 3bs 3010,0,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni South - 3bs 3010,0,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni South - 4bs 4020,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni South - 4bs 4020,55,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni South - 4bs 4020,22,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Belzoni South - 5bs 5010,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Belzoni South - 5bs 5010,0,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Belzoni South - 5bs 5010,0,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Fourmile North - 1fm 1010,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Fourmile North - 1fm 1010,13,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Fourmile North - 1fm 1010,3,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Gooden Lake North - 2gn 2030,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Gooden Lake North - 2gn 2030,12,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Gooden Lake North - 2gn 2030,7,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Isola North - 2in 2010,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Isola North - 2in 2010,60,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Isola North - 2in 2010,32,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Lake City South - 3ls 3030,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Lake City South - 3ls 3030,27,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Lake City South - 3ls 3030,11,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Louise South - 5ls 5030,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Louise South - 5ls 5030,24,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Louise South - 5ls 5030,23,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Midnight South - 5ms 5020,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Midnight South - 5ms 5020,13,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Midnight South - 5ms 5020,7,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Putnam South - 4ps 4030,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Putnam South - 4ps 4030,33,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Putnam South - 4ps 4030,21,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,Silver City South - 3ss 3020,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,Silver City South - 3ss 3020,35,
Chris McDaniel,U.S. Senate,,Republican,Humphreys,Silver City South - 3ss 3020,18,
Thomas L. Carey,U.S. Senate,,Republican,Humphreys,,0,
Thad Cochran,U.S. Senate,,Republican,Humphreys,,391,TRUE
Chris McDaniel,U.S. Senate,,Republican,Humphreys,,181,
