candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Box 1,0,
Thad Cochran,U.S. Senate,,Republican,Grenada,Box 1,119,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Box 1,69,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,0,
Thad Cochran,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,72,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,52,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,1,
Thad Cochran,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,64,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,53,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Holcomb Community Center,2,
Thad Cochran,U.S. Senate,,Republican,Grenada,Holcomb Community Center,81,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Holcomb Community Center,82,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Box 4,1,
Thad Cochran,U.S. Senate,,Republican,Grenada,Box 4,15,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Box 4,29,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Box 5,3,
Thad Cochran,U.S. Senate,,Republican,Grenada,Box 5,202,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Box 5,207,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,The Plant,4,
Thad Cochran,U.S. Senate,,Republican,Grenada,The Plant,121,
Chris McDaniel,U.S. Senate,,Republican,Grenada,The Plant,108,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Elliott Vol Fire Station,1,
Thad Cochran,U.S. Senate,,Republican,Grenada,Elliott Vol Fire Station,39,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Elliott Vol Fire Station,61,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Sweethome Hol #2 Fire Stat,1,
Thad Cochran,U.S. Senate,,Republican,Grenada,Sweethome Hol #2 Fire Stat,40,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Sweethome Hol #2 Fire Stat,41,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Gore Springs Comm Center,2,
Thad Cochran,U.S. Senate,,Republican,Grenada,Gore Springs Comm Center,58,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Gore Springs Comm Center,76,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Futheyville 1st Pentecost,0,
Thad Cochran,U.S. Senate,,Republican,Grenada,Futheyville 1st Pentecost,70,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Futheyville 1st Pentecost,109,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Pleasant Grove Commun Cen,1,
Thad Cochran,U.S. Senate,,Republican,Grenada,Pleasant Grove Commun Cen,28,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Pleasant Grove Commun Cen,34,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Geeslin,0,
Thad Cochran,U.S. Senate,,Republican,Grenada,Geeslin,69,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Geeslin,113,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,Hardy,0,
Thad Cochran,U.S. Senate,,Republican,Grenada,Hardy,0,
Chris McDaniel,U.S. Senate,,Republican,Grenada,Hardy,0,
Thomas L. Carey,U.S. Senate,,Republican,Grenada,,16,
Thad Cochran,U.S. Senate,,Republican,Grenada,,978,
Chris McDaniel,U.S. Senate,,Republican,Grenada,,1034,TRUE
