candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Arnold Line,140,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Arnold Line,393,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Arnold Line,12,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Arnold Line,11,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Arnold Line,1,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Arnold Line,126,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Arnold Line,406,,2
Ed Reich,U.S. House,4,Independent,Lamar,Arnold Line,4,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Arnold Line,8,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Baxterville,28,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Baxterville,153,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Baxterville,12,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Baxterville,9,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Baxterville,1,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Baxterville,10,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Baxterville,178,,2
Ed Reich,U.S. House,4,Independent,Lamar,Baxterville,2,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Baxterville,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Breland,299,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Breland,915,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Breland,21,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Breland,25,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Breland,2,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Breland,251,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Breland,924,,2
Ed Reich,U.S. House,4,Independent,Lamar,Breland,15,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Breland,26,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Greenville,55,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Greenville,294,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Greenville,22,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Greenville,9,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Greenville,0,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Greenville,15,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Greenville,353,,2
Ed Reich,U.S. House,4,Independent,Lamar,Greenville,3,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Greenville,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Kingsmill,66,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Kingsmill,743,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Kingsmill,5,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Kingsmill,21,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Kingsmill,3,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Kingsmill,50,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Kingsmill,735,,2
Ed Reich,U.S. House,4,Independent,Lamar,Kingsmill,1,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Kingsmill,14,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Lake Serene,166,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Lake Serene,1187,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Lake Serene,24,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Lake Serene,31,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Lake Serene,5,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Lake Serene,118,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Lake Serene,1231,,2
Ed Reich,U.S. House,4,Independent,Lamar,Lake Serene,3,,2
Joey Robinson,U.S. House,4,Libertarian,Lamar,Lake Serene,20,,2
Travis W. Childers,U.S. Senate,,Democrat,Lamar,Lamar Park,231,,2
Thad Cochran,U.S. Senate,,Republican,Lamar,Lamar Park,450,,2
Shawn O'Hara,U.S. Senate,,Reform,Lamar,Lamar Park,16,,2
Cindy Burleson,U.S. House,4,Independent,Lamar,Lamar Park,16,,2
Eli Jackson,U.S. House,4,Reform,Lamar,Lamar Park,9,,2
Matt Moore,U.S. House,4,Democrat,Lamar,Lamar Park,215,,2
Steven McCarty Palazzo,U.S. House,4,Republican,Lamar,Lamar Park,441,,2
Ed Reich,U.S. House,4,Independent,Lamar,Lamar Park,3,,2
