candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Band Building,16,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Band Building,5,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Band Building,8,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Band Building,1,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Band Building,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Band Building,14,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Band Building,8,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Courthouse,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Courthouse,14,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Courthouse,12,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Courthouse,3,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Courthouse,7,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Courthouse,33,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Courthouse,17,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Farmers Market,2,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Farmers Market,0,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Farmers Market,0,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Farmers Market,0,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Farmers Market,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Farmers Market,2,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Farmers Market,0,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Fort Stevens,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Fort Stevens,0,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Fort Stevens,0,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Fort Stevens,0,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Fort Stevens,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Fort Stevens,1,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Fort Stevens,0,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Kellis Store,20,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Kellis Store,9,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Kellis Store,3,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Kellis Store,2,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Kellis Store,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Kellis Store,12,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Kellis Store,12,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Kemper Springs,27,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Kemper Springs,7,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Kemper Springs,7,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Kemper Springs,1,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Kemper Springs,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Kemper Springs,15,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Kemper Springs,17,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Lynville,12,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Lynville,4,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Lynville,3,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Lynville,0,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Lynville,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Lynville,7,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Lynville,7,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Lynwood,8,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Lynwood,3,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Lynwood,2,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Lynwood,2,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Lynwood,1,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Lynwood,7,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Lynwood,9,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Mount Nebo,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Mount Nebo,11,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Mount Nebo,6,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Mount Nebo,0,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Mount Nebo,20,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Mount Nebo,12,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Mount Nebo,8,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Porterville,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Porterville,10,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Porterville,5,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Porterville,5,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Porterville,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Porterville,14,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Porterville,16,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Preston,57,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Preston,9,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Preston,9,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Preston,2,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Preston,8,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Preston,30,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Preston,19,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Satellite,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Satellite,10,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Satellite,12,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Satellite,1,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Satellite,10,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Satellite,22,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Satellite,18,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Scooba A-L,25,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Scooba A-L,10,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Scooba A-L,5,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Scooba A-L,1,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Scooba A-L,6,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Scooba A-L,22,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Scooba A-L,10,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,Scooba M-Z,18,
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,Scooba M-Z,6,
Bill Marcy,U.S. Senate,,Democrat,Kemper,Scooba M-Z,4,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,Scooba M-Z,0,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,Scooba M-Z,7,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,Scooba M-Z,16,
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,Scooba M-Z,3,
Travis W. Childers,U.S. Senate,,Democrat,Kemper,,298,TRUE
William Bond Compton Jr.,U.S. Senate,,Democrat,Kemper,,98,
Bill Marcy,U.S. Senate,,Democrat,Kemper,,76,
Jonathan Rawl,U.S. Senate,,Democrat,Kemper,,18,
Jim Lilijeberg,U.S. House,3,Democrat,Kemper,,83,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Kemper,,207,TRUE
Dennis C. Quinn,U.S. House,3,Democrat,Kemper,,144,
