candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Neshoba,Arlington,65,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Arlington,61,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Bogue Chitto,23,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Bogue Chitto,4,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Burnside,30,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Burnside,33,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Center,50,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Center,44,
Thad Cochran,U.S. Senate,,Republican,Neshoba,County Line,57,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,County Line,79,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Deemer,42,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Deemer,36,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Dixon,67,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Dixon,71,
Thad Cochran,U.S. Senate,,Republican,Neshoba,East Neshoba,17,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,East Neshoba,18,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fairview,33,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fairview,23,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Forestdale,70,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Forestdale,46,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fork,44,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fork,52,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Fusky,36,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Fusky,64,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Hays,65,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Hays,53,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Herbert,50,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Herbert,68,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Hope,36,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Hope,29,
Thad Cochran,U.S. Senate,,Republican,Neshoba,House,95,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,House,83,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Mcdonald,79,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Mcdonald,105,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Neshoba,58,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Neshoba,68,
Thad Cochran,U.S. Senate,,Republican,Neshoba,North Bend,88,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,North Bend,68,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Northeast Philadelphia,299,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Northeast Philadelphia,207,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Northwest Philadelphia,56,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Northwest Philadelphia,33,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Pearl River,61,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Pearl River,18,
Thad Cochran,U.S. Senate,,Republican,Neshoba,South Philadelphia,44,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,South Philadelphia,22,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Southeast Philadelphia,298,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Southeast Philadelphia,184,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Tucker - District One,9,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Tucker - District One,4,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Tucker - District Three,95,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Tucker - District Three,97,
Thad Cochran,U.S. Senate,,Republican,Neshoba,Zephyrhill,51,
Chris McDaniel,U.S. Senate,,Republican,Neshoba,Zephyrhill,48,
Thad Cochran,U.S. Senate,,Republican,Neshoba,,1918,TRUE
Chris McDaniel,U.S. Senate,,Republican,Neshoba,,1618,
