candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Anchor 001,39,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Anchor 001,1,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Anchor 001,0,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Anchor 001,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Anchor 001,25,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Anchor 001,9,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Buena Vista 002,79,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Buena Vista 002,4,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Buena Vista 002,14,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Buena Vista 002,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Buena Vista 002,60,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Buena Vista 002,27,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,East Okolona 004,140,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,East Okolona 004,2,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,East Okolona 004,13,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,East Okolona 004,1,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,East Okolona 004,99,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,East Okolona 004,24,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Egypt 003,61,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Egypt 003,6,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Egypt 003,4,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Egypt 003,1,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Egypt 003,46,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Egypt 003,15,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,North Houlka 005,33,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,North Houlka 005,2,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,North Houlka 005,4,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,North Houlka 005,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,North Houlka 005,19,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,North Houlka 005,9,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,North Okolona 006,55,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,North Okolona 006,1,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,North Okolona 006,8,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,North Okolona 006,1,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,North Okolona 006,40,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,North Okolona 006,15,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Northwest Houston 007,113,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Northwest Houston 007,1,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Northwest Houston 007,10,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Northwest Houston 007,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Northwest Houston 007,80,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Northwest Houston 007,24,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Pearsall 009,21,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Pearsall 009,4,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Pearsall 009,4,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Pearsall 009,1,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Pearsall 009,14,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Pearsall 009,10,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Pleasant Grove Thorn 008,21,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Pleasant Grove Thorn 008,0,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Pleasant Grove Thorn 008,1,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Pleasant Grove Thorn 008,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Pleasant Grove Thorn 008,14,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Pleasant Grove Thorn 008,6,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,South Houika 11,41,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,South Houika 11,2,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,South Houika 11,1,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,South Houika 11,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,South Houika 11,20,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,South Houika 11,8,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Southeast Houston 10,60,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Southeast Houston 10,3,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Southeast Houston 10,2,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Southeast Houston 10,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Southeast Houston 10,35,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Southeast Houston 10,18,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Sparta 12,15,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Sparta 12,1,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Sparta 12,4,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Sparta 12,1,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Sparta 12,8,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Sparta 12,8,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,Van Vleet 13,20,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,Van Vleet 13,0,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,Van Vleet 13,0,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,Van Vleet 13,0,
Damien Fairconetue,U.S. House,2,Democrat,Chickasaw,Van Vleet 13,8,
Bennie G. Thompson,U.S. House,2,Democrat,Chickasaw,Van Vleet 13,4,
Travis W. Childers,U.S. Senate,,Democrat,Chickasaw,West Okolona 14,71,
William Bond Compton Jr.,U.S. Senate,,Democrat,Chickasaw,West Okolona 14,1,
Bill Marcy,U.S. Senate,,Democrat,Chickasaw,West Okolona 14,1,
Jonathan Rawl,U.S. Senate,,Democrat,Chickasaw,West Okolona 14,1,
