candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/Harpesville,189,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/Harpesville,117,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 1/Harpesville,5,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 1/Harpesville,4,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/Harpesville,135,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 1/Harpesville,148,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 1/Harpesville,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/Hillsboro,166,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/Hillsboro,105,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 1/Hillsboro,6,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 1/Hillsboro,10,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/Hillsboro,112,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 1/Hillsboro,143,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 1/Hillsboro,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/North Forest,185,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/North Forest,90,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 1/North Forest,3,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 1/North Forest,7,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/North Forest,97,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 1/North Forest,157,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 1/North Forest,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/High Hill,57,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/High Hill,80,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 2/High Hill,1,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 2/High Hill,2,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/High Hill,81,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 2/High Hill,55,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 2/High Hill,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Homewood,23,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Homewood,111,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 2/Homewood,1,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 2/Homewood,0,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Homewood,118,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 2/Homewood,15,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 2/Homewood,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Lake,59,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Lake,94,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 2/Lake,1,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 2/Lake,2,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Lake,92,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 2/Lake,55,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 2/Lake,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/South Forest,169,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/South Forest,200,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 2/South Forest,7,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 2/South Forest,9,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/South Forest,216,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 2/South Forest,146,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 2/South Forest,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Usry,29,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Usry,104,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 2/Usry,1,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 2/Usry,4,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Usry,113,,2
Roger Gerrard,U.S. House,3,Independent,Scott,Beat 2/Usry,18,,2
Barbara Dale Washer,U.S. House,3,Reform,Scott,Beat 2/Usry,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 3/Coopersville,0,,2
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Coopersville,0,,2
Shawn O'Hara,U.S. Senate,,Reform,Scott,Beat 3/Coopersville,0,,2
Gregg Harper,U.S. House,3,Republican,Scott,Beat 3/Coopersville,0,,2
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 3/Coopersville,0,,2
