candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/Harperville,61,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 1/Harperville,51,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/Hillsboro,41,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 1/Hillsboro,64,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 1/North Forest,50,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 1/North Forest,36,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/High Hill,33,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 2/High Hill,39,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Homewood,42,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 2/Homewood,45,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Lake,27,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 2/Lake,40,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/South Forest,124,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 2/South Forest,67,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 2/Usry,48,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 2/Usry,45,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Cooperville,50,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 3/Cooperville,61,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Eastwest Morton,151,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 3/Eastwest Morton,139,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Northwest Forest,38,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 3/Northwest Forest,32,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Pulaski,34,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 3/Pulaski,54,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 3/Springfield,66,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 3/Springfield,51,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/Clifton,11,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/Clifton,17,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/Contrell,21,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/Contrell,25,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/Forkville,61,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/Forkville,57,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/Liberty,96,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/Liberty,80,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/Ludlow,43,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/Ludlow,110,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 4/North Morton,63,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 4/North Morton,50,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 5/Langs Mill,61,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 5/Langs Mill,83,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 5/Northeast Forest,112,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 5/Northeast Forest,88,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 5/Salem,23,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 5/Salem,55,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 5/Sebastopol,34,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 5/Sebastopol,70,
Thad Cochran,U.S. Senate,,Republican,Scott,Beat 5/Steele,42,
Chris McDaniel,U.S. Senate,,Republican,Scott,Beat 5/Steele,51,
Thad Cochran,U.S. Senate,,Republican,Scott,,1332,
Chris McDaniel,U.S. Senate,,Republican,Scott,,1410,TRUE
