candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Lee,Auburn,4,
Thad Cochran,U.S. Senate,,Republican,Lee,Auburn,129,
Chris McDaniel,U.S. Senate,,Republican,Lee,Auburn,130,
Alan Nunnelee,U.S. House,1,Republican,Lee,Auburn,222,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Baldwyn,3,
Thad Cochran,U.S. Senate,,Republican,Lee,Baldwyn,87,
Chris McDaniel,U.S. Senate,,Republican,Lee,Baldwyn,48,
Alan Nunnelee,U.S. House,1,Republican,Lee,Baldwyn,111,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Beech Springs,2,
Thad Cochran,U.S. Senate,,Republican,Lee,Beech Springs,81,
Chris McDaniel,U.S. Senate,,Republican,Lee,Beech Springs,67,
Alan Nunnelee,U.S. House,1,Republican,Lee,Beech Springs,128,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Belden,2,
Thad Cochran,U.S. Senate,,Republican,Lee,Belden,259,
Chris McDaniel,U.S. Senate,,Republican,Lee,Belden,181,
Alan Nunnelee,U.S. House,1,Republican,Lee,Belden,365,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Birmingham Ridge,5,
Thad Cochran,U.S. Senate,,Republican,Lee,Birmingham Ridge,200,
Chris McDaniel,U.S. Senate,,Republican,Lee,Birmingham Ridge,152,
Alan Nunnelee,U.S. House,1,Republican,Lee,Birmingham Ridge,296,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Bissell,6,
Thad Cochran,U.S. Senate,,Republican,Lee,Bissell,839,
Chris McDaniel,U.S. Senate,,Republican,Lee,Bissell,501,
Alan Nunnelee,U.S. House,1,Republican,Lee,Bissell,1153,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Brewer,0,
Thad Cochran,U.S. Senate,,Republican,Lee,Brewer,90,
Chris McDaniel,U.S. Senate,,Republican,Lee,Brewer,35,
Alan Nunnelee,U.S. House,1,Republican,Lee,Brewer,101,
Thomas L. Carey,U.S. Senate,,Republican,Lee,Cedar Hill,4,
Thad Cochran,U.S. Senate,,Republican,Lee,Cedar Hill,124,
Chris McDaniel,U.S. Senate,,Republican,Lee,Cedar Hill,136,
