candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Bolivar,Benoit,31,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Benoit,25,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Beulah,11,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Beulah,0,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Boyle,161,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Boyle,78,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Choctaw,12,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Choctaw,12,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Cleveland Courthouse,87,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Cleveland Courthouse,37,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Duncan-Alligator,24,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Duncan-Alligator,17,
Thad Cochran,U.S. Senate,,Republican,Bolivar,East Central Cleveland,20,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,East Central Cleveland,0,
Thad Cochran,U.S. Senate,,Republican,Bolivar,East Cleveland,71,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,East Cleveland,7,
Thad Cochran,U.S. Senate,,Republican,Bolivar,East Rosedale,18,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,East Rosedale,3,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Eastgate,20,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Eastgate,6,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Gunnison,25,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Gunnison,16,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Longshot,33,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Longshot,7,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Merigold,66,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Merigold,22,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Mound Bayou,56,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Mound Bayou,11,
Thad Cochran,U.S. Senate,,Republican,Bolivar,North Cleveland,36,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,North Cleveland,18,
Thad Cochran,U.S. Senate,,Republican,Bolivar,North West Cleveland,308,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,North West Cleveland,99,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Pace,16,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Pace,7,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Renova,25,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Renova,3,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Scott,18,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Scott,9,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Shaw,62,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Shaw,31,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Shelby,68,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Shelby,14,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Skene,65,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Skene,26,
Thad Cochran,U.S. Senate,,Republican,Bolivar,South Cleveland,34,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,South Cleveland,9,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Stringtown,11,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Stringtown,5,
Thad Cochran,U.S. Senate,,Republican,Bolivar,West Central Cleveland,217,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,West Central Cleveland,104,
Thad Cochran,U.S. Senate,,Republican,Bolivar,West Cleveland,453,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,West Cleveland,187,
Thad Cochran,U.S. Senate,,Republican,Bolivar,West Rosedale,38,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,West Rosedale,8,
Thad Cochran,U.S. Senate,,Republican,Bolivar,Winstonville,10,
Chris McDaniel,U.S. Senate,,Republican,Bolivar,Winstonville,0,
Thad Cochran,U.S. Senate,,Republican,Bolivar,,1996,TRUE
Chris McDaniel,U.S. Senate,,Republican,Bolivar,,761,
