candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Jackson,Presbyterian,8,
Thad Cochran,U.S. Senate,,Republican,Jackson,Presbyterian,226,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jackson,Presbyterian,118,
Tom Carter,U.S. House,4,Republican,Jackson,Presbyterian,10,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,Presbyterian,4,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,Presbyterian,126,
Gene Taylor,U.S. House,4,Republican,Jackson,Presbyterian,213,TRUE
Ron Vincent,U.S. House,4,Republican,Jackson,Presbyterian,0,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,Rec Center,3,
Thad Cochran,U.S. Senate,,Republican,Jackson,Rec Center,68,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jackson,Rec Center,55,
Tom Carter,U.S. House,4,Republican,Jackson,Rec Center,3,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,Rec Center,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,Rec Center,68,TRUE
Gene Taylor,U.S. House,4,Republican,Jackson,Rec Center,53,
Ron Vincent,U.S. House,4,Republican,Jackson,Rec Center,0,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,Red Hill,6,
Thad Cochran,U.S. Senate,,Republican,Jackson,Red Hill,60,
Chris McDaniel,U.S. Senate,,Republican,Jackson,Red Hill,89,TRUE
Tom Carter,U.S. House,4,Republican,Jackson,Red Hill,11,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,Red Hill,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,Red Hill,91,TRUE
Gene Taylor,U.S. House,4,Republican,Jackson,Red Hill,48,
Ron Vincent,U.S. House,4,Republican,Jackson,Red Hill,1,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,Sacred Heart,20,
Thad Cochran,U.S. Senate,,Republican,Jackson,Sacred Heart,395,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jackson,Sacred Heart,258,
Tom Carter,U.S. House,4,Republican,Jackson,Sacred Heart,29,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,Sacred Heart,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,Sacred Heart,313,
Gene Taylor,U.S. House,4,Republican,Jackson,Sacred Heart,335,TRUE
Ron Vincent,U.S. House,4,Republican,Jackson,Sacred Heart,2,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,South Vancleave,22,
Thad Cochran,U.S. Senate,,Republican,Jackson,South Vancleave,335,
Chris McDaniel,U.S. Senate,,Republican,Jackson,South Vancleave,549,TRUE
Tom Carter,U.S. House,4,Republican,Jackson,South Vancleave,44,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,South Vancleave,5,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,South Vancleave,473,TRUE
Gene Taylor,U.S. House,4,Republican,Jackson,South Vancleave,382,
Ron Vincent,U.S. House,4,Republican,Jackson,South Vancleave,3,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,St. Martin,65,
Thad Cochran,U.S. Senate,,Republican,Jackson,St. Martin,913,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jackson,St. Martin,803,
Tom Carter,U.S. House,4,Republican,Jackson,St. Martin,87,
Tavish C. Kelly,U.S. House,4,Republican,Jackson,St. Martin,42,
Steven McCarty Palazzo,U.S. House,4,Republican,Jackson,St. Martin,578,
Gene Taylor,U.S. House,4,Republican,Jackson,St. Martin,1076,TRUE
Ron Vincent,U.S. House,4,Republican,Jackson,St. Martin,11,
Thomas L. Carey,U.S. Senate,,Republican,Jackson,Sue Ellen,6,
Thad Cochran,U.S. Senate,,Republican,Jackson,Sue Ellen,23,TRUE
Chris McDaniel,U.S. Senate,,Republican,Jackson,Sue Ellen,12,
Tom Carter,U.S. House,4,Republican,Jackson,Sue Ellen,0,
