candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/Harperville,55,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 1/Harperville,3,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 1/Harperville,12,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 1/Harperville,2,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 1/Harperville,6,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/Harperville,20,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 1/Harperville,23,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/Hillsboro,41,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 1/Hillsboro,5,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 1/Hillsboro,6,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 1/Hillsboro,2,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 1/Hillsboro,7,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/Hillsboro,23,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 1/Hillsboro,19,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 1/North Forest,42,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 1/North Forest,2,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 1/North Forest,6,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 1/North Forest,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 1/North Forest,4,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 1/North Forest,21,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 1/North Forest,16,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/High Hill,13,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 2/High Hill,1,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 2/High Hill,5,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 2/High Hill,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 2/High Hill,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/High Hill,5,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 2/High Hill,4,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Homewood,6,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 2/Homewood,2,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 2/Homewood,1,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 2/Homewood,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 2/Homewood,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Homewood,4,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 2/Homewood,4,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Lake,16,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 2/Lake,4,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 2/Lake,10,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 2/Lake,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 2/Lake,4,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Lake,10,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 2/Lake,12,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/South Forest,31,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 2/South Forest,4,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 2/South Forest,6,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 2/South Forest,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 2/South Forest,5,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/South Forest,16,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 2/South Forest,11,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 2/Usry,4,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 2/Usry,2,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 2/Usry,2,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 2/Usry,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 2/Usry,3,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 2/Usry,3,
Dennis C. Quinn,U.S. House,3,Democrat,Scott,Beat 2/Usry,2,
Travis W. Childers,U.S. Senate,,Democrat,Scott,Beat 3/Cooperville,0,
William Bond Compton Jr.,U.S. Senate,,Democrat,Scott,Beat 3/Cooperville,0,
Bill Marcy,U.S. Senate,,Democrat,Scott,Beat 3/Cooperville,0,
Jonathan Rawl,U.S. Senate,,Democrat,Scott,Beat 3/Cooperville,0,
Jim Lilijeberg,U.S. House,3,Democrat,Scott,Beat 3/Cooperville,0,
Douglas MacArthur (Doug) Magee,U.S. House,3,Democrat,Scott,Beat 3/Cooperville,0,
