candidate,office,district,party,county,precinct,votes,winner,page
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,CANNONSBURG,113,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,CANNONSBURG,12,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,CANNONSBURG,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CANNONSBURG,118,,2
Troy Ray,U.S. House,2,Independent,Jefferson,CANNONSBURG,5,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,CANNONSBURG,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,CHAMBLIS RESTAURANT,135,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,CHAMBLIS RESTAURANT,21,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,CHAMBLIS RESTAURANT,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CHAMBLIS RESTAURANT,149,,2
Troy Ray,U.S. House,2,Independent,Jefferson,CHAMBLIS RESTAURANT,5,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,CHAMBLIS RESTAURANT,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,CHURCH HILL,40,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,CHURCH HILL,65,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,CHURCH HILL,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CHURCH HILL,54,,2
Troy Ray,U.S. House,2,Independent,Jefferson,CHURCH HILL,39,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,CHURCH HILL,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,CITY HALL,153,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,CITY HALL,33,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,CITY HALL,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,CITY HALL,174,,2
Troy Ray,U.S. House,2,Independent,Jefferson,CITY HALL,7,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,CITY HALL,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,FAYETTE MANOR,106,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,FAYETTE MANOR,18,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,FAYETTE MANOR,2,,2
