candidate,office,district,party,county,precinct,votes,winner,page
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,FAYETTE MANOR,121,,2
Troy Ray,U.S. House,2,Independent,Jefferson,FAYETTE MANOR,4,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,FAYETTE MANOR,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,GIUCE BUILDING,46,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,GIUCE BUILDING,6,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,GIUCE BUILDING,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,GIUCE BUILDING,53,,2
Troy Ray,U.S. House,2,Independent,Jefferson,GIUCE BUILDING,0,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,GIUCE BUILDING,0,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,HARRISON,93,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,HARRISON,21,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,HARRISON,2,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,HARRISON,107,,2
Troy Ray,U.S. House,2,Independent,Jefferson,HARRISON,10,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,HARRISON,1,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,LORMAN,82,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,LORMAN,40,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,LORMAN,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,LORMAN,93,,2
Troy Ray,U.S. House,2,Independent,Jefferson,LORMAN,23,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,LORMAN,7,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,MT. ISRAEL BAPTIST CHURCH,95,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,MT. ISRAEL BAPTIST CHURCH,38,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,MT. ISRAEL BAPTIST CHURCH,0,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,MT. ISRAEL BAPTIST CHURCH,118,,2
Troy Ray,U.S. House,2,Independent,Jefferson,MT. ISRAEL BAPTIST CHURCH,11,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,MT. ISRAEL BAPTIST CHURCH,5,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,MULTIPURPOSE CENTER,98,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,MULTIPURPOSE CENTER,24,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,MULTIPURPOSE CENTER,1,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,MULTIPURPOSE CENTER,116,,2
Troy Ray,U.S. House,2,Independent,Jefferson,MULTIPURPOSE CENTER,5,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,MULTIPURPOSE CENTER,2,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,OLD HOLLYWOOD CHURCH,179,,2
Thad Cochran,U.S. Senate,,Republican,Jefferson,OLD HOLLYWOOD CHURCH,51,,2
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,OLD HOLLYWOOD CHURCH,3,,2
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,OLD HOLLYWOOD CHURCH,216,,2
Troy Ray,U.S. House,2,Independent,Jefferson,OLD HOLLYWOOD CHURCH,18,,2
Shelley Shoemake,U.S. House,2,Reform,Jefferson,OLD HOLLYWOOD CHURCH,3,,2
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,RED LICK,138,,3
Thad Cochran,U.S. Senate,,Republican,Jefferson,RED LICK,24,,3
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,RED LICK,2,,3
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,RED LICK,147,,3
Troy Ray,U.S. House,2,Independent,Jefferson,RED LICK,9,,3
Shelley Shoemake,U.S. House,2,Reform,Jefferson,RED LICK,5,,3
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,STAMPLEY,106,,3
Thad Cochran,U.S. Senate,,Republican,Jefferson,STAMPLEY,14,,3
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,STAMPLEY,1,,3
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,STAMPLEY,121,,3
Troy Ray,U.S. House,2,Independent,Jefferson,STAMPLEY,1,,3
Shelley Shoemake,U.S. House,2,Reform,Jefferson,STAMPLEY,0,,3
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,UNION CHURCH,71,,3
Thad Cochran,U.S. Senate,,Republican,Jefferson,UNION CHURCH,77,,3
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,UNION CHURCH,4,,3
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,UNION CHURCH,92,,3
Troy Ray,U.S. House,2,Independent,Jefferson,UNION CHURCH,36,,3
Shelley Shoemake,U.S. House,2,Reform,Jefferson,UNION CHURCH,20,,3
Travis W. Childers,U.S. Senate,,Democrat,Jefferson,TOTAL,1455,WINNER,3
Thad Cochran,U.S. Senate,,Republican,Jefferson,TOTAL,444,,3
Shawn O'Hara,U.S. Senate,,Reform,Jefferson,TOTAL,16,,3
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,TOTAL,1679,WINNER,3
Troy Ray,U.S. House,2,Independent,Jefferson,TOTAL,173,,3
Shelley Shoemake,U.S. House,2,Reform,Jefferson,TOTAL,49,,3
