candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Jones,Antioch,3,
Thad Cochran,U.S. Senate,,Republican,Jones,Antioch,27,
Chris McDaniel,U.S. Senate,,Republican,Jones,Antioch,190,
Tom Carter,U.S. House,4,Republican,Jones,Antioch,10,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Antioch,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Antioch,139,
Gene Taylor,U.S. House,4,Republican,Jones,Antioch,69,
Ron Vincent,U.S. House,4,Republican,Jones,Antioch,1,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Big Creek,7,
Thad Cochran,U.S. Senate,,Republican,Jones,Big Creek,42,
Chris McDaniel,U.S. Senate,,Republican,Jones,Big Creek,235,
Tom Carter,U.S. House,4,Republican,Jones,Big Creek,12,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Big Creek,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Big Creek,190,
Gene Taylor,U.S. House,4,Republican,Jones,Big Creek,76,
Ron Vincent,U.S. House,4,Republican,Jones,Big Creek,4,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Blackwell,2,
Thad Cochran,U.S. Senate,,Republican,Jones,Blackwell,10,
Chris McDaniel,U.S. Senate,,Republican,Jones,Blackwell,156,
Tom Carter,U.S. House,4,Republican,Jones,Blackwell,9,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Blackwell,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Blackwell,120,
Gene Taylor,U.S. House,4,Republican,Jones,Blackwell,35,
Ron Vincent,U.S. House,4,Republican,Jones,Blackwell,1,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Calhoun,5,
Thad Cochran,U.S. Senate,,Republican,Jones,Calhoun,112,
Chris McDaniel,U.S. Senate,,Republican,Jones,Calhoun,798,
Tom Carter,U.S. House,4,Republican,Jones,Calhoun,57,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Calhoun,3,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Calhoun,614,
Gene Taylor,U.S. House,4,Republican,Jones,Calhoun,224,
Ron Vincent,U.S. House,4,Republican,Jones,Calhoun,10,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Centerville,3,
Thad Cochran,U.S. Senate,,Republican,Jones,Centerville,12,
Chris McDaniel,U.S. Senate,,Republican,Jones,Centerville,79,
Tom Carter,U.S. House,4,Republican,Jones,Centerville,7,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Centerville,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Centerville,48,
Gene Taylor,U.S. House,4,Republican,Jones,Centerville,36,
Ron Vincent,U.S. House,4,Republican,Jones,Centerville,1,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Currie,0,
Thad Cochran,U.S. Senate,,Republican,Jones,Currie,3,
Chris McDaniel,U.S. Senate,,Republican,Jones,Currie,3,
Tom Carter,U.S. House,4,Republican,Jones,Currie,0,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Currie,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Currie,4,
Gene Taylor,U.S. House,4,Republican,Jones,Currie,2,
Ron Vincent,U.S. House,4,Republican,Jones,Currie,0,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Erata,2,
Thad Cochran,U.S. Senate,,Republican,Jones,Erata,27,
Chris McDaniel,U.S. Senate,,Republican,Jones,Erata,80,
Tom Carter,U.S. House,4,Republican,Jones,Erata,6,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Erata,2,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Erata,66,
Gene Taylor,U.S. House,4,Republican,Jones,Erata,35,
Ron Vincent,U.S. House,4,Republican,Jones,Erata,0,
Thomas L. Carey,U.S. Senate,,Republican,Jones,First Assembly of God,2,
Thad Cochran,U.S. Senate,,Republican,Jones,First Assembly of God,37,
Chris McDaniel,U.S. Senate,,Republican,Jones,First Assembly of God,210,
Tom Carter,U.S. House,4,Republican,Jones,First Assembly of God,14,
Tavish C. Kelly,U.S. House,4,Republican,Jones,First Assembly of God,4,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,First Assembly of God,144,
Gene Taylor,U.S. House,4,Republican,Jones,First Assembly of God,75,
Ron Vincent,U.S. House,4,Republican,Jones,First Assembly of God,11,
Thomas L. Carey,U.S. Senate,,Republican,Jones,George Harrison,5,
Thad Cochran,U.S. Senate,,Republican,Jones,George Harrison,102,
Chris McDaniel,U.S. Senate,,Republican,Jones,George Harrison,616,
Tom Carter,U.S. House,4,Republican,Jones,George Harrison,40,
Tavish C. Kelly,U.S. House,4,Republican,Jones,George Harrison,5,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,George Harrison,417,
Gene Taylor,U.S. House,4,Republican,Jones,George Harrison,245,
Ron Vincent,U.S. House,4,Republican,Jones,George Harrison,11,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Gitano,2,
Thad Cochran,U.S. Senate,,Republican,Jones,Gitano,17,
Chris McDaniel,U.S. Senate,,Republican,Jones,Gitano,103,
Tom Carter,U.S. House,4,Republican,Jones,Gitano,2,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Gitano,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Gitano,86,
Gene Taylor,U.S. House,4,Republican,Jones,Gitano,29,
Ron Vincent,U.S. House,4,Republican,Jones,Gitano,2,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Glade,5,
Thad Cochran,U.S. Senate,,Republican,Jones,Glade,57,
Chris McDaniel,U.S. Senate,,Republican,Jones,Glade,417,
Tom Carter,U.S. House,4,Republican,Jones,Glade,23,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Glade,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Glade,307,
Gene Taylor,U.S. House,4,Republican,Jones,Glade,137,
Ron Vincent,U.S. House,4,Republican,Jones,Glade,8,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Hebron,1,
Thad Cochran,U.S. Senate,,Republican,Jones,Hebron,39,
Chris McDaniel,U.S. Senate,,Republican,Jones,Hebron,105,
Tom Carter,U.S. House,4,Republican,Jones,Hebron,0,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Hebron,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Hebron,104,
Gene Taylor,U.S. House,4,Republican,Jones,Hebron,37,
Ron Vincent,U.S. House,4,Republican,Jones,Hebron,3,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Johnson,1,
Thad Cochran,U.S. Senate,,Republican,Jones,Johnson,21,
Chris McDaniel,U.S. Senate,,Republican,Jones,Johnson,278,
Tom Carter,U.S. House,4,Republican,Jones,Johnson,21,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Johnson,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Johnson,190,
Gene Taylor,U.S. House,4,Republican,Jones,Johnson,75,
Ron Vincent,U.S. House,4,Republican,Jones,Johnson,9,
Thomas L. Carey,U.S. Senate,,Republican,Jones,L T Ellis Center,0,
Thad Cochran,U.S. Senate,,Republican,Jones,L T Ellis Center,9,
Chris McDaniel,U.S. Senate,,Republican,Jones,L T Ellis Center,21,
Tom Carter,U.S. House,4,Republican,Jones,L T Ellis Center,4,
Tavish C. Kelly,U.S. House,4,Republican,Jones,L T Ellis Center,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,L T Ellis Center,11,
Gene Taylor,U.S. House,4,Republican,Jones,L T Ellis Center,10,
Ron Vincent,U.S. House,4,Republican,Jones,L T Ellis Center,2,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Landrum,5,
Thad Cochran,U.S. Senate,,Republican,Jones,Landrum,15,
Chris McDaniel,U.S. Senate,,Republican,Jones,Landrum,188,
Tom Carter,U.S. House,4,Republican,Jones,Landrum,10,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Landrum,0,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Landrum,123,
Gene Taylor,U.S. House,4,Republican,Jones,Landrum,69,
Ron Vincent,U.S. House,4,Republican,Jones,Landrum,5,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Magnolia Center,0,
Thad Cochran,U.S. Senate,,Republican,Jones,Magnolia Center,71,
Chris McDaniel,U.S. Senate,,Republican,Jones,Magnolia Center,194,
Tom Carter,U.S. House,4,Republican,Jones,Magnolia Center,12,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Magnolia Center,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Magnolia Center,168,
Gene Taylor,U.S. House,4,Republican,Jones,Magnolia Center,69,
Ron Vincent,U.S. House,4,Republican,Jones,Magnolia Center,9,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Matthews,4,
Thad Cochran,U.S. Senate,,Republican,Jones,Matthews,21,
Chris McDaniel,U.S. Senate,,Republican,Jones,Matthews,242,
Tom Carter,U.S. House,4,Republican,Jones,Matthews,19,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Matthews,1,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Matthews,180,
Gene Taylor,U.S. House,4,Republican,Jones,Matthews,60,
Ron Vincent,U.S. House,4,Republican,Jones,Matthews,4,
Thomas L. Carey,U.S. Senate,,Republican,Jones,Springhill/Mauldin Community Center,1,
Thad Cochran,U.S. Senate,,Republican,Jones,Springhill/Mauldin Community Center,61,
Chris McDaniel,U.S. Senate,,Republican,Jones,Springhill/Mauldin Community Center,536,
Tom Carter,U.S. House,4,Republican,Jones,Springhill/Mauldin Community Center,33,
Tavish C. Kelly,U.S. House,4,Republican,Jones,Springhill/Mauldin Community Center,8,
Steven McCarty Palazzo,U.S. House,4,Republican,Jones,Springhill/Mauldin Community Center,391,
Gene Taylor,U.S. House,4,Republican,Jones,Springhill/Mauldin Community Center,157,
