candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Marshall,1 North Holly Springs,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,1 North Holly Springs,32,
Chris McDaniel,U.S. Senate,,Republican,Marshall,1 North Holly Springs,23,
Alan Nunnelee,U.S. House,1,Republican,Marshall,1 North Holly Springs,42,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,1 Red Banks,1,
Thad Cochran,U.S. Senate,,Republican,Marshall,1 Red Banks,33,
Chris McDaniel,U.S. Senate,,Republican,Marshall,1 Red Banks,60,
Alan Nunnelee,U.S. House,1,Republican,Marshall,1 Red Banks,84,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,1 West Holly Springs,3,
Thad Cochran,U.S. Senate,,Republican,Marshall,1 West Holly Springs,30,
Chris McDaniel,U.S. Senate,,Republican,Marshall,1 West Holly Springs,14,
Alan Nunnelee,U.S. House,1,Republican,Marshall,1 West Holly Springs,41,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 Early Grove,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 Early Grove,10,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 Early Grove,15,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 Early Grove,25,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 Hudsonville,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 Hudsonville,6,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 Hudsonville,8,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 Hudsonville,13,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 Mt Pleasant,3,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 Mt Pleasant,42,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 Mt Pleasant,124,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 Mt Pleasant,139,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 North Cayce,2,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 North Cayce,20,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 North Cayce,46,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 North Cayce,60,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 North Holly Springs,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 North Holly Springs,18,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 North Holly Springs,18,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 North Holly Springs,31,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,2 Slayden,5,
Thad Cochran,U.S. Senate,,Republican,Marshall,2 Slayden,33,
Chris McDaniel,U.S. Senate,,Republican,Marshall,2 Slayden,70,
Alan Nunnelee,U.S. House,1,Republican,Marshall,2 Slayden,90,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,3 Barton,6,
Thad Cochran,U.S. Senate,,Republican,Marshall,3 Barton,69,
Chris McDaniel,U.S. Senate,,Republican,Marshall,3 Barton,167,
Alan Nunnelee,U.S. House,1,Republican,Marshall,3 Barton,200,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,3 Byhalia,2,
Thad Cochran,U.S. Senate,,Republican,Marshall,3 Byhalia,96,
Chris McDaniel,U.S. Senate,,Republican,Marshall,3 Byhalia,153,
Alan Nunnelee,U.S. House,1,Republican,Marshall,3 Byhalia,226,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,3 Cayce,2,
Thad Cochran,U.S. Senate,,Republican,Marshall,3 Cayce,23,
Chris McDaniel,U.S. Senate,,Republican,Marshall,3 Cayce,44,
Alan Nunnelee,U.S. House,1,Republican,Marshall,3 Cayce,64,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Chulahoma,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Chulahoma,10,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Chulahoma,10,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Chulahoma,16,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Laws Hill,2,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Laws Hill,11,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Laws Hill,9,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Laws Hill,20,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Marianna,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Marianna,20,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Marianna,28,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Marianna,41,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Victoria,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Victoria,16,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Victoria,24,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Victoria,32,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Wall Hill,1,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Wall Hill,9,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Wall Hill,25,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Wall Hill,27,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Warsaw,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Warsaw,17,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Warsaw,35,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Warsaw,42,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,4 Watson,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,4 Watson,30,
Chris McDaniel,U.S. Senate,,Republican,Marshall,4 Watson,49,
Alan Nunnelee,U.S. House,1,Republican,Marshall,4 Watson,67,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,5 Bethlehem,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,5 Bethlehem,35,
Chris McDaniel,U.S. Senate,,Republican,Marshall,5 Bethlehem,42,
Alan Nunnelee,U.S. House,1,Republican,Marshall,5 Bethlehem,67,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,5 Cornersville,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,5 Cornersville,14,
Chris McDaniel,U.S. Senate,,Republican,Marshall,5 Cornersville,30,
Alan Nunnelee,U.S. House,1,Republican,Marshall,5 Cornersville,32,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,5 Potts Camp,5,
Thad Cochran,U.S. Senate,,Republican,Marshall,5 Potts Camp,73,
Chris McDaniel,U.S. Senate,,Republican,Marshall,5 Potts Camp,65,
Alan Nunnelee,U.S. House,1,Republican,Marshall,5 Potts Camp,122,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,5 South Holly Springs,5,
Thad Cochran,U.S. Senate,,Republican,Marshall,5 South Holly Springs,161,
Chris McDaniel,U.S. Senate,,Republican,Marshall,5 South Holly Springs,107,
Alan Nunnelee,U.S. House,1,Republican,Marshall,5 South Holly Springs,239,
Thomas L. Carey,U.S. Senate,,Republican,Marshall,5 Waterford,0,
Thad Cochran,U.S. Senate,,Republican,Marshall,5 Waterford,51,
Chris McDaniel,U.S. Senate,,Republican,Marshall,5 Waterford,59,
Alan Nunnelee,U.S. House,1,Republican,Marshall,5 Waterford,98,
