candidate,office,district,party,county,precinct,votes,winner
Thad Cochran,U.S. Senate,,Republican,Wayne,Beat Four,40,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Beat Four,214,
Thad Cochran,U.S. Senate,,Republican,Wayne,Big Rock,9,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Big Rock,47,
Thad Cochran,U.S. Senate,,Republican,Wayne,Buckatunna,46,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Buckatunna,87,
Thad Cochran,U.S. Senate,,Republican,Wayne,Chapparal/Diamond,24,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Chapparal/Diamond,36,
Thad Cochran,U.S. Senate,,Republican,Wayne,Chicora,11,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Chicora,83,
Thad Cochran,U.S. Senate,,Republican,Wayne,Clara,99,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Clara,356,
Thad Cochran,U.S. Senate,,Republican,Wayne,Corinth,19,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Corinth,68,
Thad Cochran,U.S. Senate,,Republican,Wayne,Denham,28,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Denham,124,
Thad Cochran,U.S. Senate,,Republican,Wayne,Eucutta,8,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Eucutta,69,
Thad Cochran,U.S. Senate,,Republican,Wayne,Hiwannee,19,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Hiwannee,30,
Thad Cochran,U.S. Senate,,Republican,Wayne,Matherville/Coyt,10,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Matherville/Coyt,44,
Thad Cochran,U.S. Senate,,Republican,Wayne,Mozingo,21,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Mozingo,121,
Thad Cochran,U.S. Senate,,Republican,Wayne,Pleasant Grove,34,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Pleasant Grove,171,
Thad Cochran,U.S. Senate,,Republican,Wayne,State Line,32,
Chris McDaniel,U.S. Senate,,Republican,Wayne,State Line,90,
Thad Cochran,U.S. Senate,,Republican,Wayne,Strengthford,13,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Strengthford,80,
Thad Cochran,U.S. Senate,,Republican,Wayne,Waynesboro City 1,39,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Waynesboro City 1,2,
Thad Cochran,U.S. Senate,,Republican,Wayne,Waynesboro City 2,74,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Waynesboro City 2,194,
Thad Cochran,U.S. Senate,,Republican,Wayne,Waynesboro City 3,118,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Waynesboro City 3,276,
Thad Cochran,U.S. Senate,,Republican,Wayne,Waynesboro City 4,34,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Waynesboro City 4,59,
Thad Cochran,U.S. Senate,,Republican,Wayne,Waynesboro City 5,23,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Waynesboro City 5,38,
Thad Cochran,U.S. Senate,,Republican,Wayne,Winchester,31,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Winchester,98,
Thad Cochran,U.S. Senate,,Republican,Wayne,Yellow Creek,34,
Chris McDaniel,U.S. Senate,,Republican,Wayne,Yellow Creek,139,
Thad Cochran,U.S. Senate,,Republican,Wayne,,766,
Chris McDaniel,U.S. Senate,,Republican,Wayne,,2426,TRUE
