candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Antioch,1,
Thad Cochran,U.S. Senate,,Republican,Franklin,Antioch,29,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Antioch,37,
Hardy Caraway,U.S. House,3,Republican,Franklin,Antioch,2,
Gregg Harper,U.S. House,3,Republican,Franklin,Antioch,63,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Bad Bayou,2,
Thad Cochran,U.S. Senate,,Republican,Franklin,Bad Bayou,60,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Bad Bayou,72,
Hardy Caraway,U.S. House,3,Republican,Franklin,Bad Bayou,14,
Gregg Harper,U.S. House,3,Republican,Franklin,Bad Bayou,110,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Bude,1,
Thad Cochran,U.S. Senate,,Republican,Franklin,Bude,65,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Bude,59,
Hardy Caraway,U.S. House,3,Republican,Franklin,Bude,8,
Gregg Harper,U.S. House,3,Republican,Franklin,Bude,104,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Cains,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Cains,32,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Cains,61,
Hardy Caraway,U.S. House,3,Republican,Franklin,Cains,10,
Gregg Harper,U.S. House,3,Republican,Franklin,Cains,74,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Eddiceton,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Eddiceton,56,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Eddiceton,85,
Hardy Caraway,U.S. House,3,Republican,Franklin,Eddiceton,10,
Gregg Harper,U.S. House,3,Republican,Franklin,Eddiceton,113,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Hamburg,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Hamburg,3,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Hamburg,11,
Hardy Caraway,U.S. House,3,Republican,Franklin,Hamburg,1,
Gregg Harper,U.S. House,3,Republican,Franklin,Hamburg,11,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Knoxville,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Knoxville,22,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Knoxville,18,
Hardy Caraway,U.S. House,3,Republican,Franklin,Knoxville,0,
Gregg Harper,U.S. House,3,Republican,Franklin,Knoxville,39,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Lucien,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Lucien,24,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Lucien,27,
Hardy Caraway,U.S. House,3,Republican,Franklin,Lucien,3,
Gregg Harper,U.S. House,3,Republican,Franklin,Lucien,45,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Mccall,2,
Thad Cochran,U.S. Senate,,Republican,Franklin,Mccall,37,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Mccall,64,
Hardy Caraway,U.S. House,3,Republican,Franklin,Mccall,8,
Gregg Harper,U.S. House,3,Republican,Franklin,Mccall,89,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Meadville,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Meadville,86,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Meadville,77,
Hardy Caraway,U.S. House,3,Republican,Franklin,Meadville,12,
Gregg Harper,U.S. House,3,Republican,Franklin,Meadville,128,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Pine Grove,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Pine Grove,26,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Pine Grove,26,
Hardy Caraway,U.S. House,3,Republican,Franklin,Pine Grove,3,
Gregg Harper,U.S. House,3,Republican,Franklin,Pine Grove,44,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Roxie,1,
Thad Cochran,U.S. Senate,,Republican,Franklin,Roxie,31,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Roxie,29,
Hardy Caraway,U.S. House,3,Republican,Franklin,Roxie,5,
Gregg Harper,U.S. House,3,Republican,Franklin,Roxie,52,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Wesley Chapel,0,
Thad Cochran,U.S. Senate,,Republican,Franklin,Wesley Chapel,2,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Wesley Chapel,12,
Hardy Caraway,U.S. House,3,Republican,Franklin,Wesley Chapel,0,
Gregg Harper,U.S. House,3,Republican,Franklin,Wesley Chapel,12,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,Whittington,2,
Thad Cochran,U.S. Senate,,Republican,Franklin,Whittington,37,
Chris McDaniel,U.S. Senate,,Republican,Franklin,Whittington,98,
Hardy Caraway,U.S. House,3,Republican,Franklin,Whittington,14,
Gregg Harper,U.S. House,3,Republican,Franklin,Whittington,115,
Thomas L. Carey,U.S. Senate,,Republican,Franklin,,9,
Thad Cochran,U.S. Senate,,Republican,Franklin,,510,
Chris McDaniel,U.S. Senate,,Republican,Franklin,,676,TRUE
Hardy Caraway,U.S. House,3,Republican,Franklin,,90,
Gregg Harper,U.S. House,3,Republican,Franklin,,999,TRUE
